Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,86.763309,[35 62] ; [147  15],[68.16216216 28.83783784] ; [113.83783784  48.16216216],1
s7,1,3e-06,22.023382,[36 60] ; [105  50],[53.92828685 42.07171315] ; [87.07171315 67.92828685],1
u1,1,0.017062,5.689978,[10 87] ; [ 36 128],[17.09578544 79.90421456] ; [ 28.90421456 135.09578544],0
s8,1,0.019801,5.429324,[37 60] ; [87 77],[46.08429119 50.91570881] ; [77.91570881 86.08429119],0
p6,1,0.024675,5.046563,[24 72] ; [ 63 100],[32.24710425 63.75289575] ; [ 54.75289575 108.24710425],0
s4,1,0.024829,5.035766,[19 78] ; [ 52 108],[26.79766537 70.20233463] ; [ 44.20233463 115.79766537],0
a2,1,0.025933,4.960466,[14 83] ; [ 43 121],[21.18390805 75.81609195] ; [ 35.81609195 128.18390805],0
p5,1,0.03557,4.417598,[15 81] ; [ 12 151],[10.00772201 85.99227799] ; [ 16.99227799 146.00772201],0
d1,1,0.03605,4.394742,[45 52] ; [98 66],[53.14559387 43.85440613] ; [89.85440613 74.14559387],0
a4,1,0.060838,3.514396,[32 65] ; [73 90],[39.17307692 57.82692308] ; [65.82692308 97.17307692],0
d2,1,0.094096,2.802863,[39 58] ; [83 80],[45.51538462 51.48461538] ; [76.48461538 86.51538462],0
a8,1,0.094897,2.789282,[16 76] ; [ 15 135],[11.78512397 80.21487603] ; [ 19.21487603 130.78512397],0
v4,1,0.105823,2.615512,[88  9] ; [156   7],[91.03076923  5.96923077] ; [152.96923077  10.03076923],0
d4,1,0.113695,2.502089,[73 24] ; [135  27],[77.8996139 19.1003861] ; [130.1003861  31.8996139],0
p2,1,0.121758,2.394554,[74 23] ; [137  26],[78.71923077 18.28076923] ; [132.28076923  30.71923077],0
p4,1,0.125886,2.342512,[52 44] ; [104  59],[57.82239382 38.17760618] ; [98.17760618 64.82239382],0
u3,1,0.142896,2.146497,[18 18] ; [31 16],[21.25301205 14.74698795] ; [27.74698795 19.25301205],0
b5,1,0.145803,2.115619,[49 48] ; [98 66],[54.63218391 42.36781609] ; [92.36781609 71.63218391],0
a3,1,0.148259,2.090078,[60 37] ; [115  48],[65.28846154 31.71153846] ; [109.71153846  53.28846154],0
p10,1,0.156407,2.008621,[69 25] ; [132  31],[73.51750973 20.48249027] ; [127.48249027  35.51750973],0
a7,1,0.173872,1.849235,[65 32] ; [122  41],[69.76538462 27.23461538] ; [117.23461538  45.76538462],0
p9,1,0.185823,1.750427,[74 22] ; [134  26],[78. 18.] ; [130.  30.],0
