Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,237.057483,[  6 151] ; [495 204],[91.88901869 65.11098131] ; [409.11098131 289.88901869],1
d3,1,0.0,148.083693,[ 43 112] ; [544 155],[106.53981265  48.46018735] ; [480.46018735 218.53981265],1
d5,1,0.0,140.860251,[73 83] ; [617  82],[125.89473684  30.10526316] ; [564.10526316 134.89473684],1
d2,1,0.0,43.030037,[ 39 118] ; [375 322],[76.11007026 80.88992974] ; [337.88992974 359.11007026],1
a5,1,0.0,35.822025,[85 72] ; [542 157],[114.99883178  42.00116822] ; [512.00116822 186.99883178],1
a4,1,0.0,34.221663,[ 37 118] ; [347 351],[69.77725674 85.22274326] ; [314.22274326 383.77725674],1
a3,1,0.0,33.512956,[82 74] ; [527 169],[111.50704225  44.49295775] ; [497.49295775 198.50704225],1
u1,1,0.0,31.077261,[  4 153] ; [150 549],[ 28.2453271 128.7546729] ; [125.7546729 573.2453271],1
a2,1,0.0,25.616025,[ 13 144] ; [191 508],[ 37.41588785 119.58411215] ; [166.58411215 532.41588785],1
r3,1,1.8e-05,18.361408,[140  17] ; [675  21],[150.00586166   6.99413834] ; [664.99413834  31.00586166],1
a7,1,0.00021,13.743678,[95 61] ; [527 171],[113.6206089  42.3793911] ; [508.3793911 189.6206089],1
r1,1,0.000304,13.04264,[112  43] ; [589 108],[127.52934272  27.47065728] ; [573.47065728 123.52934272],1
s2,1,0.000414,12.466818,[59 94] ; [377 317],[78.7579693 74.2420307] ; [357.2420307 336.7579693],1
v2,1,0.001217,10.463821,[65 83] ; [392 278],[82.68459658 65.31540342] ; [374.31540342 295.68459658],0
u2,1,0.002872,8.886857,[31 44] ; [104  64],[41.66666667 33.33333333] ; [93.33333333 74.66666667],0
p9,1,0.004231,8.18184,[116  36] ; [588  98],[127.69451074  24.30548926] ; [576.30548926 109.69451074],0
p1,1,0.006641,7.367503,[ 22 134] ; [ 51 642],[ 13.41342756 142.58657244] ; [ 59.58657244 633.41342756],0
s5,1,0.006674,7.358719,[ 37 114] ; [241 427],[51.25518926 99.74481074] ; [226.74481074 441.25518926],0
b3,1,0.006748,7.338913,[24 70] ; [169 248],[35.50293542 58.49706458] ; [157.49706458 259.50293542],0
