Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001333,10.295942,[4 1] ; [ 3 21],[1.20689655 3.79310345] ; [ 5.79310345 18.20689655],0
p4,1,0.015314,5.88,[4 1] ; [ 6 19],[1.66666667 3.33333333] ; [ 8.33333333 16.66666667],0
p3,1,0.017065,5.689674,[3 2] ; [ 3 21],[1.03448276 3.96551724] ; [ 4.96551724 19.03448276],0
p8,1,0.018581,5.540526,[4 1] ; [ 6 18],[1.72413793 3.27586207] ; [ 8.27586207 15.72413793],0
s6,1,0.027619,4.851675,[4 1] ; [ 7 18],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
a8,1,0.061753,3.489667,[2 3] ; [ 2 22],[0.68965517 4.31034483] ; [ 3.31034483 20.68965517],0
p10,1,0.082142,3.021995,[4 1] ; [ 9 15],[2.24137931 2.75862069] ; [10.75862069 13.24137931],0
a7,1,0.101707,2.678571,[1 4] ; [15 10],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
s8,1,0.125122,2.352,[2 3] ; [ 3 22],[0.83333333 4.16666667] ; [ 4.16666667 20.83333333],0
u3,1,0.142041,2.155711,[2 1] ; [ 3 10],[0.9375 2.0625] ; [4.0625 8.9375],0
b4,1,0.19043,1.714286,[1 4] ; [13 12],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
v4,1,0.19043,1.714286,[4 1] ; [12 13],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
a5,1,0.19043,1.714286,[1 4] ; [13 12],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
r4,1,0.220671,1.5,[2 3] ; [ 4 21],[1. 4.] ; [ 5. 20.],0
s4,1,0.220671,1.5,[2 3] ; [ 4 21],[1. 4.] ; [ 5. 20.],0
n4,1,0.317311,1.0,[1 4] ; [11 14],[2. 3.] ; [10. 15.],0
d4,1,0.396898,0.717703,[4 1] ; [15 10],[3.16666667 1.83333333] ; [15.83333333  9.16666667],0
a6,1,0.410023,0.678733,[3 2] ; [10 15],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
a1,1,0.414216,0.666667,[1 4] ; [ 2 23],[0.5 4.5] ; [ 2.5 22.5],0
a4,1,0.488422,0.48,[1 4] ; [ 9 16],[1.66666667 3.33333333] ; [ 8.33333333 16.66666667],0
p11,1,0.512691,0.428571,[3 2] ; [11 14],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
b5,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
d5,1,0.624206,0.24,[2 3] ; [13 12],[2.5 2.5] ; [12.5 12.5],0
p2,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
s5,1,0.630954,0.230769,[1 4] ; [ 3 22],[0.66666667 4.33333333] ; [ 3.33333333 21.66666667],0
a3,1,0.683949,0.165714,[2 3] ; [12 12],[2.4137931 2.5862069] ; [11.5862069 12.4137931],0
d2,1,0.711923,0.136364,[1 4] ; [ 7 18],[1.33333333 3.66666667] ; [ 6.66666667 18.33333333],0
v1,1,0.729034,0.12,[2 3] ; [ 8 17],[1.66666667 3.33333333] ; [ 8.33333333 16.66666667],0
s7,1,0.785028,0.074405,[1 3] ; [ 4 17],[0.8 3.2] ; [ 4.2 16.8],0
p9,1,0.811414,0.056931,[2 3] ; [11 13],[2.24137931 2.75862069] ; [10.75862069 13.24137931],0
v2,1,0.825349,0.048696,[2 3] ; [ 8 15],[1.78571429 3.21428571] ; [ 8.21428571 14.78571429],0
v3,1,0.826581,0.048,[1 4] ; [ 4 21],[0.83333333 4.16666667] ; [ 4.16666667 20.83333333],0
r1,1,0.865455,0.028708,[2 3] ; [ 9 16],[1.83333333 3.16666667] ; [ 9.16666667 15.83333333],0
n5,1,0.869125,0.027149,[2 3] ; [11 14],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
d1,1,1.0,0.0,[1 4] ; [ 5 20],[1. 4.] ; [ 5. 20.],0
d3,1,1.0,0.0,[2 3] ; [10 15],[2. 3.] ; [10. 15.],0
