Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2.5e-05,17.768552,[12 34] ; [59 33],[23.66666667 22.33333333] ; [47.33333333 44.66666667],1
a6,1,2.6e-05,17.70566,[17 29] ; [68 24],[28.33333333 17.66666667] ; [56.66666667 35.33333333],1
d5,1,4e-05,16.873314,[22 23] ; [76 16],[32.18978102 12.81021898] ; [65.81021898 26.18978102],1
a4,1,9.6e-05,15.204999,[ 6 40] ; [43 49],[16.33333333 29.66666667] ; [32.66666667 59.33333333],1
s6,1,0.000117,14.844719,[15 30] ; [62 29],[25.47794118 19.52205882] ; [51.52205882 39.47794118],1
a3,1,0.0002,13.835667,[21 24] ; [72 20],[30.54744526 14.45255474] ; [62.45255474 29.54744526],1
d3,1,0.000728,11.416485,[25 20] ; [76 16],[33.17518248 11.82481752] ; [67.82481752 24.17518248],1
r1,1,0.000755,11.348684,[25 21] ; [75 17],[33.33333333 12.66666667] ; [66.66666667 25.33333333],1
r4,1,0.001159,10.554661,[33 13] ; [85  7],[39.33333333  6.66666667] ; [78.66666667 13.33333333],0
d2,1,0.001559,10.007295,[11 35] ; [48 44],[19.66666667 26.33333333] ; [39.33333333 52.66666667],0
p3,1,0.003828,8.363636,[16 30] ; [56 36],[24. 22.] ; [48. 44.],0
p9,1,0.003994,8.286765,[27 19] ; [75 17],[34. 12.] ; [68. 24.],0
s8,1,0.006962,7.282816,[ 9 37] ; [39 52],[16.11678832 29.88321168] ; [31.88321168 59.11678832],0
r3,1,0.010002,6.634615,[40  6] ; [90  2],[43.33333333  2.66666667] ; [86.66666667  5.33333333],0
p4,1,0.017659,5.629643,[19 27] ; [57 34],[25.51824818 20.48175182] ; [50.48175182 40.51824818],0
p10,1,0.019022,5.499454,[26 19] ; [71 21],[31.86131387 13.13868613] ; [65.13868613 26.86131387],0
b2,1,0.022448,5.210728,[ 3 26] ; [17 34],[ 7.25 21.75] ; [12.75 38.25],0
b3,1,0.022448,5.210728,[ 3 26] ; [17 34],[ 7.25 21.75] ; [12.75 38.25],0
s7,1,0.055416,3.669528,[12 32] ; [40 50],[17.07462687 26.92537313] ; [34.92537313 55.07462687],0
v2,1,0.058113,3.590445,[17 28] ; [48 39],[22.15909091 22.84090909] ; [42.84090909 44.15909091],0
d4,1,0.068637,3.315315,[33 13] ; [78 14],[37.  9.] ; [74. 18.],0
n3,1,0.078671,3.092152,[13  4] ; [21  1],[14.82051282  2.17948718] ; [19.17948718  2.82051282],0
a7,1,0.091222,2.852682,[28 17] ; [70 22],[32.18978102 12.81021898] ; [65.81021898 26.18978102],0
b4,1,0.107645,2.588457,[24 22] ; [61 31],[28.33333333 17.66666667] ; [56.66666667 35.33333333],0
b1,1,0.14238,2.152047,[15 31] ; [42 50],[19. 27.] ; [38. 54.],0
s5,1,0.150125,2.070977,[ 9 36] ; [28 60],[12.51879699 32.48120301] ; [24.48120301 63.51879699],0
p2,1,0.170178,1.881372,[37  9] ; [81 10],[39.62043796  6.37956204] ; [78.37956204 12.62043796],0
p5,1,0.197785,1.658654,[ 1 45] ; [ 7 85],[ 2.66666667 43.33333333] ; [ 5.33333333 86.66666667],0
b5,1,0.215868,1.531632,[25 21] ; [60 32],[28.33333333 17.66666667] ; [56.66666667 35.33333333],0
s2,1,0.21891,1.511501,[15 31] ; [40 52],[18.33333333 27.66666667] ; [36.66666667 55.33333333],0
v3,1,0.236876,1.399091,[ 9 36] ; [26 62],[11.84210526 33.15789474] ; [23.15789474 64.84210526],0
u3,1,0.258014,1.279381,[11 13] ; [12  7],[12.8372093 11.1627907] ; [10.1627907  8.8372093],0
n4,1,0.271228,1.210526,[16 30] ; [41 51],[19. 27.] ; [38. 54.],0
v1,1,0.281853,1.158132,[12 31] ; [34 57],[14.76119403 28.23880597] ; [31.23880597 59.76119403],0
s3,1,0.29948,1.076506,[20 25] ; [48 41],[22.8358209 22.1641791] ; [45.1641791 43.8358209],0
p1,1,0.337088,0.921475,[ 2 44] ; [ 8 82],[ 3.38235294 42.61764706] ; [ 6.61764706 83.38235294],0
p8,1,0.423691,0.640055,[24 22] ; [54 37],[26.18978102 19.81021898] ; [51.81021898 39.18978102],0
r2,1,0.424601,0.637544,[39  6] ; [82  8],[40.33333333  4.66666667] ; [80.66666667  9.33333333],0
n1,1,0.424688,0.637307,[ 4 13] ; [ 3 19],[ 3.05128205 13.94871795] ; [ 3.94871795 18.05128205],0
p6,1,0.462069,0.540878,[14 28] ; [36 54],[15.90909091 26.09090909] ; [34.09090909 55.90909091],0
v4,1,0.475084,0.510127,[42  4] ; [86  5],[42.97810219  3.02189781] ; [85.02189781  5.97810219],0
u2,1,0.58042,0.305556,[14 10] ; [10 10],[13.09090909 10.90909091] ; [10.90909091  9.09090909],0
s4,1,0.648965,0.207207,[ 8 38] ; [19 73],[ 9. 37.] ; [18. 74.],0
a8,1,0.710842,0.137437,[ 4 40] ; [ 6 77],[ 3.46456693 40.53543307] ; [ 6.53543307 76.46456693],0
s1,1,0.796733,0.066346,[ 3 43] ; [ 5 87],[ 2.66666667 43.33333333] ; [ 5.33333333 86.66666667],0
n6,1,0.826568,0.048007,[31 15] ; [63 28],[31.5620438 14.4379562] ; [62.4379562 28.5620438],0
n2,1,0.871731,0.02607,[12  5] ; [15  7],[11.76923077  5.23076923] ; [15.23076923  6.76923077],0
p11,1,0.892809,0.018158,[33 13] ; [67 25],[33.33333333 12.66666667] ; [66.66666667 25.33333333],0
a1,1,1.0,0.0,[ 3 43] ; [ 6 86],[ 3. 43.] ; [ 6. 86.],0
