Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.922728,[ 1 12] ; [69 10],[9.89130435 3.10869565] ; [60.10869565 18.89130435],1
v4,1,1.5e-05,18.792641,[6 7] ; [70  6],[11.1011236  1.8988764] ; [64.8988764 11.1011236],1
p11,1,0.000143,14.45701,[ 3 10] ; [60 19],[8.90217391 4.09782609] ; [54.09782609 24.90217391],1
r2,1,0.000384,12.606911,[8 4] ; [75  3],[11.06666667  0.93333333] ; [71.93333333  6.06666667],1
p10,1,0.001173,10.532407,[4 9] ; [59 19],[9. 4.] ; [54. 24.],0
v2,1,0.003057,8.772923,[ 1 12] ; [39 36],[5.90909091 7.09090909] ; [34.09090909 40.90909091],0
n6,1,0.003443,8.556649,[4 9] ; [57 22],[8.61956522 4.38043478] ; [52.38043478 26.61956522],0
r1,1,0.016341,5.765761,[5 8] ; [57 22],[8.76086957 4.23913043] ; [53.23913043 25.76086957],0
p2,1,0.021392,5.294545,[6 7] ; [60 18],[9.42857143 3.57142857] ; [56.57142857 21.42857143],0
n1,1,0.059346,3.555556,[5 1] ; [ 7 11],[3. 3.] ; [9. 9.],0
p9,1,0.061538,3.495436,[6 7] ; [57 22],[8.90217391 4.09782609] ; [54.09782609 24.90217391],0
b1,1,0.074022,3.191512,[8 5] ; [28 51],[5.08695652 7.91304348] ; [30.91304348 48.08695652],0
v1,1,0.102846,2.660853,[ 3 10] ; [36 40],[5.69662921 7.30337079] ; [33.30337079 42.69662921],0
s4,1,0.12701,2.328677,[ 3 10] ; [ 7 72],[ 1.41304348 11.58695652] ; [ 8.58695652 70.41304348],0
p8,1,0.129643,2.296776,[ 2 10] ; [31 48],[4.35164835 7.64835165] ; [28.64835165 50.35164835],0
a4,1,0.144742,2.126808,[7 6] ; [26 53],[4.66304348 8.33695652] ; [28.33695652 50.66304348],0
a1,1,0.162517,1.95065,[ 2 11] ; [ 4 75],[ 0.84782609 12.15217391] ; [ 5.15217391 73.84782609],0
s1,1,0.167713,1.903268,[ 2 11] ; [ 4 74],[ 0.85714286 12.14285714] ; [ 5.14285714 72.85714286],0
d5,1,0.173367,1.853588,[6 7] ; [52 27],[8.19565217 4.80434783] ; [49.80434783 29.19565217],0
p7,1,0.174758,1.841647,[5 7] ; [48 29],[7.14606742 4.85393258] ; [45.85393258 31.14606742],0
v3,1,0.176989,1.822731,[ 2 11] ; [25 48],[4.08139535 8.91860465] ; [22.91860465 50.08139535],0
u2,1,0.189854,1.718751,[1 4] ; [14 13],[2.34375 2.65625] ; [12.65625 14.34375],0
p5,1,0.311765,1.023185,[ 1 11] ; [ 2 74],[ 0.40909091 11.59090909] ; [ 2.59090909 73.40909091],0
n4,1,0.436129,0.606448,[8 5] ; [57 22],[9.18478261 3.81521739] ; [55.81521739 23.18478261],0
a7,1,0.458456,0.549662,[7 6] ; [51 28],[8.19565217 4.80434783] ; [49.80434783 29.19565217],0
d1,1,0.465743,0.532059,[5 8] ; [39 40],[6.2173913 6.7826087] ; [37.7826087 41.2173913],0
d2,1,0.467513,0.527849,[7 6] ; [34 45],[5.79347826 7.20652174] ; [35.20652174 43.79347826],0
n3,1,0.478188,0.502994,[5 1] ; [13  6],[4.32 1.68] ; [13.68  5.32],0
s5,1,0.479477,0.500052,[ 1 11] ; [12 62],[ 1.81395349 10.18604651] ; [11.18604651 62.81395349],0
n2,1,0.496587,0.462222,[4 2] ; [16  4],[4.61538462 1.38461538] ; [15.38461538  4.61538462],0
p1,1,0.531124,0.392241,[ 1 12] ; [ 3 75],[ 0.57142857 12.42857143] ; [ 3.42857143 74.57142857],0
b2,1,0.561358,0.337358,[3 6] ; [21 27],[3.78947368 5.21052632] ; [20.21052632 27.78947368],0
b3,1,0.561358,0.337358,[3 6] ; [21 27],[3.78947368 5.21052632] ; [20.21052632 27.78947368],0
a6,1,0.575519,0.313535,[7 6] ; [49 30],[7.91304348 5.08695652] ; [48.08695652 30.91304348],0
p4,1,0.605797,0.266341,[5 8] ; [36 42],[5.85714286 7.14285714] ; [35.14285714 42.85714286],0
d3,1,0.679045,0.171203,[9 4] ; [50 29],[8.33695652 4.66304348] ; [50.66304348 28.33695652],0
a5,1,0.679045,0.171203,[9 4] ; [50 29],[8.33695652 4.66304348] ; [50.66304348 28.33695652],0
a2,1,0.691236,0.15775,[ 1 12] ; [ 9 70],[ 1.41304348 11.58695652] ; [ 8.58695652 70.41304348],0
u1,1,0.691236,0.15775,[ 1 12] ; [ 9 70],[ 1.41304348 11.58695652] ; [ 8.58695652 70.41304348],0
a3,1,0.717949,0.130466,[8 5] ; [52 26],[8.57142857 4.42857143] ; [51.42857143 26.57142857],0
s8,1,0.753169,0.098887,[4 9] ; [21 58],[3.5326087 9.4673913] ; [21.4673913 57.5326087],0
s2,1,0.76471,0.089581,[6 7] ; [40 39],[6.5 6.5] ; [39.5 39.5],0
p6,1,0.770779,0.084888,[ 3 10] ; [21 57],[3.42857143 9.57142857] ; [20.57142857 57.42857143],0
d4,1,0.773635,0.082727,[9 4] ; [57 21],[9.42857143 3.57142857] ; [56.57142857 21.42857143],0
n5,1,0.786468,0.073387,[9 4] ; [51 27],[8.57142857 4.42857143] ; [51.42857143 26.57142857],0
a8,1,0.805351,0.060726,[ 1 11] ; [ 8 67],[ 1.24137931 10.75862069] ; [ 7.75862069 67.24137931],0
b5,1,0.829949,0.046125,[6 7] ; [39 40],[6.35869565 6.64130435] ; [38.64130435 40.35869565],0
p3,1,0.83374,0.044061,[5 8] ; [32 45],[5.34444444 7.65555556] ; [31.65555556 45.34444444],0
u3,1,0.854,0.033862,[2 3] ; [12 15],[2.1875 2.8125] ; [11.8125 15.1875],0
s7,1,0.866274,0.028356,[4 7] ; [25 49],[3.75294118 7.24705882] ; [25.24705882 48.75294118],0
b4,1,0.968741,0.001536,[7 6] ; [43 36],[7.06521739 5.93478261] ; [42.93478261 36.06521739],0
