Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.830539,[46 78] ; [211  66],[79.4713217 44.5286783] ; [177.5286783  99.4713217],1
a6,1,0.0,56.563542,[48 76] ; [215  63],[81.12437811 42.87562189] ; [181.87562189  96.12437811],1
a2,1,2e-06,22.859363,[  7 117] ; [ 73 205],[24.67661692 99.32338308] ; [ 55.32338308 222.67661692],1
d5,1,2e-06,22.688899,[79 45] ; [236  42],[97.1641791 26.8358209] ; [217.8358209  60.1641791],1
r3,1,7e-06,20.063308,[97 27] ; [259  18],[110.08478803  13.91521197] ; [245.91521197  31.08478803],1
r4,1,2.2e-05,18.046888,[84 40] ; [239  39],[99.6318408 24.3681592] ; [223.3681592  54.6318408],1
u1,1,0.000292,13.121057,[  5 119] ; [ 48 230],[ 16.34825871 107.65174129] ; [ 36.65174129 241.34825871],1
b5,1,0.000433,12.384704,[60 64] ; [186  92],[75.88059701 48.11940299] ; [170.11940299 107.88059701],1
d1,1,0.000479,12.195133,[48 76] ; [160 118],[64.15920398 59.84079602] ; [143.84079602 134.15920398],1
d4,1,0.000651,11.62386,[82 42] ; [227  51],[95.31343284 28.68656716] ; [213.68656716  64.31343284],1
r1,1,0.000735,11.399034,[75 49] ; [213  64],[89.05735661 34.94264339] ; [198.94264339  78.05735661],1
p2,1,0.000927,10.968316,[77 46] ; [218  60],[90.48628429 32.51371571] ; [204.51371571  73.48628429],1
p10,1,0.001435,10.159901,[71 50] ; [206  70],[84.4256927 36.5743073] ; [192.5743073  83.4256927],0
s1,1,0.002472,9.161076,[  8 116] ; [  3 272],[  3.41854637 120.58145363] ; [  7.58145363 267.41854637],0
b1,1,0.002715,8.989732,[61 63] ; [ 93 185],[47.50248756 76.49751244] ; [106.49751244 171.50248756],0
v4,1,0.002876,8.884437,[103  21] ; [258  20],[111.35323383  12.64676617] ; [249.64676617  28.35323383],0
r2,1,0.011179,6.436656,[99 21] ; [252  24],[106.36363636  13.63636364] ; [244.63636364  31.36363636],0
a3,1,0.024148,5.083961,[70 54] ; [188  88],[79.98 44.02] ; [178.02  97.98],0
p9,1,0.029995,4.709556,[80 40] ; [212  63],[88.70886076 31.29113924] ; [203.29113924  71.70886076],0
a5,1,0.033147,4.538163,[75 49] ; [198  80],[84.20895522 39.79104478] ; [188.79104478  89.20895522],0
p4,1,0.033617,4.514055,[50 72] ; [146 132],[59.78 62.22] ; [136.22 141.78],0
p8,1,0.042206,4.126924,[46 76] ; [133 140],[55.28607595 66.71392405] ; [123.71392405 149.28607595],0
u3,1,0.049842,3.846752,[20 34] ; [48 41],[25.67832168 28.32167832] ; [42.32167832 46.67832168],0
v1,1,0.064785,3.410439,[49 73] ; [139 138],[57.48370927 64.51629073] ; [130.51629073 146.48370927],0
p3,1,0.074061,3.190651,[41 82] ; [119 159],[49.07730673 73.92269327] ; [110.92269327 167.07730673],0
v2,1,0.113243,2.508368,[54 66] ; [146 126],[61.2244898 58.7755102] ; [138.7755102 133.2244898],0
p7,1,0.113811,2.50049,[57 66] ; [151 124],[64.28140704 58.71859296] ; [143.71859296 131.28140704],0
n5,1,0.122098,2.390196,[90 34] ; [178  97],[83.28822055 40.71177945] ; [184.71177945  90.28822055],0
s5,1,0.136321,2.219008,[26 93] ; [ 43 232],[20.84010152 98.15989848] ; [ 48.15989848 226.84010152],0
p11,1,0.138286,2.196927,[82 42] ; [204  74],[88.21890547 35.78109453] ; [197.78109453  80.21890547],0
a8,1,0.159114,1.982622,[  9 108] ; [ 31 214],[ 12.9281768 104.0718232] ; [ 27.0718232 217.9281768],0
n3,1,0.21019,1.570114,[27 19] ; [49 21],[30.13793103 15.86206897] ; [45.86206897 24.13793103],0
a4,1,0.214032,1.543941,[46 77] ; [122 155],[51.66 71.34] ; [116.34 160.66],0
p12,1,0.274657,1.193342,[  5 117] ; [  6 272],[  3.355 118.645] ; [  7.645 270.355],0
u2,1,0.295962,1.092301,[22 31] ; [45 44],[25.00704225 27.99295775] ; [41.99295775 47.00704225],0
b4,1,0.323569,0.974466,[63 61] ; [156 122],[67.55223881 56.44776119] ; [151.44776119 126.55223881],0
v3,1,0.389527,0.740417,[34 85] ; [ 90 183],[37.64285714 81.35714286] ; [ 86.35714286 186.64285714],0
p6,1,0.438012,0.601486,[32 89] ; [ 83 191],[35.2278481 85.7721519] ; [ 79.7721519 194.2278481],0
a1,1,0.449671,0.571481,[  7 117] ; [ 11 267],[  5.55223881 118.44776119] ; [ 12.44776119 265.55223881],0
n4,1,0.473363,0.514115,[83 41] ; [196  82],[86.05970149 37.94029851] ; [192.94029851  85.05970149],0
b2,1,0.486024,0.485316,[28 47] ; [ 52 107],[25.64102564 49.35897436] ; [ 54.35897436 104.64102564],0
b3,1,0.486024,0.485316,[28 47] ; [ 52 107],[25.64102564 49.35897436] ; [ 54.35897436 104.64102564],0
s4,1,0.498604,0.457906,[ 16 108] ; [ 29 245],[ 14.0201005 109.9798995] ; [ 30.9798995 243.0201005],0
s6,1,0.588219,0.293134,[47 76] ; [113 162],[49.44723618 73.55276382] ; [110.55276382 164.44723618],0
p1,1,0.648171,0.208214,[  7 117] ; [ 19 258],[  8.03990025 115.96009975] ; [ 17.96009975 259.03990025],0
n6,1,0.668893,0.182899,[95 28] ; [220  58],[96.62094763 26.37905237] ; [218.37905237  59.62094763],0
s8,1,0.673109,0.177987,[30 93] ; [ 62 214],[28.36090226 94.63909774] ; [ 63.63909774 212.36090226],0
n2,1,0.72017,0.12833,[30 18] ; [46 24],[30.91525424 17.08474576] ; [45.08474576 24.91525424],0
s2,1,0.752675,0.099297,[ 18 105] ; [ 37 238],[ 16.99748744 106.00251256] ; [ 38.00251256 236.99748744],0
n1,1,0.827797,0.047318,[16 32] ; [22 48],[15.45762712 32.54237288] ; [22.54237288 47.45762712],0
u4,1,0.925396,0.008768,[  1 123] ; [  2 276],[  0.92537313 123.07462687] ; [  2.07462687 275.92537313],0
d2,1,0.958916,0.002654,[53 69] ; [120 158],[52.765 69.235] ; [120.235 157.765],0
s7,1,0.991478,0.000114,[30 88] ; [ 67 196],[30.04199475 87.95800525] ; [ 66.95800525 196.04199475],0
