Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.49781,[11 27] ; [58 11],[24.5046729 13.4953271] ; [44.4953271 24.5046729],1
r3,1,0.000117,14.833103,[22 16] ; [62  7],[29.8317757  8.1682243] ; [54.1682243 14.8317757],1
v4,1,0.0003,13.06769,[21 17] ; [59  9],[28.67924528  9.32075472] ; [51.32075472 16.67924528],1
r2,1,0.008954,6.832032,[25 12] ; [61  8],[30.01886792  6.98113208] ; [55.98113208 13.01886792],0
d4,1,0.010062,6.623917,[21 17] ; [53 14],[26.78095238 11.21904762] ; [47.21904762 19.78095238],0
a7,1,0.012817,6.194217,[19 19] ; [51 18],[24.85981308 13.14018692] ; [45.14018692 23.85981308],0
d3,1,0.030129,4.701908,[17 20] ; [46 22],[22.2 14.8] ; [40.8 27.2],0
a1,1,0.039986,4.218496,[ 5 33] ; [ 2 67],[ 2.48598131 35.51401869] ; [ 4.51401869 64.48598131],0
u3,1,0.040844,4.182488,[ 7 13] ; [17  9],[10.43478261  9.56521739] ; [13.56521739 12.43478261],0
u2,1,0.042632,4.109916,[ 9 11] ; [20  7],[12.34042553  7.65957447] ; [16.65957447 10.34042553],0
s4,1,0.043439,4.078251,[11 27] ; [ 9 60],[ 7.10280374 30.89719626] ; [12.89719626 56.10280374],0
n5,1,0.046072,3.978968,[21 17] ; [24 44],[16.13207547 21.86792453] ; [28.86792453 39.13207547],0
d5,1,0.055146,3.677655,[21 17] ; [50 18],[25.45283019 12.54716981] ; [45.54716981 22.45283019],0
a5,1,0.057044,3.6213,[17 21] ; [44 25],[21.6635514 16.3364486] ; [39.3364486 29.6635514],0
v3,1,0.072203,3.232225,[ 4 33] ; [16 46],[ 7.47474747 29.52525253] ; [12.52525253 49.47474747],0
p8,1,0.072633,3.222496,[ 8 28] ; [27 41],[12.11538462 23.88461538] ; [22.88461538 45.11538462],0
b4,1,0.079484,3.075416,[17 21] ; [43 26],[21.30841121 16.69158879] ; [38.69158879 30.30841121],0
p1,1,0.105094,2.626481,[ 4 34] ; [ 2 66],[ 2.1509434 35.8490566] ; [ 3.8490566 64.1509434],0
p4,1,0.124059,2.365311,[11 27] ; [30 38],[14.69811321 23.30188679] ; [26.30188679 41.69811321],0
p6,1,0.124551,2.359137,[10 27] ; [10 58],[ 7.04761905 29.95238095] ; [12.95238095 55.04761905],0
v2,1,0.141847,2.157803,[ 9 28] ; [24 38],[12.33333333 24.66666667] ; [20.66666667 41.33333333],0
a3,1,0.151529,2.056791,[18 20] ; [42 26],[21.50943396 16.49056604] ; [38.49056604 29.50943396],0
u1,1,0.157333,1.99967,[ 1 37] ; [ 7 62],[ 2.8411215 35.1588785] ; [ 5.1588785 63.8411215],0
p10,1,0.174439,1.84438,[15 22] ; [37 31],[18.32380952 18.67619048] ; [33.67619048 34.32380952],0
p2,1,0.17468,1.842314,[18 19] ; [43 26],[21.29245283 15.70754717] ; [39.70754717 29.29245283],0
d2,1,0.184772,1.758819,[19 19] ; [25 43],[15.77358491 22.22641509] ; [28.22641509 39.77358491],0
d1,1,0.22246,1.488429,[13 25] ; [32 37],[15.98130841 22.01869159] ; [29.01869159 39.98130841],0
a6,1,0.22251,1.488108,[23 15] ; [49 19],[25.81132075 12.18867925] ; [46.18867925 21.81132075],0
s6,1,0.227709,1.455116,[12 26] ; [30 39],[14.91588785 23.08411215] ; [27.08411215 41.91588785],0
p3,1,0.232603,1.424872,[ 8 30] ; [22 47],[10.65420561 27.34579439] ; [19.34579439 49.65420561],0
s1,1,0.236304,1.402506,[ 1 36] ; [ 6 63],[ 2.44339623 34.55660377] ; [ 4.55660377 64.44339623],0
b2,1,0.238072,1.391975,[ 8 17] ; [ 7 30],[ 6.0483871 18.9516129] ; [ 8.9516129 28.0483871],0
b3,1,0.238072,1.391975,[ 8 17] ; [ 7 30],[ 6.0483871 18.9516129] ; [ 8.9516129 28.0483871],0
s3,1,0.253179,1.305675,[15 22] ; [36 33],[17.80188679 19.19811321] ; [33.19811321 35.80188679],0
s2,1,0.29683,1.088381,[ 9 29] ; [23 46],[11.36448598 26.63551402] ; [20.63551402 48.36448598],0
n3,1,0.300587,1.07159,[11  5] ; [12 11],[9.43589744 6.56410256] ; [13.56410256  9.43589744],0
a2,1,0.340618,0.908102,[ 4 34] ; [12 57],[ 5.68224299 32.31775701] ; [10.31775701 58.68224299],0
n1,1,0.34509,0.891429,[6 8] ; [ 7 18],[4.66666667 9.33333333] ; [ 8.33333333 16.66666667],0
p9,1,0.392378,0.731561,[18 19] ; [39 29],[20.08571429 16.91428571] ; [36.91428571 31.08571429],0
b5,1,0.427563,0.629434,[19 19] ; [40 29],[20.95327103 17.04672897] ; [38.04672897 30.95327103],0
a4,1,0.437335,0.603265,[12 26] ; [27 42],[13.85046729 24.14953271] ; [25.14953271 43.85046729],0
b1,1,0.461527,0.542189,[21 17] ; [33 36],[19.17757009 18.82242991] ; [34.82242991 34.17757009],0
n4,1,0.461527,0.542189,[17 21] ; [36 33],[18.82242991 19.17757009] ; [34.17757009 34.82242991],0
s5,1,0.539169,0.377082,[ 3 33] ; [ 8 57],[ 3.92079208 32.07920792] ; [ 7.07920792 57.92079208],0
p11,1,0.553147,0.35171,[17 21] ; [35 34],[18.46728972 19.53271028] ; [33.53271028 35.46728972],0
n2,1,0.619724,0.246256,[9 7] ; [16  9],[9.75609756 6.24390244] ; [15.24390244  9.75609756],0
p7,1,0.73304,0.116339,[17 19] ; [34 33],[17.82524272 18.17475728] ; [33.17475728 33.82524272],0
s7,1,0.791081,0.070176,[ 8 28] ; [15 46],[ 8.53608247 27.46391753] ; [14.46391753 46.53608247],0
a8,1,0.798851,0.064941,[ 3 35] ; [ 6 58],[ 3.35294118 34.64705882] ; [ 5.64705882 58.35294118],0
s8,1,0.815821,0.054253,[ 7 31] ; [14 55],[ 7.45794393 30.54205607] ; [13.54205607 55.45794393],0
p5,1,0.944138,0.00491,[ 1 36] ; [ 2 66],[ 1.05714286 35.94285714] ; [ 1.94285714 66.05714286],0
