Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,66.246369,[ 42 109] ; [209  98],[82.75327511 68.24672489] ; [168.24672489 138.75327511],1
p3,1,0.0,40.419628,[53 99] ; [205 105],[84.88311688 67.11688312] ; [173.11688312 136.88311688],1
p6,1,0.0,39.811965,[ 28 122] ; [152 156],[58.95196507 91.04803493] ; [121.04803493 186.95196507],1
p4,1,1.8e-05,18.390534,[74 78] ; [214  95],[94.95878525 57.04121475] ; [193.04121475 115.95878525],1
p2,1,1.8e-05,18.388529,[111  41] ; [276  35],[127.04967603  24.95032397] ; [259.95032397  51.04967603],1
p10,1,8.4e-05,15.460271,[111  40] ; [273  37],[125.77874187  25.22125813] ; [258.22125813  51.77874187],1
p11,1,0.000182,14.005782,[106  46] ; [264  48],[121.20689655  30.79310345] ; [248.79310345  63.20689655],1
n5,1,0.000194,13.884424,[97 54] ; [248  61],[113.25  37.75] ; [231.75  77.25],1
p5,1,0.00054,11.971792,[  6 146] ; [ 46 266],[ 17.03448276 134.96551724] ; [ 34.96551724 277.03448276],1
s7,1,0.001762,9.78195,[61 83] ; [174 125],[76.38826185 67.61173815] ; [158.61173815 140.38826185],0
s5,1,0.003604,8.473286,[ 38 103] ; [125 178],[51.76351351 89.23648649] ; [111.23648649 191.76351351],0
s8,1,0.006864,7.308105,[58 92] ; [161 148],[71.56862745 78.43137255] ; [147.43137255 161.56862745],0
r4,1,0.007905,7.054971,[136  16] ; [299  13],[142.5   9.5] ; [292.5  19.5],0
v4,1,0.009364,6.752075,[141  11] ; [303   7],[146.07792208   5.92207792] ; [297.92207792  12.07792208],0
a8,1,0.00956,6.715063,[ 11 123] ; [ 50 230],[ 19.74396135 114.25603865] ; [ 41.25603865 238.74396135],0
p9,1,0.010118,6.613937,[121  29] ; [278  33],[129.82646421  20.17353579] ; [269.17353579  41.82646421],0
n6,1,0.014003,6.037784,[123  29] ; [274  33],[131.46840959  20.53159041] ; [265.53159041  41.46840959],0
n4,1,0.014443,5.983121,[109  43] ; [254  57],[119.17062635  32.82937365] ; [243.82937365  67.17062635],0
v1,1,0.030657,4.67205,[84 63] ; [208 100],[94.33846154 52.66153846] ; [197.66153846 110.33846154],0
a3,1,0.048866,3.879964,[106  46] ; [243  68],[114.57451404  37.42548596] ; [234.42548596  76.57451404],0
v3,1,0.058624,3.5759,[74 74] ; [180 123],[83.35254989 64.64745011] ; [170.64745011 132.35254989],0
a2,1,0.060481,3.524148,[ 31 121] ; [ 89 223],[ 39.31034483 112.68965517] ; [ 80.68965517 231.31034483],0
s3,1,0.081027,3.044173,[75 75] ; [180 127],[83.69803063 66.30196937] ; [171.30196937 135.69803063],0
n2,1,0.141357,2.163123,[29 12] ; [41  8],[31.88888889  9.11111111] ; [38.11111111 10.88888889],0
d3,1,0.142101,2.155064,[103  49] ; [231  80],[109.65010799  42.34989201] ; [224.34989201  86.65010799],0
b5,1,0.161833,1.957015,[98 54] ; [180 132],[91.06896552 60.93103448] ; [186.93103448 125.06896552],0
s1,1,0.164706,1.930482,[  1 149] ; [  8 302],[  2.93478261 147.06521739] ; [  6.06521739 303.93478261],0
a6,1,0.175946,1.83154,[100  52] ; [223  87],[106.26839827  45.73160173] ; [216.73160173  93.26839827],0
n3,1,0.206014,1.599217,[30 11] ; [42  8],[32.43956044  8.56043956] ; [39.56043956 10.43956044],0
r3,1,0.237902,1.392984,[146   5] ; [306   5],[147.73160173   3.26839827] ; [304.26839827   6.73160173],0
u1,1,0.238165,1.391425,[ 26 126] ; [ 68 244],[ 30.79310345 121.20689655] ; [ 63.20689655 248.79310345],0
u2,1,0.252947,1.306953,[27 19] ; [32 35],[24.01769912 21.98230088] ; [34.98230088 32.01769912],0
s2,1,0.267129,1.231432,[73 76] ; [169 141],[78.5577342 70.4422658] ; [163.4422658 146.5577342],0
s6,1,0.309723,1.031857,[96 53] ; [211  94],[100.75550661  48.24449339] ; [206.24449339  98.75550661],0
p1,1,0.317814,0.99792,[ 10 142] ; [ 29 282],[ 12.80345572 139.19654428] ; [ 26.19654428 284.80345572],0
u3,1,0.357803,0.845588,[28 18] ; [36 33],[25.6 20.4] ; [38.4 30.6],0
b1,1,0.398497,0.712856,[ 49 103] ; [113 199],[53.06896552 98.93103448] ; [108.93103448 203.06896552],0
a7,1,0.403937,0.696576,[118  33] ; [232  79],[114.39393939  36.60606061] ; [235.60606061  75.39393939],0
a1,1,0.435691,0.607606,[  7 145] ; [ 20 292],[  8.84482759 143.15517241] ; [ 18.15517241 293.84482759],0
p12,1,0.513362,0.427208,[ 16 135] ; [ 27 283],[ 14.0845987 136.9154013] ; [ 28.9154013 281.0845987],0
b2,1,0.519404,0.415076,[36 50] ; [ 76 125],[33.56097561 52.43902439] ; [ 78.43902439 122.56097561],0
b3,1,0.519404,0.415076,[36 50] ; [ 76 125],[33.56097561 52.43902439] ; [ 78.43902439 122.56097561],0
n1,1,0.57706,0.311011,[16 25] ; [16 32],[14.74157303 26.25842697] ; [17.25842697 30.74157303],0
d1,1,0.58865,0.292457,[95 57] ; [203 109],[97.62068966 54.37931034] ; [200.37931034 111.62068966],0
r1,1,0.616547,0.250751,[128  23] ; [269  42],[129.75541126  21.24458874] ; [267.24458874  43.75541126],0
d5,1,0.642295,0.215753,[127  25] ; [265  46],[128.69114471  23.30885529] ; [263.30885529  47.69114471],0
a5,1,0.645797,0.211241,[118  34] ; [248  64],[119.89655172  32.10344828] ; [246.10344828  65.89655172],0
a4,1,0.651935,0.20347,[67 85] ; [144 167],[69.2699784 82.7300216] ; [141.7300216 169.2699784],0
u4,1,0.796539,0.066476,[  4 148] ; [  7 305],[  3.60344828 148.39655172] ; [  7.39655172 304.60344828],0
d2,1,0.878916,0.023209,[77 73] ; [162 149],[77.76572668 72.23427332] ; [161.23427332 149.76572668],0
s4,1,0.881558,0.022199,[ 22 128] ; [ 44 267],[ 21.47505423 128.52494577] ; [ 44.52494577 266.47505423],0
b4,1,0.936149,0.006418,[91 61] ; [188 124],[91.39655172 60.60344828] ; [187.60344828 124.39655172],0
d4,1,0.977139,0.000821,[129  22] ; [266  45],[129.1017316  21.8982684] ; [265.8982684  45.1017316],0
