Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,125.703203,[  2 101] ; [225 122],[51.95777778 51.04222222] ; [175.04222222 171.95777778],1
d4,1,0.0,100.772327,[40 63] ; [301  45],[78.22494432 24.77505568] ; [262.77505568  83.22494432],1
d3,1,0.0,53.189959,[36 67] ; [256  90],[66.9844098 36.0155902] ; [225.0155902 120.9844098],1
a5,1,0.0,30.715096,[47 56] ; [259  88],[70.04 32.96] ; [235.96 111.04],1
d2,1,0.0,26.05972,[21 82] ; [168 177],[43.453125 59.546875] ; [145.546875 199.453125],1
a4,1,1.1e-05,19.292495,[21 80] ; [156 190],[39.99328859 61.00671141] ; [137.00671141 208.99328859],1
a3,1,1.5e-05,18.769398,[48 53] ; [245 101],[66.20357942 34.79642058] ; [226.79642058 119.20357942],1
a7,1,6.6e-05,15.910446,[56 47] ; [259  87],[72.26057906 30.73942094] ; [242.73942094 103.26057906],1
a2,1,0.00043,12.397286,[ 7 96] ; [ 77 270],[19.22666667 83.77333333] ; [ 64.77333333 282.22666667],1
u1,1,0.00102,10.790651,[  3 100] ; [ 52 295],[12.58888889 90.41111111] ; [ 42.41111111 304.58888889],0
p10,1,0.002129,9.434819,[62 38] ; [263  77],[73.86363636 26.13636364] ; [251.13636364  88.86363636],0
p4,1,0.004583,8.03686,[39 61] ; [189 154],[51.46726862 48.53273138] ; [176.53273138 166.46726862],0
p2,1,0.011541,6.380092,[74 29] ; [285  58],[82.90807175 20.09192825] ; [276.09192825  66.90807175],0
a6,1,0.015822,5.822535,[61 42] ; [249  98],[70.95555556 32.04444444] ; [239.04444444 107.95555556],0
n4,1,0.016552,5.743257,[64 38] ; [259  87],[73.54017857 28.45982143] ; [249.45982143  96.54017857],0
r1,1,0.01886,5.514428,[70 33] ; [273  72],[78.859375 24.140625] ; [264.140625  80.859375],0
v2,1,0.019616,5.445729,[41 57] ; [185 150],[51.15011547 46.84988453] ; [174.84988453 160.15011547],0
s3,1,0.051103,3.804902,[30 70] ; [ 71 272],[22.79909707 77.20090293] ; [ 78.20090293 264.79909707],0
n5,1,0.052598,3.756649,[62 39] ; [246  98],[69.90561798 31.09438202] ; [238.09438202 105.90561798],0
v1,1,0.059429,3.553245,[39 61] ; [169 171],[47.27272727 52.72727273] ; [160.72727273 179.27272727],0
r4,1,0.067704,3.337838,[84 19] ; [307  40],[89.49555556 13.50444444] ; [301.50444444  45.49555556],0
u3,1,0.080965,3.045433,[23 32] ; [57 44],[28.20512821 26.79487179] ; [51.79487179 49.20512821],0
p3,1,0.09859,2.7282,[39 64] ; [162 182],[46.31543624 56.68456376] ; [154.68456376 189.31543624],0
n2,1,0.100623,2.695646,[25  6] ; [57 31],[21.36134454  9.63865546] ; [60.63865546 27.36134454],0
b1,1,0.115551,2.476611,[45 58] ; [122 225],[38.22444444 64.77555556] ; [128.77555556 218.22444444],0
p9,1,0.131095,2.279485,[73 27] ; [273  68],[78.45804989 21.54195011] ; [267.54195011  73.45804989],0
p7,1,0.134728,2.237162,[53 47] ; [208 131],[59.45330296 40.54669704] ; [201.54669704 137.45330296],0
p12,1,0.135864,2.224189,[ 7 94] ; [ 12 330],[ 4.33182844 96.66817156] ; [ 14.66817156 327.33182844],0
p1,1,0.144643,2.127851,[11 92] ; [ 22 322],[ 7.60402685 95.39597315] ; [ 25.39597315 318.60402685],0
p8,1,0.152657,2.045502,[45 56] ; [178 160],[51.30523918 49.69476082] ; [171.69476082 166.30523918],0
r3,1,0.177159,1.8213,[92 11] ; [322  23],[95.18303571  7.81696429] ; [318.81696429  26.18303571],0
v3,1,0.197993,1.657117,[30 70] ; [124 211],[35.40229885 64.59770115] ; [118.59770115 216.40229885],0
b5,1,0.221938,1.491793,[56 47] ; [212 135],[61.34222222 41.65777778] ; [206.65777778 140.34222222],0
p6,1,0.2914,1.113141,[25 76] ; [102 236],[29.21867882 71.78132118] ; [ 97.78132118 240.21867882],0
r2,1,0.31102,1.026339,[93 10] ; [319  23],[95.36179775  7.63820225] ; [316.63820225  25.36179775],0
s6,1,0.345871,0.888549,[41 59] ; [158 183],[45.12471655 54.87528345] ; [153.87528345 187.12471655],0
s4,1,0.413163,0.669681,[12 90] ; [ 31 312],[ 9.85617978 92.14382022] ; [ 33.14382022 309.85617978],0
a8,1,0.431622,0.618456,[ 8 89] ; [ 34 274],[10.05925926 86.94074074] ; [ 31.94074074 276.05925926],0
s8,1,0.477414,0.504764,[22 80] ; [ 86 258],[24.69955157 77.30044843] ; [ 83.30044843 260.69955157],0
s5,1,0.538666,0.378019,[16 84] ; [ 63 274],[18.0778032 81.9221968] ; [ 60.9221968 276.0778032],0
n3,1,0.552461,0.352927,[22  7] ; [61 26],[20.75  8.25] ; [62.25 24.75],0
s1,1,0.580028,0.306189,[ 3 98] ; [  7 336],[ 2.27477477 98.72522523] ; [  7.72522523 335.27477477],0
u2,1,0.584809,0.298524,[28 26] ; [57 44],[29.61290323 24.38709677] ; [55.38709677 45.61290323],0
u4,1,0.66571,0.186662,[  1 102] ; [  2 345],[  0.68666667 102.31333333] ; [  2.31333333 344.68666667],0
p5,1,0.67751,0.172942,[11 92] ; [ 32 312],[ 9.9082774 93.0917226] ; [ 33.0917226 310.9082774],0
n6,1,0.716796,0.131583,[82 21] ; [281  65],[83.27171492 19.72828508] ; [279.72828508  66.27171492],0
s7,1,0.770423,0.08516,[24 73] ; [ 86 242],[25.10588235 71.89411765] ; [ 84.89411765 243.10588235],0
a1,1,0.837827,0.041891,[ 4 99] ; [ 12 335],[ 3.66222222 99.33777778] ; [ 12.33777778 334.66222222],0
b2,1,0.849622,0.035948,[20 37] ; [ 74 129],[20.60769231 36.39230769] ; [ 73.39230769 129.60769231],0
b3,1,0.849622,0.035948,[20 37] ; [ 74 129],[20.60769231 36.39230769] ; [ 73.39230769 129.60769231],0
b4,1,0.952865,0.003494,[60 43] ; [201 146],[59.74 43.26] ; [201.26 145.74],0
p11,1,0.958486,0.00271,[79 24] ; [267  80],[79.19555556 23.80444444] ; [266.80444444  80.19555556],0
n1,1,1.0,0.0,[10 20] ; [29 58],[10. 20.] ; [29. 58.],0
