Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,63.357527,[ 57 110] ; [112  29],[91.63311688 75.36688312] ; [77.36688312 63.63311688],1
p7,1,0.0,46.230145,[ 66 100] ; [109  30],[95.24590164 70.75409836] ; [79.75409836 59.24590164],1
p6,1,0.0,28.115681,[ 32 134] ; [66 72],[ 53.51315789 112.48684211] ; [44.48684211 93.51315789],1
v1,1,1e-06,24.692575,[ 63 102] ; [94 47],[84.65686275 80.34313725] ; [72.34313725 68.65686275],1
p8,1,2e-06,22.771177,[ 63 100] ; [92 47],[83.6589404 79.3410596] ; [71.3410596 67.6589404],1
p9,1,0.00081,11.218247,[117  47] ; [122  18],[128.93421053  35.06578947] ; [110.06578947  29.93421053],1
p2,1,0.001085,10.677152,[121  47] ; [123  18],[132.66019417  35.33980583] ; [111.33980583  29.66019417],0
p10,1,0.001113,10.629532,[114  51] ; [119  21],[126.04918033  38.95081967] ; [106.95081967  33.04918033],0
p5,1,0.00143,10.166369,[  8 159] ; [ 22 119],[ 16.26623377 150.73376623] ; [ 13.73376623 127.26623377],0
v4,1,0.001771,9.773363,[149  19] ; [138   3],[156.03883495  11.96116505] ; [130.96116505  10.03883495],0
n5,1,0.003004,8.805236,[98 69] ; [104  35],[110.24183007  56.75816993] ; [91.75816993 47.24183007],0
s7,1,0.004956,7.895465,[ 34 129] ; [45 81],[ 44.55709343 118.44290657] ; [34.44290657 91.55709343],0
v2,1,0.005205,7.806698,[76 85] ; [88 51],[88.01333333 72.98666667] ; [75.98666667 63.01333333],0
n4,1,0.01017,6.60482,[110  58] ; [111  30],[120.15533981  47.84466019] ; [100.84466019  40.15533981],0
s5,1,0.014209,6.011966,[ 24 140] ; [ 36 103],[ 32.47524752 131.52475248] ; [ 27.52475248 111.47524752],0
r4,1,0.016946,5.701968,[138  30] ; [129  12],[145.16504854  22.83495146] ; [121.83495146  19.16504854],0
v3,1,0.020563,5.363445,[ 48 114] ; [59 80],[ 57.58803987 104.41196013] ; [49.41196013 89.58803987],0
r2,1,0.021672,5.271919,[146  21] ; [133   7],[151.76872964  15.23127036] ; [127.23127036  12.76872964],0
p12,1,0.050016,3.840932,[  4 162] ; [ 10 131],[  7.57003257 158.42996743] ; [  6.42996743 134.57003257],0
s6,1,0.066723,3.361849,[ 64 101] ; [68 70],[71.88118812 93.11881188] ; [60.11881188 77.88118812],0
b5,1,0.070145,3.279627,[120  48] ; [87 54],[112.54368932  55.45631068] ; [94.45631068 46.54368932],0
s8,1,0.075375,3.161908,[ 34 134] ; [40 98],[ 40.62745098 127.37254902] ; [ 33.37254902 104.62745098],0
n2,1,0.076541,3.136863,[31 21] ; [20  5],[34.44155844 17.55844156] ; [16.55844156  8.44155844],0
n6,1,0.07769,3.11258,[128  40] ; [118  22],[134.18181818  33.81818182] ; [111.81818182  28.18181818],0
u1,1,0.077976,3.106586,[ 24 144] ; [ 31 110],[ 29.90291262 138.09708738] ; [ 25.09708738 115.90291262],0
a4,1,0.081298,3.038757,[ 65 103] ; [68 72],[72.54545455 95.45454545] ; [60.45454545 79.54545455],0
s4,1,0.093291,2.816644,[ 22 144] ; [ 10 127],[ 17.53135314 148.46864686] ; [ 14.46864686 122.53135314],0
r1,1,0.10721,2.594872,[122  45] ; [114  27],[127.96103896  39.03896104] ; [108.03896104  32.96103896],0
p11,1,0.113284,2.507805,[119  49] ; [111  30],[125.04854369  42.95145631] ; [104.95145631  36.04854369],0
a2,1,0.119189,2.427944,[ 37 131] ; [42 99],[ 42.95145631 125.04854369] ; [ 36.04854369 104.95145631],0
b2,1,0.132951,2.257703,[29 67] ; [34 49],[33.7877095 62.2122905] ; [29.2122905 53.7877095],0
b3,1,0.132951,2.257703,[29 67] ; [34 49],[33.7877095 62.2122905] ; [29.2122905 53.7877095],0
b1,1,0.142134,2.154707,[ 51 117] ; [54 87],[ 57.08737864 110.91262136] ; [47.91262136 93.08737864],0
n3,1,0.142341,2.15247,[33 19] ; [20  5],[35.79220779 16.20779221] ; [17.20779221  7.79220779],0
a5,1,0.266319,1.235607,[118  50] ; [107  34],[122.33009709  45.66990291] ; [102.66990291  38.33009709],0
s2,1,0.274815,1.192556,[ 19 147] ; [ 22 118],[ 22.24183007 143.75816993] ; [ 18.75816993 121.24183007],0
p1,1,0.390405,0.737682,[ 11 156] ; [ 13 128],[ 13.01298701 153.98701299] ; [ 10.98701299 130.01298701],0
s1,1,0.401707,0.703211,[  3 163] ; [  1 139],[  2.16993464 163.83006536] ; [  1.83006536 138.16993464],0
b4,1,0.4563,0.554955,[100  68] ; [78 63],[96.77669903 71.22330097] ; [81.22330097 59.77669903],0
u2,1,0.458778,0.548875,[31 24] ; [21 22],[29.18367347 25.81632653] ; [22.81632653 20.18367347],0
r3,1,0.464063,0.536076,[154  13] ; [133   8],[155.61363636  11.38636364] ; [131.38636364   9.61363636],0
a6,1,0.515013,0.423869,[127  41] ; [111  30],[129.39805825  38.60194175] ; [108.60194175  32.39805825],0
a1,1,0.539219,0.376988,[  7 161] ; [  8 133],[  8.15533981 159.84466019] ; [  6.84466019 134.15533981],0
d1,1,0.563189,0.334213,[91 77] ; [81 60],[93.51456311 74.48543689] ; [78.48543689 62.51456311],0
d5,1,0.597791,0.27834,[138  30] ; [119  22],[139.72815534  28.27184466] ; [117.27184466  23.72815534],0
d3,1,0.643926,0.213644,[127  40] ; [104  37],[125.25  41.75] ; [105.75  35.25],0
a8,1,0.740921,0.109319,[ 20 138] ; [16 98],[ 20.91176471 137.08823529] ; [15.08823529 98.91176471],0
a3,1,0.760905,0.092594,[113  54] ; [97 43],[114.23452769  52.76547231] ; [95.76547231 44.23452769],0
d4,1,0.770587,0.085035,[138  30] ; [114  27],[137.00970874  30.99029126] ; [114.99029126  26.00970874],0
d2,1,0.777389,0.079932,[70 98] ; [61 80],[71.22330097 96.77669903] ; [59.77669903 81.22330097],0
n1,1,0.8175,0.053251,[15 36] ; [ 8 17],[15.43421053 35.56578947] ; [ 7.56578947 17.43421053],0
u3,1,0.900299,0.015696,[30 25] ; [24 19],[30.30612245 24.69387755] ; [23.69387755 19.30612245],0
