Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.867464,[39  7] ; [ 7 25],[27.12820513 18.87179487] ; [18.87179487 13.12820513],1
r3,1,7e-06,20.184313,[44  3] ; [17 17],[35.39506173 11.60493827] ; [25.60493827  8.39506173],1
p9,1,3.7e-05,17.02005,[41  6] ; [14 18],[32.72151899 14.27848101] ; [22.27848101  9.72151899],1
v4,1,4.7e-05,16.57289,[44  2] ; [20 14],[36.8  9.2] ; [27.2  6.8],1
p8,1,0.000181,14.015625,[23 23] ; [ 3 29],[15.33333333 30.66666667] ; [10.66666667 21.33333333],1
p4,1,0.000329,12.897086,[26 20] ; [ 6 29],[18.17283951 27.82716049] ; [13.82716049 21.17283951],1
p7,1,0.001418,10.181818,[32 12] ; [12 21],[25.14285714 18.85714286] ; [18.85714286 14.14285714],0
p2,1,0.001425,10.172684,[36  9] ; [16 19],[29.25 15.75] ; [22.75 12.25],0
s8,1,0.00384,8.358048,[19 28] ; [ 4 31],[13.18292683 33.81707317] ; [ 9.81707317 25.18292683],0
s6,1,0.006674,7.358637,[29 18] ; [11 24],[22.92682927 24.07317073] ; [17.07317073 17.92682927],0
v2,1,0.007495,7.150428,[26 18] ; [ 9 23],[20.26315789 23.73684211] ; [14.73684211 17.26315789],0
r4,1,0.007909,7.054047,[35 12] ; [16 19],[29.23170732 17.76829268] ; [21.76829268 13.23170732],0
u2,1,0.014196,6.013636,[12  3] ; [4 8],[8.88888889 6.11111111] ; [7.11111111 4.88888889],0
p6,1,0.026904,4.89693,[15 29] ; [ 4 29],[10.85714286 33.14285714] ; [ 8.14285714 24.85714286],0
p3,1,0.058172,3.588751,[15 31] ; [ 5 30],[11.35802469 34.64197531] ; [ 8.64197531 26.35802469],0
u3,1,0.068964,3.3075,[9 6] ; [3 9],[6.66666667 8.33333333] ; [5.33333333 6.66666667],0
a2,1,0.072724,3.220434,[ 5 42] ; [ 9 26],[ 8.02439024 38.97560976] ; [ 5.97560976 29.02439024],0
d5,1,0.079914,3.066646,[35 12] ; [19 15],[31.33333333 15.66666667] ; [22.66666667 11.33333333],0
d4,1,0.089026,2.891898,[33 14] ; [17 16],[29.375 17.625] ; [20.625 12.375],0
r1,1,0.126171,2.338994,[32 15] ; [18 17],[28.65853659 18.34146341] ; [21.34146341 13.65853659],0
s3,1,0.127713,2.320086,[27 18] ; [15 20],[23.625 21.375] ; [18.375 16.625],0
d2,1,0.149161,2.080815,[16 31] ; [17 17],[19.14814815 27.85185185] ; [13.85185185 20.14814815],0
v1,1,0.161132,1.963567,[22 22] ; [12 23],[18.93670886 25.06329114] ; [15.06329114 19.93670886],0
b5,1,0.167063,1.909104,[30 17] ; [17 18],[26.93902439 20.06097561] ; [20.06097561 14.93902439],0
s2,1,0.168746,1.894045,[20 26] ; [10 25],[17.03703704 28.96296296] ; [12.96296296 22.03703704],0
p1,1,0.180298,1.795168,[ 1 46] ; [ 3 32],[ 2.29268293 44.70731707] ; [ 1.70731707 33.29268293],0
a4,1,0.20244,1.62468,[15 32] ; [16 19],[17.76829268 29.23170732] ; [13.23170732 21.76829268],0
n3,1,0.292953,1.106,[10  4] ; [9 8],[8.58064516 5.41935484] ; [10.41935484  6.58064516],0
a7,1,0.308916,1.035305,[32 15] ; [20 15],[29.80487805 17.19512195] ; [22.19512195 12.80487805],0
b3,1,0.332917,0.937519,[ 6 21] ; [ 7 13],[ 7.46808511 19.53191489] ; [ 5.53191489 14.46808511],0
b2,1,0.332917,0.937519,[ 6 21] ; [ 7 13],[ 7.46808511 19.53191489] ; [ 5.53191489 14.46808511],0
s1,1,0.411064,0.675722,[ 1 43] ; [ 2 32],[ 1.69230769 42.30769231] ; [ 1.30769231 32.69230769],0
a8,1,0.425048,0.636315,[ 7 36] ; [ 8 26],[ 8.37662338 34.62337662] ; [ 6.62337662 27.37662338],0
d1,1,0.447789,0.576243,[20 27] ; [12 23],[18.34146341 28.65853659] ; [13.65853659 21.34146341],0
s7,1,0.566672,0.328283,[15 30] ; [ 9 24],[13.84615385 31.15384615] ; [10.15384615 22.84615385],0
s4,1,0.648836,0.20737,[ 7 40] ; [ 4 31],[ 6.30487805 40.69512195] ; [ 4.69512195 30.30487805],0
b1,1,0.671661,0.179665,[26 21] ; [21 14],[26.93902439 20.06097561] ; [20.06097561 14.93902439],0
n4,1,0.684686,0.164899,[33 14] ; [26  9],[33.81707317 13.18292683] ; [25.18292683  9.81707317],0
u1,1,0.706623,0.141673,[ 3 44] ; [ 3 32],[ 3.43902439 43.56097561] ; [ 2.56097561 32.43902439],0
a6,1,0.809799,0.05793,[32 15] ; [24 10],[32.49382716 14.50617284] ; [23.50617284 10.49382716],0
a5,1,0.82504,0.048871,[28 19] ; [20 15],[27.51219512 19.48780488] ; [20.48780488 14.51219512],0
r2,1,0.848594,0.036448,[38  7] ; [29  6],[37.6875  7.3125] ; [29.3125  5.6875],0
v3,1,0.893707,0.017853,[11 32] ; [ 8 25],[10.75 32.25] ; [ 8.25 24.75],0
d3,1,0.904824,0.014297,[25 22] ; [18 15],[25.2625 21.7375] ; [17.7375 15.2625],0
p5,1,0.953239,0.003439,[ 3 44] ; [ 2 31],[ 2.9375 44.0625] ; [ 2.0625 30.9375],0
a3,1,0.966757,0.001737,[32 15] ; [23 11],[31.91358025 15.08641975] ; [23.08641975 10.91358025],0
b4,1,0.973927,0.001068,[24 23] ; [18 17],[24.07317073 22.92682927] ; [17.92682927 17.07317073],0
s5,1,0.976257,0.000886,[ 8 38] ; [ 6 28],[ 8.05 37.95] ; [ 5.95 28.05],0
n1,1,1.0,0.0,[6 6] ; [9 9],[6. 6.] ; [9. 9.],0
