Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.4e-05,17.873585,[35 10] ; [49 71],[22.90909091 22.09090909] ; [61.09090909 58.90909091],1
b1,1,0.011314,6.415299,[ 7 39] ; [44 81],[13.71929825 32.28070175] ; [37.28070175 87.71929825],0
p12,1,0.014992,5.917459,[ 6 40] ; [  4 121],[ 2.69005848 43.30994152] ; [  7.30994152 117.69005848],0
v1,1,0.015673,5.839228,[25 21] ; [41 80],[18.17964072 27.82035928] ; [47.82035928 73.17964072],0
p5,1,0.032555,4.569012,[ 6 40] ; [  5 120],[ 2.95906433 43.04093567] ; [  8.04093567 116.95906433],0
u2,1,0.04818,3.903711,[11  2] ; [25 21],[7.93220339 5.06779661] ; [28.06779661 17.93220339],0
s8,1,0.063142,3.452868,[23 23] ; [43 82],[17.75438596 28.24561404] ; [48.24561404 76.75438596],0
d1,1,0.069295,3.299636,[30 16] ; [62 63],[24.74853801 21.25146199] ; [67.25146199 57.74853801],0
n1,1,0.103229,2.654928,[ 1 14] ; [ 9 24],[ 3.125 11.875] ; [ 6.875 26.125],0
a6,1,0.112432,2.519698,[34 12] ; [76 49],[29.59064327 16.40935673] ; [80.40935673 44.59064327],0
a5,1,0.112914,2.512957,[35 11] ; [79 46],[30.66666667 15.33333333] ; [83.33333333 41.66666667],0
b4,1,0.130414,2.287569,[32 14] ; [71 54],[27.70760234 18.29239766] ; [75.29239766 49.70760234],0
r4,1,0.183466,1.769323,[42  4] ; [104  21],[39.2748538  6.7251462] ; [106.7251462  18.2748538],0
p8,1,0.187992,1.733286,[24 21] ; [52 72],[20.23668639 24.76331361] ; [55.76331361 68.23668639],0
s3,1,0.189197,1.72386,[19 26] ; [66 57],[22.76785714 22.23214286] ; [62.23214286 60.76785714],0
s1,1,0.193959,1.68729,[ 3 43] ; [  3 122],[ 1.61403509 44.38596491] ; [  4.38596491 120.61403509],0
p4,1,0.208328,1.583008,[16 29] ; [58 67],[19.58823529 25.41176471] ; [54.41176471 70.58823529],0
