Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,107.560588,[81 24] ; [ 68 250],[36.9858156 68.0141844] ; [112.0141844 205.9858156],1
s6,1,0.0,42.070331,[69 34] ; [100 222],[40.95764706 62.04235294] ; [128.04235294 193.95764706],1
s7,1,1e-05,19.515959,[37 66] ; [ 47 256],[21.31034483 81.68965517] ; [ 62.68965517 240.31034483],1
a8,1,0.003681,8.434625,[18 81] ; [ 23 270],[10.35459184 88.64540816] ; [ 30.64540816 262.35459184],0
s4,1,0.00398,8.292874,[20 83] ; [ 29 293],[11.87529412 91.12470588] ; [ 37.12470588 284.87529412],0
u1,1,0.009785,6.673548,[19 86] ; [ 29 295],[11.74825175 93.25174825] ; [ 36.25174825 287.74825175],0
s1,1,0.013878,6.053538,[ 8 94] ; [  8 312],[ 3.86729858 98.13270142] ; [ 12.13270142 307.86729858],0
r1,1,0.014928,5.92497,[83 22] ; [214 108],[73.03278689 31.96721311] ; [223.96721311  98.03278689],0
r3,1,0.021077,5.320402,[98  6] ; [276  46],[91.30516432 12.69483568] ; [282.69483568  39.30516432],0
a7,1,0.02388,5.103305,[84 20] ; [224  99],[75.01639344 28.98360656] ; [232.98360656  90.01639344],0
p10,1,0.03152,4.624428,[78 26] ; [202 116],[69.00473934 34.99526066] ; [210.99526066 107.00473934],0
p7,1,0.057878,3.597168,[62 40] ; [158 158],[53.68421053 48.31578947] ; [166.31578947 149.68421053],0
d4,1,0.062101,3.48037,[84 20] ; [231  92],[76.72131148 27.27868852] ; [238.27868852  84.72131148],0
b1,1,0.101456,2.682511,[50 55] ; [125 199],[42.83216783 62.16783217] ; [132.16783217 191.83216783],0
r4,1,0.109346,2.563651,[87 18] ; [244  80],[81.01398601 23.98601399] ; [249.98601399  74.01398601],0
p12,1,0.167004,1.909636,[  5 100] ; [  7 313],[  2.96470588 102.03529412] ; [  9.03529412 310.96470588],0
d1,1,0.173308,1.854096,[55 50] ; [145 179],[48.95104895 56.04895105] ; [151.04895105 172.95104895],0
p4,1,0.197375,1.66169,[53 52] ; [138 181],[47.2995283 57.7004717] ; [143.7004717 175.2995283],0
d3,1,0.238926,1.386918,[71 32] ; [202 121],[66.00704225 36.99295775] ; [206.99295775 116.00704225],0
u2,1,0.240145,1.379744,[21 15] ; [60 67],[17.88957055 18.11042945] ; [63.11042945 63.88957055],0
a1,1,0.262214,1.257029,[ 7 98] ; [ 13 311],[  4.8951049 100.1048951] ; [ 15.1048951 308.8951049],0
b2,1,0.276448,1.184469,[13 39] ; [ 58 118],[16.19298246 35.80701754] ; [ 54.80701754 121.19298246],0
b3,1,0.276448,1.184469,[13 39] ; [ 58 118],[16.19298246 35.80701754] ; [ 54.80701754 121.19298246],0
d2,1,0.291131,1.114383,[44 60] ; [118 205],[39.45667447 64.54332553] ; [122.54332553 200.45667447],0
n5,1,0.324875,0.96922,[74 30] ; [211 109],[69.90566038 34.09433962] ; [215.09433962 104.90566038],0
b5,1,0.404498,0.694914,[62 43] ; [206 118],[65.59440559 39.40559441] ; [202.40559441 121.59440559],0
v3,1,0.407907,0.684892,[34 66] ; [ 93 221],[30.6763285 69.3236715] ; [ 96.3236715 217.6763285],0
p6,1,0.431423,0.61899,[26 77] ; [ 68 248],[23.10739857 79.89260143] ; [ 70.89260143 245.10739857],0
n2,1,0.472244,0.51672,[19  8] ; [61 36],[17.41935484  9.58064516] ; [62.58064516 34.41935484],0
p2,1,0.495383,0.464814,[80 25] ; [233  87],[77.32941176 27.67058824] ; [235.67058824  84.32941176],0
a3,1,0.497491,0.460284,[68 37] ; [196 125],[65.07042254 39.92957746] ; [198.92957746 122.07042254],0
p9,1,0.514113,0.425687,[76 28] ; [221  96],[73.36817102 30.63182898] ; [223.63182898  93.36817102],0
