Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,61.281857,[147   6] ; [10 14],[135.71186441  17.28813559] ; [21.28813559  2.71186441],1
r1,1,0.0,42.216486,[122  31] ; [ 4 21],[108.30337079  44.69662921] ; [17.69662921  7.30337079],1
v4,1,0.0,34.788304,[149   3] ; [16  8],[142.5   9.5] ; [22.5  1.5],1
a6,1,0.000448,12.321951,[99 53] ; [ 7 18],[91.02824859 60.97175141] ; [14.97175141 10.02824859],1
d3,1,0.003321,8.621984,[72 80] ; [ 4 21],[65.26553672 86.73446328] ; [10.73446328 14.26553672],0
a5,1,0.004565,8.044081,[83 69] ; [ 6 19],[76.42937853 75.57062147] ; [12.57062147 12.42937853],0
u3,1,0.006203,7.490351,[44 31] ; [ 3 12],[39.16666667 35.83333333] ; [7.83333333 7.16666667],0
s5,1,0.009774,6.675596,[ 42 103] ; [ 1 23],[ 36.89349112 108.10650888] ; [ 6.10650888 17.89349112],0
s3,1,0.009785,6.673615,[89 60] ; [ 8 17],[83.06321839 65.93678161] ; [13.93678161 11.06321839],0
v3,1,0.013113,6.153809,[56 94] ; [ 3 22],[50.57142857 99.42857143] ; [ 8.42857143 16.57142857],0
a7,1,0.020067,5.406083,[98 54] ; [10 15],[92.74576271 59.25423729] ; [15.25423729  9.74576271],0
s6,1,0.02261,5.198215,[90 59] ; [ 9 16],[84.77586207 64.22413793] ; [14.22413793 10.77586207],0
p3,1,0.038822,4.268652,[63 88] ; [ 5 20],[58.34090909 92.65909091] ; [ 9.65909091 15.34090909],0
u2,1,0.047822,3.916223,[43 32] ; [ 4 10],[39.60674157 35.39325843] ; [7.39325843 6.60674157],0
p11,1,0.066202,3.37477,[123  30] ; [16  9],[119.47752809  33.52247191] ; [19.52247191  5.47752809],0
s1,1,0.09798,2.738121,[  6 142] ; [ 3 22],[  7.69942197 140.30057803] ; [ 1.30057803 23.69942197],0
n6,1,0.107253,2.594231,[124  29] ; [16  8],[121.01694915  31.98305085] ; [18.98305085  5.01694915],0
s7,1,0.107807,2.58608,[61 83] ; [ 6 18],[57.42857143 86.57142857] ; [ 9.57142857 14.42857143],0
b1,1,0.114407,2.492261,[60 93] ; [14 11],[63.60674157 89.39325843] ; [10.39325843 14.60674157],0
p4,1,0.122529,2.384695,[72 76] ; [ 8 17],[68.43930636 79.56069364] ; [11.56069364 13.43930636],0
n4,1,0.142347,2.152405,[102  50] ; [13 12],[98.75706215 53.24293785] ; [16.24293785  8.75706215],0
p6,1,0.158796,1.985659,[51 98] ; [ 5 20],[ 47.95402299 101.04597701] ; [ 8.04597701 16.95402299],0
v2,1,0.163793,1.938858,[71 75] ; [ 8 16],[67.84705882 78.15294118] ; [11.15294118 12.84705882],0
p5,1,0.18367,1.767677,[ 20 130] ; [ 1 24],[ 18. 132.] ; [ 3. 22.],0
p1,1,0.186557,1.744599,[ 20 131] ; [ 1 24],[ 18.01704545 132.98295455] ; [ 2.98295455 22.01704545],0
p9,1,0.207439,1.589209,[119  31] ; [17  8],[116.57142857  33.42857143] ; [19.42857143  5.57142857],0
s2,1,0.225718,1.467644,[67 82] ; [ 8 17],[64.22413793 84.77586207] ; [10.77586207 14.22413793],0
a4,1,0.231966,1.428763,[ 34 117] ; [ 3 22],[ 31.74431818 119.25568182] ; [ 5.25568182 19.74431818],0
a1,1,0.259082,1.273654,[  5 148] ; [ 2 23],[  6.01685393 146.98314607] ; [ 0.98314607 24.01685393],0
p10,1,0.318966,0.993184,[109  39] ; [16  9],[106.93641618  41.06358382] ; [18.06358382  6.93641618],0
n2,1,0.323276,0.975645,[24  5] ; [9 4],[22.78571429  6.21428571] ; [10.21428571  2.78571429],0
v1,1,0.326302,0.963519,[69 82] ; [ 8 15],[66.82183908 84.17816092] ; [10.17816092 12.82183908],0
d2,1,0.334668,0.930752,[ 38 115] ; [ 4 21],[ 36.1011236 116.8988764] ; [ 5.8988764 19.1011236],0
a3,1,0.412932,0.670342,[77 75] ; [10 14],[75.13636364 76.86363636] ; [11.86363636 12.13636364],0
n5,1,0.418455,0.65465,[103  48] ; [15 10],[101.23863636  49.76136364] ; [16.76136364  8.23863636],0
a8,1,0.442165,0.590657,[ 20 122] ; [ 2 22],[ 18.81927711 123.18072289] ; [ 3.18072289 20.81927711],0
b5,1,0.582684,0.301916,[89 64] ; [16  9],[90.25280899 62.74719101] ; [14.74719101 10.25280899],0
s8,1,0.627409,0.235591,[ 50 102] ; [ 7 18],[ 48.94915254 103.05084746] ; [ 8.05084746 16.94915254],0
b4,1,0.6496,0.206405,[87 66] ; [13 12],[85.95505618 67.04494382] ; [14.04494382 10.95505618],0
s4,1,0.671467,0.179891,[ 25 126] ; [ 5 20],[ 25.73863636 125.26136364] ; [ 4.26136364 20.73863636],0
n3,1,0.698035,0.150524,[21  7] ; [9 4],[20.48780488  7.51219512] ; [9.51219512 3.48780488],0
b3,1,0.698698,0.14983,[33 58] ; [4 9],[32.375 58.625] ; [4.625 8.375],0
b2,1,0.698698,0.14983,[33 58] ; [4 9],[32.375 58.625] ; [4.625 8.375],0
p7,1,0.814549,0.055019,[86 61] ; [14 11],[85.46511628 61.53488372] ; [14.53488372 10.46511628],0
d4,1,0.927546,0.008269,[80 71] ; [13 12],[79.78977273 71.21022727] ; [13.21022727 11.78977273],0
n1,1,0.929912,0.007736,[ 9 19] ; [4 9],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
p8,1,0.950765,0.003813,[73 77] ; [12 13],[72.85714286 77.14285714] ; [12.14285714 12.85714286],0
p2,1,0.984713,0.000367,[109  42] ; [18  7],[108.96022727  42.03977273] ; [18.03977273  6.96022727],0
