Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.681284,[69  2] ; [18 16],[58.82857143 12.17142857] ; [28.17142857  5.82857143],1
p3,1,0.160522,1.9693,[23 47] ; [16 18],[26.25 43.75] ; [12.75 21.25],0
p7,1,0.167486,1.905298,[42 23] ; [16 16],[38.86597938 26.13402062] ; [19.13402062 12.86597938],0
d1,1,0.18719,1.739598,[39 32] ; [14 20],[35.83809524 35.16190476] ; [17.16190476 16.83809524],0
p10,1,0.22326,1.483292,[54 13] ; [23 10],[51.59 15.41] ; [25.41  7.59],0
d4,1,0.251354,1.315762,[59 12] ; [25  9],[56.8 14.2] ; [27.2  6.8],0
s8,1,0.299618,1.075893,[39 32] ; [15 19],[36.51428571 34.48571429] ; [17.48571429 16.51428571],0
d3,1,0.320576,0.986597,[50 21] ; [20 13],[47.78846154 23.21153846] ; [22.21153846 10.78846154],0
p2,1,0.335522,0.927467,[53 17] ; [22 11],[50.97087379 19.02912621] ; [24.02912621  8.97087379],0
v1,1,0.362778,0.828254,[34 33] ; [14 20],[31.84158416 35.15841584] ; [16.15841584 17.84158416],0
p12,1,0.380361,0.769536,[ 5 64] ; [ 1 33],[ 4.01941748 64.98058252] ; [ 1.98058252 32.01941748],0
a8,1,0.415877,0.661936,[ 5 62] ; [ 1 30],[ 4.10204082 62.89795918] ; [ 1.89795918 29.10204082],0
s5,1,0.437391,0.603118,[29 38] ; [17 16],[30.82 36.18] ; [15.18 17.82],0
p5,1,0.441492,0.592401,[ 2 67] ; [ 2 31],[ 2.70588235 66.29411765] ; [ 1.29411765 31.70588235],0
u1,1,0.443744,0.586581,[10 61] ; [ 3 31],[ 8.79047619 62.20952381] ; [ 4.20952381 29.79047619],0
b2,1,0.457004,0.553223,[12 21] ; [ 5 14],[10.78846154 22.21153846] ; [ 6.21153846 12.78846154],0
b3,1,0.457004,0.553223,[12 21] ; [ 5 14],[10.78846154 22.21153846] ; [ 6.21153846 12.78846154],0
d5,1,0.491152,0.474001,[54 17] ; [23 10],[52.56730769 18.43269231] ; [24.43269231  8.56730769],0
b4,1,0.495779,0.46396,[41 30] ; [22 12],[42.6 28.4] ; [20.4 13.6],0
p1,1,0.508839,0.436453,[ 7 63] ; [ 2 31],[ 6.11650485 63.88349515] ; [ 2.88349515 30.11650485],0
s7,1,0.523425,0.40714,[32 33] ; [14 19],[30.51020408 34.48979592] ; [15.48979592 17.51020408],0
s4,1,0.553885,0.350404,[25 46] ; [14 20],[26.37142857 44.62857143] ; [12.62857143 21.37142857],0
b5,1,0.553885,0.350404,[46 25] ; [20 14],[44.62857143 26.37142857] ; [21.37142857 12.62857143],0
u3,1,0.554113,0.35,[18  6] ; [12  6],[17.14285714  6.85714286] ; [12.85714286  5.14285714],0
a5,1,0.648081,0.208329,[43 28] ; [19 15],[41.92380952 29.07619048] ; [20.07619048 13.92380952],0
p6,1,0.72928,0.119774,[22 47] ; [12 22],[22.77669903 46.22330097] ; [11.22330097 22.77669903],0
n5,1,0.735366,0.114242,[25 45] ; [11 23],[24.23076923 45.76923077] ; [11.76923077 22.23076923],0
n1,1,0.739693,0.110396,[ 7 18] ; [4 8],[ 7.43243243 17.56756757] ; [3.56756757 8.43243243],0
n6,1,0.813356,0.055743,[43 26] ; [22 12],[43.54368932 25.45631068] ; [21.45631068 12.54368932],0
n2,1,0.949371,0.004032,[19  6] ; [10  3],[19.07894737  5.92105263] ; [9.92105263 3.07894737],0
p8,1,0.96009,0.002504,[31 38] ; [15 18],[31.11764706 37.88235294] ; [14.88235294 18.11764706],0
s1,1,0.980838,0.000577,[ 2 68] ; [ 1 33],[ 2.01923077 67.98076923] ; [ 0.98076923 33.01923077],0
p11,1,0.983684,0.000418,[44 27] ; [21 13],[43.95238095 27.04761905] ; [21.04761905 12.95238095],0
p4,1,1.0,0.0,[35 35] ; [17 17],[35. 35.] ; [17. 17.],0
