Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.681284,[69  2] ; [18 16],[58.82857143 12.17142857] ; [28.17142857  5.82857143],1
s3,1,0.000208,13.761246,[65  6] ; [21 13],[58.15238095 12.84761905] ; [27.84761905  6.15238095],1
n3,1,0.001033,10.767356,[21  4] ; [4 9],[16.44736842  8.55263158] ; [8.55263158 4.44736842],0
r2,1,0.0018,9.743165,[70  1] ; [28  6],[66.26666667  4.73333333] ; [31.73333333  2.26666667],0
s6,1,0.004705,7.989299,[63  7] ; [23 11],[57.88461538 12.11538462] ; [28.11538462  5.88461538],0
v3,1,0.010728,6.50984,[22 44] ; [ 3 29],[16.83673469 49.16326531] ; [ 8.16326531 23.83673469],0
a2,1,0.010758,6.504931,[16 55] ; [ 1 33],[11.4952381 59.5047619] ; [ 5.5047619 28.4952381],0
v2,1,0.012004,6.310279,[38 25] ; [11 22],[32.15625 30.84375] ; [16.84375 16.15625],0
a7,1,0.01511,5.903542,[57 14] ; [19 14],[51.88461538 19.11538462] ; [24.11538462  8.88461538],0
v4,1,0.058214,3.58754,[69  2] ; [29  4],[66.90384615  4.09615385] ; [31.09615385  1.90384615],0
a1,1,0.06455,3.416434,[ 2 69] ; [ 4 30],[ 4.05714286 66.94285714] ; [ 1.94285714 32.05714286],0
d2,1,0.089619,2.88121,[31 40] ; [ 9 25],[27.04761905 43.95238095] ; [12.95238095 21.04761905],0
a4,1,0.097758,2.741748,[26 45] ; [ 7 27],[22.31428571 48.68571429] ; [10.68571429 23.31428571],0
b1,1,0.108776,2.571918,[22 49] ; [16 18],[25.6952381 45.3047619] ; [12.3047619 21.6952381],0
a3,1,0.112716,2.515718,[45 26] ; [16 18],[41.24761905 29.75238095] ; [19.75238095 14.24761905],0
a6,1,0.136499,2.216992,[52 19] ; [20 14],[48.68571429 22.31428571] ; [23.31428571 10.68571429],0
p9,1,0.138885,2.190271,[57 10] ; [24  9],[54.27 12.73] ; [26.73  6.27],0
u2,1,0.149821,2.074074,[16  8] ; [ 8 10],[13.71428571 10.28571429] ; [10.28571429  7.71428571],0
