Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,121.880833,[210  66] ; [ 96 218],[143.14576271 132.85423729] ; [162.85423729 151.14576271],1
s2,1,0.0,83.254132,[205  80] ; [114 212],[148.79705401 136.20294599] ; [170.20294599 155.79705401],1
s6,1,0.0,64.051818,[245  42] ; [178 143],[199.67269737  87.32730263] ; [223.32730263  97.67269737],1
s3,1,0.0,56.88913,[212  72] ; [144 180],[166.28947368 117.71052632] ; [189.71052632 134.28947368],1
s5,1,0.0,26.267053,[130 149] ; [ 85 236],[ 99.975 179.025] ; [115.025 205.975],1
p3,1,7.7e-05,15.639895,[176 113] ; [147 180],[151.53733766 137.46266234] ; [171.46266234 155.53733766],1
p6,1,9.3e-05,15.265112,[138 150] ; [104 217],[114.44334975 173.55665025] ; [127.55665025 193.44334975],1
v3,1,9.9e-05,15.14986,[137 141] ; [106 210],[113.72727273 164.27272727] ; [129.27272727 186.72727273],1
a3,1,0.000127,14.67955,[236  52] ; [224 103],[215.41463415  72.58536585] ; [244.58536585  82.41463415],1
p5,1,0.000138,14.530007,[ 50 238] ; [ 24 303],[ 34.65365854 253.34634146] ; [ 39.34634146 287.65365854],1
b3,1,0.000206,13.775457,[ 89 100] ; [ 51 129],[ 71.70731707 117.29268293] ; [ 68.29268293 111.70731707],1
b2,1,0.000206,13.775457,[ 89 100] ; [ 51 129],[ 71.70731707 117.29268293] ; [ 68.29268293 111.70731707],1
p9,1,0.000248,13.423703,[264  22] ; [265  57],[248.83881579  37.16118421] ; [280.16118421  41.83881579],1
p8,1,0.000291,13.125289,[190  95] ; [168 154],[168.08896211 116.91103789] ; [189.91103789 132.08896211],1
p4,1,0.000343,12.821218,[208  80] ; [191 136],[186.84878049 101.15121951] ; [212.15121951 114.84878049],1
d2,1,0.000413,12.473515,[168 121] ; [143 183],[146.14471545 142.85528455] ; [164.85528455 161.14471545],1
p10,1,0.000429,12.403284,[258  28] ; [259  65],[242.39672131  43.60327869] ; [274.60327869  49.39672131],1
v1,1,0.000802,11.237703,[182  99] ; [165 157],[161.70315091 119.29684909] ; [185.29684909 136.70315091],1
p12,1,0.001161,10.551076,[ 35 252] ; [ 16 309],[ 23.91666667 263.08333333] ; [ 27.08333333 297.91666667],0
d1,1,0.001372,10.243719,[200  89] ; [186 142],[180.8006483 108.1993517] ; [205.1993517 122.8006483],0
u4,1,0.001674,9.876234,[ 11 278] ; [  1 327],[  5.62074554 283.37925446] ; [  6.37925446 321.62074554],0
p7,1,0.002032,9.520371,[216  66] ; [209 112],[198.75621891  83.24378109] ; [226.24378109  94.75621891],0
n5,1,0.00211,9.451396,[236  51] ; [233  92],[219.93954248  67.06045752] ; [249.06045752  75.93954248],0
u1,1,0.003778,8.387738,[ 74 215] ; [ 53 275],[ 59.48622366 229.51377634] ; [ 67.51377634 260.48622366],0
n4,1,0.004603,8.02906,[244  44] ; [247  80],[229.93170732  58.06829268] ; [261.06829268  65.93170732],0
a8,1,0.018119,5.58456,[ 49 211] ; [ 34 258],[ 39.0942029 220.9057971] ; [ 43.9057971 248.0942029],0
n6,1,0.025268,5.005428,[255  32] ; [268  57],[245.2630719  41.7369281] ; [277.7369281  47.2630719],0
a5,1,0.04836,3.897437,[235  54] ; [245  83],[224.82982172  64.17017828] ; [255.17017828  72.82982172],0
r4,1,0.076758,3.13224,[282   7] ; [311  17],[277.75850891  11.24149109] ; [315.24149109  12.75850891],0
a6,1,0.098924,2.722805,[196  92] ; [243  85],[205.24675325  82.75324675] ; [233.75324675  94.24675325],0
n1,1,0.104427,2.636599,[23 33] ; [17 46],[18.82352941 37.17647059] ; [21.17647059 41.82352941],0
v2,1,0.116007,2.470417,[176 103] ; [177 135],[166.64467005 112.35532995] ; [186.35532995 125.64467005],0
a2,1,0.135049,2.233481,[ 85 204] ; [ 79 249],[ 76.81685575 212.18314425] ; [ 87.18314425 240.81685575],0
n3,1,0.140138,2.176444,[37 19] ; [50 14],[40.6 15.4] ; [46.4 17.6],0
u3,1,0.145477,2.119049,[37 16] ; [59 43],[32.82580645 20.17419355] ; [63.17419355 38.82580645],0
d4,1,0.155311,2.019302,[252  36] ; [272  54],[245.78501629  42.21498371] ; [278.21498371  47.78501629],0
d5,1,0.159147,1.982316,[249  39] ; [270  58],[242.64935065  45.35064935] ; [276.35064935  51.64935065],0
a1,1,0.169359,1.888608,[ 14 275] ; [  9 319],[ 10.77309562 278.22690438] ; [ 12.22690438 315.77309562],0
v4,1,0.233452,1.419705,[283   6] ; [312  12],[280.51386623   8.48613377] ; [314.48613377   9.51386623],0
s4,1,0.241979,1.369026,[ 50 237] ; [ 45 277],[ 44.77011494 242.22988506] ; [ 50.22988506 271.77011494],0
u2,1,0.309107,1.034488,[33 19] ; [56 46],[30.05194805 21.94805195] ; [58.94805195 43.05194805],0
s1,1,0.31984,0.989599,[ 10 275] ; [  7 315],[  7.98187809 277.01812191] ; [  9.01812191 312.98187809],0
b1,1,0.346971,0.884502,[111 178] ; [114 214],[105.38897893 183.61102107] ; [119.61102107 208.38897893],0
a7,1,0.370789,0.801018,[213  75] ; [252  75],[217.75609756  70.24390244] ; [247.24390244  79.75609756],0
p1,1,0.442699,0.589278,[ 29 259] ; [ 27 299],[ 26.26710098 261.73289902] ; [ 29.73289902 296.26710098],0
r2,1,0.460233,0.545328,[276  11] ; [316   9],[277.62091503   9.37908497] ; [314.37908497  10.62091503],0
a4,1,0.47517,0.509927,[140 149] ; [149 178],[135.58603896 153.41396104] ; [153.41396104 173.58603896],0
p11,1,0.606581,0.265184,[239  50] ; [266  62],[236.53970827  52.46029173] ; [268.46029173  59.53970827],0
b4,1,0.62658,0.236727,[168 121] ; [197 131],[170.9643436 118.0356564] ; [194.0356564 133.9643436],0
b5,1,0.633528,0.227307,[169 120] ; [198 130],[171.90113452 117.09886548] ; [195.09886548 132.90113452],0
n2,1,0.696651,0.15198,[40 16] ; [47 16],[40.94117647 15.05882353] ; [46.05882353 16.94117647],0
d3,1,0.730314,0.118824,[215  74] ; [240  88],[213.11993517  75.88006483] ; [241.88006483  86.11993517],0
r3,1,0.970015,0.001413,[282   7] ; [316   8],[281.92822186   7.07177814] ; [316.07177814   7.92822186],0
