Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,63.232598,[ 40 120] ; [166  89],[79.42168675 80.57831325] ; [126.57831325 128.42168675],1
p6,1,0.0,53.461816,[ 24 137] ; [128 126],[ 58.9686747 102.0313253] ; [ 93.0313253 160.9686747],1
p2,1,0.0,28.903826,[113  48] ; [232  24],[133.20143885  27.79856115] ; [211.79856115  44.20143885],1
p4,1,0.0,27.229808,[63 98] ; [167  89],[88.80095923 72.19904077] ; [141.19904077 114.80095923],1
p3,1,1e-06,24.510087,[ 46 114] ; [137 119],[70.38461538 89.61538462] ; [112.61538462 143.38461538],1
p10,1,2.7e-05,17.596631,[105  55] ; [213  42],[122.60240964  37.39759036] ; [195.39759036  59.60240964],1
p9,1,0.000681,11.541166,[114  46] ; [216  38],[127.53623188  32.46376812] ; [202.46376812  51.53623188],1
p11,1,0.001009,10.811537,[108  53] ; [208  48],[122.00479616  38.99520384] ; [193.99520384  62.00479616],0
s6,1,0.001078,10.688899,[91 67] ; [183  67],[106.10784314  51.89215686] ; [167.89215686  82.10784314],0
s5,1,0.001427,10.17009,[ 34 117] ; [ 95 156],[ 48.45522388 102.54477612] ; [ 80.54477612 170.45522388],0
r3,1,0.001635,9.920468,[146  15] ; [248   6],[152.85301205   8.14698795] ; [241.14698795  12.85301205],0
r4,1,0.003859,8.348834,[143  18] ; [246  10],[150.18944844  10.81055156] ; [238.81055156  17.18944844],0
s8,1,0.005391,7.743384,[ 49 112] ; [112 142],[62.46024096 98.53975904] ; [ 98.53975904 155.46024096],0
s2,1,0.006083,7.525695,[59 99] ; [131 125],[72.51207729 85.48792271] ; [117.48792271 138.51207729],0
v4,1,0.0137,6.076424,[144  16] ; [243  10],[149.92736077  10.07263923] ; [237.07263923  15.92736077],0
a8,1,0.019364,5.468339,[ 14 139] ; [ 41 191],[ 21.85714286 131.14285714] ; [ 33.14285714 198.85714286],0
s7,1,0.025105,5.016597,[58 98] ; [119 126],[68.85785536 87.14214464] ; [108.14214464 136.85785536],0
v1,1,0.026618,4.91542,[61 97] ; [126 127],[71.88807786 86.11192214] ; [115.11192214 137.88807786],0
s3,1,0.029592,4.732837,[76 84] ; [149 106],[86.74698795 73.25301205] ; [138.25301205 116.74698795],0
n5,1,0.04388,4.061176,[102  58] ; [185  68],[111.18644068  48.81355932] ; [175.81355932  77.18644068],0
