Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,75.725835,[24 46] ; [218  37],[52.12307692 17.87692308] ; [189.87692308  65.12307692],1
d3,1,0.0,39.495802,[45 25] ; [238  18],[60.76687117  9.23312883] ; [222.23312883  33.76687117],1
a2,1,1e-06,23.478065,[ 8 62] ; [110 147],[25.25993884 44.74006116] ; [ 92.74006116 164.25993884],1
u1,1,2e-06,22.602604,[ 4 66] ; [ 89 168],[19.90825688 50.09174312] ; [ 73.09174312 183.90825688],1
b5,1,0.000538,11.979196,[31 39] ; [172  85],[43.45565749 26.54434251] ; [159.54434251  97.45565749],1
b1,1,0.006628,7.371197,[34 36] ; [ 80 177],[24.40366972 45.59633028] ; [ 89.59633028 167.40366972],0
r1,1,0.015064,5.908919,[53 17] ; [223  32],[59.44615385 10.55384615] ; [216.55384615  38.44615385],0
d2,1,0.017304,5.66531,[60 10] ; [183  72],[52.33846154 17.66153846] ; [190.66153846  64.33846154],0
p12,1,0.047227,3.937296,[ 3 63] ; [ 34 222],[ 7.58385093 58.41614907] ; [ 29.41614907 226.58385093],0
u4,1,0.047924,3.912632,[ 5 65] ; [  6 251],[ 2.35474006 67.64525994] ; [  8.64525994 248.35474006],0
u3,1,0.048511,3.892199,[3 6] ; [32 15],[5.625 3.375] ; [29.375 17.625],0
p10,1,0.072266,3.230776,[51 15] ; [220  35],[55.71962617 10.28037383] ; [215.28037383  39.71962617],0
s5,1,0.084193,2.982035,[30 33] ; [ 88 158],[24.05825243 38.94174757] ; [ 93.94174757 152.05825243],0
v4,1,0.111205,2.537014,[64  6] ; [245  10],[66.55384615  3.44615385] ; [242.44615385  12.55384615],0
n4,1,0.124281,2.362529,[60  8] ; [206  51],[55.65538462 12.34461538] ; [210.34461538  46.65538462],0
r2,1,0.160046,1.973789,[62  5] ; [246   9],[64.08695652  2.91304348] ; [243.91304348  11.08695652],0
n1,1,0.178986,1.80602,[7 7] ; [14 32],[4.9 9.1] ; [16.1 29.9],0
p1,1,0.179328,1.803185,[ 3 66] ; [ 24 232],[ 5.73230769 63.26769231] ; [ 21.26769231 234.73230769],0
b4,1,0.18302,1.772933,[38 32] ; [162  95],[42.81345566 27.18654434] ; [157.18654434  99.81345566],0
p2,1,0.185475,1.753203,[54 14] ; [220  36],[57.50617284 10.49382716] ; [216.49382716  39.50617284],0
n3,1,0.196567,1.667702,[12  2] ; [32 15],[10.09836066  3.90163934] ; [33.90163934 13.09836066],0
u2,1,0.19953,1.64581,[3 5] ; [29 18],[4.65454545 3.34545455] ; [27.34545455 19.65454545],0
s6,1,0.215804,1.532055,[43 25] ; [179  73],[47.175 20.825] ; [174.825  77.175],0
p4,1,0.224539,1.475124,[40 26] ; [174  80],[44.1375 21.8625] ; [169.8625  84.1375],0
p7,1,0.26446,1.24526,[48 18] ; [163  86],[44.20952381 21.79047619] ; [166.79047619  82.20952381],0
r4,1,0.276615,1.183647,[61  9] ; [235  22],[63.36391437  6.63608563] ; [232.63608563  24.36391437],0
a3,1,0.311551,1.024091,[61  9] ; [210  46],[58.19018405 11.80981595] ; [212.80981595  43.19018405],0
a4,1,0.350429,0.871902,[44 26] ; [145 111],[40.58282209 29.41717791] ; [148.41717791 107.58282209],0
v1,1,0.371787,0.797683,[48 19] ; [166  86],[44.94670846 22.05329154] ; [169.05329154  82.94670846],0
a8,1,0.387555,0.7466,[ 8 58] ; [ 36 182],[10.22535211 55.77464789] ; [ 33.77464789 184.22535211],0
v3,1,0.416622,0.659825,[36 30] ; [149  99],[38.88535032 27.11464968] ; [146.11464968 101.88535032],0
s3,1,0.419818,0.650824,[36 32] ; [146 104],[38.91823899 29.08176101] ; [143.08176101 106.91823899],0
s2,1,0.432748,0.615436,[37 33] ; [147 106],[39.87616099 30.12383901] ; [144.12383901 108.87616099],0
n6,1,0.441071,0.593496,[57 11] ; [222  32],[58.91925466  9.08074534] ; [220.08074534  33.91925466],0
r3,1,0.490956,0.474431,[66  3] ; [249   7],[66.87692308  2.12307692] ; [248.12307692   7.87692308],0
n2,1,0.594131,0.28394,[9 5] ; [33 13],[9.8 4.2] ; [32.2 13.8],0
p11,1,0.604823,0.267783,[55 15] ; [209  48],[56.51376147 13.48623853] ; [207.48623853  49.51376147],0
s7,1,0.608726,0.262034,[35 31] ; [138 106],[36.83225806 29.16774194] ; [136.16774194 107.83225806],0
p8,1,0.627032,0.236107,[35 30] ; [143 107],[36.73015873 28.26984127] ; [141.26984127 108.73015873],0
a5,1,0.65483,0.199864,[59 11] ; [222  35],[60.1529052  9.8470948] ; [220.8470948  36.1529052],0
p6,1,0.732254,0.117052,[24 40] ; [100 151],[25.19365079 38.80634921] ; [ 98.80634921 152.19365079],0
p9,1,0.734335,0.115168,[58  9] ; [222  30],[58.80877743  8.19122257] ; [221.19122257  30.80877743],0
b2,1,0.77065,0.084986,[21 30] ; [63 99],[20.11267606 30.88732394] ; [63.88732394 98.11267606],0
b3,1,0.77065,0.084986,[21 30] ; [63 99],[20.11267606 30.88732394] ; [63.88732394 98.11267606],0
d5,1,0.772317,0.083721,[69  1] ; [251   5],[68.71165644  1.28834356] ; [251.28834356   4.71165644],0
s8,1,0.838963,0.041299,[36 33] ; [128 124],[35.25233645 33.74766355] ; [128.74766355 123.25233645],0
n5,1,0.841059,0.040216,[52 16] ; [192  63],[51.36842105 16.63157895] ; [192.63157895  62.36842105],0
p3,1,0.948087,0.004239,[38 31] ; [141 113],[38.23839009 30.76160991] ; [140.76160991 113.23839009],0
p5,1,0.950755,0.003814,[ 8 61] ; [ 29 227],[ 7.85538462 61.14461538] ; [ 29.14461538 226.85538462],0
a1,1,0.969071,0.001503,[ 4 66] ; [ 15 242],[ 4.06727829 65.93272171] ; [ 14.93272171 242.06727829],0
s4,1,0.987637,0.00024,[10 59] ; [ 37 217],[10.04024768 58.95975232] ; [ 36.95975232 217.04024768],0
