Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,61.314806,[231  41] ; [50 59],[200.60892388  71.39107612] ; [80.39107612 28.60892388],1
a6,1,0.0,60.030289,[220  52] ; [44 65],[188.47244094  83.52755906] ; [75.52755906 33.47244094],1
u1,1,7e-06,20.080138,[ 74 198] ; [  7 102],[ 57.82677165 214.17322835] ; [23.17322835 85.82677165],1
a2,1,8e-06,19.876672,[ 91 181] ; [12 97],[ 73.5328084 198.4671916] ; [29.4671916 79.5328084],1
v4,1,2.9e-05,17.497739,[254  16] ; [87 22],[242.92875989  27.07124011] ; [98.07124011 10.92875989],1
r4,1,0.000308,13.024037,[235  37] ; [77 32],[222.74015748  49.25984252] ; [89.25984252 19.74015748],1
b5,1,0.002643,9.039043,[189  83] ; [58 51],[176.33595801  95.66404199] ; [70.66404199 38.33595801],0
r3,1,0.004313,8.147195,[257  14] ; [94 15],[250.31842105  20.68157895] ; [100.68157895   8.31842105],0
r1,1,0.010938,6.475436,[215  56] ; [73 36],[205.38947368  65.61052632] ; [82.61052632 26.38947368],0
p4,1,0.013109,6.154352,[123 148] ; [34 74],[112.26121372 158.73878628] ; [44.73878628 63.26121372],0
u2,1,0.014732,5.948233,[50 24] ; [10 15],[44.84848485 29.15151515] ; [15.15151515  9.84848485],0
d1,1,0.017968,5.599301,[187  85] ; [61 48],[177.04986877  94.95013123] ; [70.95013123 38.04986877],0
u3,1,0.031167,4.643748,[51 26] ; [11 15],[46.34951456 30.65048544] ; [15.65048544 10.34951456],0
a8,1,0.038791,4.26999,[ 33 214] ; [ 6 98],[ 27.44444444 219.55555556] ; [11.55555556 92.44444444],0
v2,1,0.040602,4.192532,[146 112] ; [47 58],[137.17355372 120.82644628] ; [55.82644628 49.17355372],0
a1,1,0.047362,3.932477,[ 11 261] ; [10 99],[ 14.99212598 257.00787402] ; [  6.00787402 102.99212598],0
p2,1,0.049026,3.874479,[196  76] ; [66 41],[188.03166227  83.96833773] ; [73.96833773 33.03166227],0
r2,1,0.05221,3.769035,[248  18] ; [94 14],[243.24064171  22.75935829] ; [98.75935829  9.24064171],0
b1,1,0.062626,3.466437,[104 168] ; [53 56],[112.0839895 159.9160105] ; [44.9160105 64.0839895],0
d5,1,0.108581,2.574757,[235  37] ; [87 22],[229.87926509  42.12073491] ; [92.12073491 16.87926509],0
