Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.028751,[79  6] ; [13 14],[69.82142857 15.17857143] ; [22.17857143  4.82142857],1
r2,1,0.001854,9.688804,[82  3] ; [21  6],[78.16964286  6.83035714] ; [24.83035714  2.16964286],0
p2,1,0.005049,7.861818,[66 17] ; [14 13],[60.36363636 22.63636364] ; [19.63636364  7.36363636],0
v4,1,0.008985,6.825777,[81  3] ; [22  5],[77.94594595  6.05405405] ; [25.05405405  1.94594595],0
p1,1,0.038358,4.289069,[ 3 80] ; [ 4 23],[ 5.28181818 77.71818182] ; [ 1.71818182 25.28181818],0
s1,1,0.080646,3.051825,[ 1 84] ; [ 2 25],[ 2.27678571 82.72321429] ; [ 0.72321429 26.27678571],0
n3,1,0.087761,2.91498,[20 10] ; [6 9],[17.33333333 12.66666667] ; [8.66666667 6.33333333],0
v2,1,0.095925,2.772012,[47 30] ; [11 15],[43.3592233 33.6407767] ; [14.6407767 11.3592233],0
s4,1,0.097305,2.749165,[18 67] ; [10 17],[21.25 63.75] ; [ 6.75 20.25],0
u2,1,0.115659,2.475145,[20  7] ; [3 4],[18.26470588  8.73529412] ; [4.73529412 2.26470588],0
p9,1,0.125292,2.349885,[63 19] ; [16 10],[59.98148148 22.01851852] ; [19.01851852  6.98148148],0
a6,1,0.140113,2.176722,[63 22] ; [16 11],[59.95535714 25.04464286] ; [19.04464286  7.95535714],0
p7,1,0.148544,2.087136,[43 38] ; [10 17],[39.75 41.25] ; [13.25 13.75],0
u1,1,0.159404,1.979874,[16 69] ; [ 2 25],[13.66071429 71.33928571] ; [ 4.33928571 22.66071429],0
b1,1,0.185251,1.754988,[26 59] ; [12 15],[28.83928571 56.16071429] ; [ 9.16071429 17.83928571],0
s3,1,0.204784,1.607924,[46 38] ; [11 16],[43.13513514 40.86486486] ; [13.86486486 13.13513514],0
p10,1,0.216943,1.524479,[59 23] ; [16 11],[56.42201835 25.57798165] ; [18.57798165  8.42201835],0
p8,1,0.243694,1.359098,[40 44] ; [ 9 17],[37.41818182 46.58181818] ; [11.58181818 14.41818182],0
p3,1,0.338329,0.916751,[30 54] ; [12 14],[32.07272727 51.92727273] ; [ 9.92727273 16.07272727],0
a7,1,0.34554,0.889769,[70 15] ; [20  7],[68.30357143 16.69642857] ; [21.69642857  5.30357143],0
s7,1,0.385582,0.752829,[25 53] ; [10 14],[26.76470588 51.23529412] ; [ 8.23529412 15.76470588],0
a1,1,0.387675,0.746223,[ 1 84] ; [ 1 26],[ 1.51785714 83.48214286] ; [ 0.48214286 26.51785714],0
d2,1,0.404954,0.693567,[49 36] ; [18  9],[50.84821429 34.15178571] ; [16.15178571 10.84821429],0
a2,1,0.435794,0.607332,[22 63] ; [ 5 22],[20.49107143 64.50892857] ; [ 6.50892857 20.49107143],0
d3,1,0.499817,0.455325,[79  6] ; [24  3],[78.16964286  6.83035714] ; [24.83035714  2.16964286],0
u3,1,0.517636,0.4186,[20  7] ; [6 1],[20.64705882  6.35294118] ; [5.35294118 1.64705882],0
a3,1,0.56541,0.330424,[58 27] ; [20  7],[59.19642857 25.80357143] ; [18.80357143  8.19642857],0
r3,1,0.58706,0.294959,[81  4] ; [25  2],[80.44642857  4.55357143] ; [25.55357143  1.44642857],0
b5,1,0.611857,0.25748,[58 27] ; [17 10],[56.91964286 28.08035714] ; [18.08035714  8.91964286],0
v3,1,0.619214,0.246973,[23 56] ; [ 6 19],[22.02884615 56.97115385] ; [ 6.97115385 18.02884615],0
s2,1,0.623577,0.240872,[39 45] ; [14 13],[40.10810811 43.89189189] ; [12.89189189 14.10810811],0
v1,1,0.654721,0.2,[37 44] ; [11 16],[36. 45.] ; [12. 15.],0
s6,1,0.655606,0.198905,[52 32] ; [18  9],[52.97297297 31.02702703] ; [17.02702703  9.97297297],0
n2,1,0.671373,0.18,[16 14] ; [9 6],[16.66666667 13.33333333] ; [8.33333333 6.66666667],0
