Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.028751,[79  6] ; [13 14],[69.82142857 15.17857143] ; [22.17857143  4.82142857],1
p6,1,0.673827,0.177159,[19 64] ; [ 7 19],[19.79816514 63.20183486] ; [ 6.20183486 19.79816514],0
b4,1,0.685219,0.16431,[53 32] ; [18  9],[53.88392857 31.11607143] ; [17.11607143  9.88392857],0
a5,1,0.726871,0.122004,[60 25] ; [20  7],[60.71428571 24.28571429] ; [19.28571429  7.71428571],0
n6,1,0.73668,0.113066,[53 31] ; [18  9],[53.72972973 30.27027027] ; [17.27027027  9.72972973],0
b3,1,0.766545,0.088148,[16 26] ; [ 8 11],[16.52459016 25.47540984] ; [ 7.47540984 11.52459016],0
b2,1,0.766545,0.088148,[16 26] ; [ 8 11],[16.52459016 25.47540984] ; [ 7.47540984 11.52459016],0
p4,1,0.791818,0.06967,[38 46] ; [13 14],[38.59459459 45.40540541] ; [12.40540541 14.59459459],0
p5,1,0.808987,0.058435,[ 4 79] ; [ 1 26],[ 3.77272727 79.22727273] ; [ 1.22727273 25.77272727],0
n1,1,0.86734,0.027902,[ 9 22] ; [ 4 11],[ 8.76086957 22.23913043] ; [ 4.23913043 10.76086957],0
p11,1,0.867936,0.027649,[52 33] ; [17 10],[52.36607143 32.63392857] ; [16.63392857 10.36607143],0
a4,1,0.896011,0.017083,[39 46] ; [12 15],[38.70535714 46.29464286] ; [12.29464286 14.70535714],0
n5,1,0.907808,0.013411,[23 62] ; [ 7 20],[22.76785714 62.23214286] ; [ 7.23214286 19.76785714],0
s5,1,0.90792,0.013378,[29 52] ; [10 17],[29.25 51.75] ; [ 9.75 17.25],0
s8,1,0.940226,0.005623,[29 56] ; [ 9 18],[28.83928571 56.16071429] ; [ 9.16071429 17.83928571],0
