Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000534,11.993161,[54  8] ; [7 8],[49.11688312 12.88311688] ; [11.88311688  3.11688312],1
p11,1,0.014623,5.96129,[54  8] ; [9 6],[50.72727273 11.27272727] ; [12.27272727  2.72727273],0
n6,1,0.018803,5.519713,[56  6] ; [10  5],[53.14285714  8.85714286] ; [12.85714286  2.14285714],0
b5,1,0.023316,5.144843,[34 28] ; [13  2],[37.84415584 24.15584416] ; [9.15584416 5.84415584],0
p10,1,0.027691,4.84723,[50 12] ; [8 7],[46.7012987 15.2987013] ; [11.2987013  3.7012987],0
v2,1,0.042955,4.097175,[33 26] ; [ 4 11],[29.5 29.5] ; [7.5 7.5],0
d2,1,0.045826,3.987993,[20 42] ; [ 1 14],[16.90909091 45.09090909] ; [ 4.09090909 10.90909091],0
p1,1,0.058042,3.592458,[ 8 54] ; [ 5 10],[10.46753247 51.53246753] ; [ 2.53246753 12.46753247],0
b4,1,0.064684,3.413029,[29 33] ; [11  4],[32.20779221 29.79220779] ; [7.79220779 7.20779221],0
d5,1,0.064684,3.413029,[33 29] ; [ 4 11],[29.79220779 32.20779221] ; [7.20779221 7.79220779],0
v1,1,0.082579,3.013393,[31 29] ; [ 4 11],[28. 32.] ; [7. 8.],0
s7,1,0.082849,3.008107,[25 31] ; [ 3 12],[22.08450704 33.91549296] ; [5.91549296 9.08450704],0
b1,1,0.168466,1.896543,[25 37] ; [9 6],[27.37662338 34.62337662] ; [6.62337662 8.37662338],0
u3,1,0.206463,1.596059,[13 16] ; [5 2],[14.5 14.5] ; [3.5 3.5],0
a4,1,0.213411,1.548134,[18 44] ; [ 2 13],[16.1038961 45.8961039] ; [ 3.8961039 11.1038961],0
r3,1,0.230892,1.435355,[59  3] ; [13  2],[57.97402597  4.02597403] ; [14.02597403  0.97402597],0
p5,1,0.239144,1.385634,[12 50] ; [ 1 14],[10.46753247 51.53246753] ; [ 2.53246753 12.46753247],0
s3,1,0.258403,1.277292,[32 29] ; [5 9],[30.09333333 30.90666667] ; [6.90666667 7.09333333],0
a1,1,0.269497,1.219305,[ 1 61] ; [ 1 14],[ 1.61038961 60.38961039] ; [ 0.38961039 14.61038961],0
p9,1,0.272339,1.204929,[52  9] ; [11  4],[50.56578947 10.43421053] ; [12.43421053  2.56578947],0
r1,1,0.292085,1.109985,[45 16] ; [9 6],[43.34210526 17.65789474] ; [10.65789474  4.34210526],0
s5,1,0.330925,0.945276,[16 44] ; [ 2 12],[14.59459459 45.40540541] ; [ 3.40540541 10.59459459],0
s2,1,0.334152,0.93274,[20 41] ; [ 3 12],[18.46052632 42.53947368] ; [ 4.53947368 10.46052632],0
p2,1,0.36284,0.828038,[47 15] ; [13  2],[48.31168831 13.68831169] ; [11.68831169  3.31168831],0
v4,1,0.372267,0.796083,[58  4] ; [13  2],[57.16883117  4.83116883] ; [13.83116883  1.16883117],0
a6,1,0.447469,0.577055,[39 23] ; [11  4],[40.25974026 21.74025974] ; [9.74025974 5.25974026],0
v3,1,0.511898,0.430186,[26 35] ; [ 5 10],[24.88157895 36.11842105] ; [6.11842105 8.88157895],0
p12,1,0.524161,0.405699,[ 5 57] ; [ 2 13],[ 5.63636364 56.36363636] ; [ 1.36363636 13.63636364],0
a2,1,0.524161,0.405699,[ 5 57] ; [ 2 13],[ 5.63636364 56.36363636] ; [ 1.36363636 13.63636364],0
r4,1,0.524161,0.405699,[57  5] ; [13  2],[56.36363636  5.63636364] ; [13.63636364  1.36363636],0
p6,1,0.542137,0.371594,[26 36] ; [ 5 10],[24.96103896 37.03896104] ; [6.03896104 8.96103896],0
p7,1,0.556967,0.344982,[46 16] ; [10  5],[45.09090909 16.90909091] ; [10.90909091  4.09090909],0
s8,1,0.587083,0.294924,[25 36] ; [ 5 10],[24.07894737 36.92105263] ; [5.92105263 9.07894737],0
s6,1,0.588363,0.292909,[36 23] ; [8 7],[35.08108108 23.91891892] ; [8.91891892 6.08108108],0
b2,1,0.616398,0.250963,[14 29] ; [3 9],[13.29090909 29.70909091] ; [3.70909091 8.29090909],0
b3,1,0.616398,0.250963,[14 29] ; [3 9],[13.29090909 29.70909091] ; [3.70909091 8.29090909],0
n2,1,0.630701,0.231111,[8 2] ; [2 1],[7.69230769 2.30769231] ; [2.30769231 0.69230769],0
a5,1,0.654602,0.200147,[37 25] ; [8 7],[36.23376623 25.76623377] ; [8.76623377 6.23376623],0
a8,1,0.666285,0.185978,[ 6 52] ; [ 1 14],[ 5.56164384 52.43835616] ; [ 1.43835616 13.56164384],0
p8,1,0.689605,0.159513,[36 25] ; [8 7],[35.31578947 25.68421053] ; [8.68421053 6.31578947],0
r2,1,0.715881,0.132473,[56  6] ; [14  1],[56.36363636  5.63636364] ; [13.63636364  1.36363636],0
s4,1,0.719502,0.12897,[10 52] ; [ 3 12],[10.46753247 51.53246753] ; [ 2.53246753 12.46753247],0
d3,1,0.84198,0.039745,[15 47] ; [ 4 11],[15.2987013 46.7012987] ; [ 3.7012987 11.2987013],0
u2,1,0.924978,0.008867,[13 16] ; [3 4],[12.88888889 16.11111111] ; [3.11111111 3.88888889],0
a7,1,0.936392,0.006369,[42 20] ; [10  5],[41.87012987 20.12987013] ; [10.12987013  4.87012987],0
p4,1,0.945644,0.004648,[46 16] ; [11  4],[45.8961039 16.1038961] ; [11.1038961  3.8961039],0
a3,1,0.994024,5.6e-05,[33 29] ; [8 7],[33.01298701 28.98701299] ; [7.98701299 7.01298701],0
