Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.684777,[83 15] ; [ 2 28],[65.078125 32.921875] ; [19.921875 10.078125],1
v4,1,0.0,28.42875,[84 12] ; [12 18],[73.14285714 22.85714286] ; [22.85714286  7.14285714],1
r1,1,8e-06,19.976837,[78 20] ; [11 19],[68.140625 29.859375] ; [20.859375  9.140625],1
r2,1,8e-06,19.851191,[89  9] ; [16 13],[81.02362205 16.97637795] ; [23.97637795  5.02362205],1
p11,1,5.8e-05,16.170868,[54 44] ; [ 4 26],[44.40625 53.59375] ; [13.59375 16.40625],1
p2,1,0.00105,10.737347,[53 45] ; [ 6 24],[45.171875 52.828125] ; [13.828125 16.171875],0
n6,1,0.001254,10.408535,[68 30] ; [11 19],[60.484375 37.515625] ; [18.515625 11.484375],0
a7,1,0.00273,8.97966,[63 35] ; [10 20],[55.890625 42.109375] ; [17.109375 12.890625],0
p4,1,0.003384,8.587782,[33 64] ; [ 2 28],[26.73228346 70.26771654] ; [ 8.26771654 21.73228346],0
a1,1,0.004473,8.081135,[ 4 94] ; [ 6 24],[ 7.65625 90.34375] ; [ 2.34375 27.65625],0
v1,1,0.00725,7.209987,[39 59] ; [ 4 26],[32.921875 65.078125] ; [10.078125 19.921875],0
u3,1,0.009875,6.657249,[22 15] ; [ 3 12],[17.78846154 19.21153846] ; [7.21153846 7.78846154],0
v2,1,0.013358,6.121051,[39 55] ; [ 5 25],[33.35483871 60.64516129] ; [10.64516129 19.35483871],0
s8,1,0.01618,5.783175,[22 75] ; [ 1 29],[17.56692913 79.43307087] ; [ 5.43307087 24.56692913],0
s6,1,0.021441,5.290562,[42 55] ; [ 6 24],[36.66141732 60.33858268] ; [11.33858268 18.66141732],0
p7,1,0.023189,5.154319,[34 63] ; [ 4 26],[29.02362205 67.97637795] ; [ 8.97637795 21.02362205],0
p3,1,0.03552,4.420002,[28 69] ; [ 3 27],[23.67716535 73.32283465] ; [ 7.32283465 22.67716535],0
d5,1,0.037342,4.334743,[72 26] ; [16 14],[67.375 30.625] ; [20.625  9.375],0
s4,1,0.039701,4.230611,[11 86] ; [ 8 22],[14.51181102 82.48818898] ; [ 4.48818898 25.51181102],0
d4,1,0.040669,4.189741,[71 26] ; [16 14],[66.4488189 30.5511811] ; [20.5511811  9.4488189],0
n3,1,0.049539,3.85698,[25 11] ; [ 7 10],[21.73584906 14.26415094] ; [10.26415094  6.73584906],0
s2,1,0.053635,3.724009,[30 66] ; [ 4 26],[25.9047619 70.0952381] ; [ 8.0952381 21.9047619],0
s3,1,0.063291,3.448987,[42 55] ; [ 7 22],[37.72222222 59.27777778] ; [11.27777778 17.72222222],0
n5,1,0.06722,3.349638,[50 48] ; [21  9],[54.359375 43.640625] ; [16.640625 13.359375],0
v3,1,0.09229,2.833971,[31 64] ; [ 5 25],[27.36 67.64] ; [ 8.64 21.36],0
