Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.47111,[46 55] ; [32  5],[57.08695652 43.91304348] ; [20.91304348 16.08695652],1
u1,1,0.344477,0.8937,[ 4 97] ; [ 3 35],[ 5.08633094 95.91366906] ; [ 1.91366906 36.08633094],0
v3,1,0.345549,0.889737,[31 69] ; [15 23],[33.33333333 66.66666667] ; [12.66666667 25.33333333],0
a6,1,0.355885,0.852363,[55 46] ; [24 14],[57.4028777 43.5971223] ; [21.5971223 16.4028777],0
n4,1,0.366519,0.815434,[78 23] ; [32  6],[79.92805755 21.07194245] ; [30.07194245  7.92805755],0
p10,1,0.373975,0.790415,[73 26] ; [30  7],[74.97794118 24.02205882] ; [28.02205882  8.97794118],0
v1,1,0.378361,0.776021,[50 49] ; [16 22],[47.69343066 51.30656934] ; [18.30656934 19.69343066],0
d2,1,0.385428,0.753318,[27 74] ; [13 25],[29.0647482 71.9352518] ; [10.9352518 27.0647482],0
u2,1,0.411577,0.67424,[18 28] ; [10 10],[19.51515152 26.48484848] ; [ 8.48484848 11.51515152],0
a3,1,0.451349,0.567262,[54 45] ; [18 20],[52.02919708 46.97080292] ; [19.97080292 18.02919708],0
n1,1,0.526572,0.401003,[16 16] ; [3 5],[15.2 16.8] ; [3.8 4.2],0
a1,1,0.54879,0.35949,[ 5 96] ; [ 1 37],[ 4.35971223 96.64028777] ; [ 1.64028777 36.35971223],0
p4,1,0.594796,0.282916,[44 57] ; [18 19],[45.37681159 55.62318841] ; [16.62318841 20.37681159],0
b1,1,0.638911,0.220169,[46 55] ; [19 19],[47.23021583 53.76978417] ; [17.76978417 20.23021583],0
b5,1,0.638911,0.220169,[55 46] ; [19 19],[53.76978417 47.23021583] ; [20.23021583 17.76978417],0
r3,1,0.661807,0.191336,[81 19] ; [32  6],[81.88405797 18.11594203] ; [31.11594203  6.88405797],0
v2,1,0.735817,0.113837,[41 55] ; [17 20],[41.86466165 54.13533835] ; [16.13533835 20.86466165],0
n3,1,0.769297,0.086022,[19 12] ; [6 3],[19.375 11.625] ; [5.625 3.375],0
a8,1,0.808278,0.058878,[11 81] ; [ 5 32],[11.41085271 80.58914729] ; [ 4.58914729 32.41085271],0
d1,1,0.844573,0.038435,[ 7 94] ; [ 3 35],[ 7.26618705 93.73381295] ; [ 2.73381295 35.26618705],0
d3,1,0.847993,0.036741,[39 62] ; [14 24],[38.51079137 62.48920863] ; [14.48920863 23.51079137],0
a2,1,0.849215,0.036145,[ 9 92] ; [ 3 35],[ 8.71942446 92.28057554] ; [ 3.28057554 34.71942446],0
b2,1,0.856879,0.032526,[26 38] ; [ 9 12],[26.35294118 37.64705882] ; [ 8.64705882 12.35294118],0
b3,1,0.856879,0.032526,[26 38] ; [ 9 12],[26.35294118 37.64705882] ; [ 8.64705882 12.35294118],0
s1,1,0.868156,0.027556,[ 7 92] ; [ 3 35],[ 7.22627737 91.77372263] ; [ 2.77372263 35.22627737],0
a4,1,0.882184,0.021964,[22 77] ; [ 8 30],[21.67883212 77.32116788] ; [ 8.32116788 29.67883212],0
d4,1,0.885505,0.020734,[46 54] ; [18 20],[46.37681159 53.62318841] ; [17.62318841 20.37681159],0
