Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.00735,7.185484,[18 12] ; [ 6 19],[13.09090909 16.90909091] ; [10.90909091 14.09090909],0
s5,1,0.010816,6.495251,[ 9 21] ; [ 1 25],[ 5.35714286 24.64285714] ; [ 4.64285714 21.35714286],0
s7,1,0.020167,5.397391,[12 17] ; [ 3 21],[ 8.20754717 20.79245283] ; [ 6.79245283 17.20754717],0
d5,1,0.045122,4.014081,[16 14] ; [ 7 19],[12.32142857 17.67857143] ; [10.67857143 15.32142857],0
p10,1,0.047968,3.911111,[20 10] ; [10 15],[16.36363636 13.63636364] ; [13.63636364 11.36363636],0
s2,1,0.054031,3.711756,[10 20] ; [ 3 23],[ 6.96428571 23.03571429] ; [ 6.03571429 19.96428571],0
n5,1,0.066154,3.375954,[16 14] ; [20  6],[19.28571429 10.71428571] ; [16.71428571  9.28571429],0
d3,1,0.091835,2.841907,[12 18] ; [ 5 21],[ 9.10714286 20.89285714] ; [ 7.89285714 18.10714286],0
a1,1,0.121867,2.393162,[ 5 25] ; [ 1 25],[ 3.21428571 26.78571429] ; [ 2.78571429 23.21428571],0
p4,1,0.159952,1.974683,[16 14] ; [ 9 17],[13.39285714 16.60714286] ; [11.60714286 14.39285714],0
u2,1,0.163309,1.94332,[9 3] ; [10 10],[7.125 4.875] ; [11.875  8.125],0
p9,1,0.171263,1.871849,[21  9] ; [13 12],[18.54545455 11.45454545] ; [15.45454545  9.54545455],0
u3,1,0.186923,1.741707,[5 7] ; [ 4 16],[3.375 8.625] ; [ 5.625 14.375],0
v3,1,0.189297,1.723077,[ 6 24] ; [ 2 24],[ 4.28571429 25.71428571] ; [ 3.71428571 22.28571429],0
b4,1,0.197143,1.663418,[19 11] ; [12 14],[16.60714286 13.39285714] ; [14.39285714 11.60714286],0
s6,1,0.224429,1.475826,[14 16] ; [ 8 18],[11.78571429 18.21428571] ; [10.21428571 15.78571429],0
s1,1,0.234425,1.413807,[ 1 29] ; [ 3 23],[ 2.14285714 27.85714286] ; [ 1.85714286 24.14285714],0
v1,1,0.234634,1.41255,[10 20] ; [ 5 21],[ 8.03571429 21.96428571] ; [ 6.96428571 19.03571429],0
b3,1,0.239731,1.382174,[ 7 11] ; [ 3 12],[ 5.45454545 12.54545455] ; [ 4.54545455 10.45454545],0
b2,1,0.239731,1.382174,[ 7 11] ; [ 3 12],[ 5.45454545 12.54545455] ; [ 4.54545455 10.45454545],0
r1,1,0.30264,1.062523,[12 18] ; [ 7 19],[10.17857143 19.82142857] ; [ 8.82142857 17.17857143],0
d2,1,0.342381,0.901494,[ 4 26] ; [ 6 20],[ 5.35714286 24.64285714] ; [ 4.64285714 21.35714286],0
s8,1,0.353309,0.861538,[ 9 21] ; [ 5 21],[ 7.5 22.5] ; [ 6.5 19.5],0
p12,1,0.372512,0.795266,[ 3 27] ; [ 1 25],[ 2.14285714 27.85714286] ; [ 1.85714286 24.14285714],0
a7,1,0.386358,0.750372,[15 15] ; [10 16],[13.39285714 16.60714286] ; [11.60714286 14.39285714],0
a5,1,0.386358,0.750372,[15 15] ; [10 16],[13.39285714 16.60714286] ; [11.60714286 14.39285714],0
v2,1,0.444985,0.583393,[ 9 21] ; [ 5 19],[ 7.77777778 22.22222222] ; [ 6.22222222 17.77777778],0
b1,1,0.505283,0.443823,[17 13] ; [17  9],[18.21428571 11.78571429] ; [15.78571429 10.21428571],0
a6,1,0.505283,0.443823,[13 17] ; [ 9 17],[11.78571429 18.21428571] ; [10.21428571 15.78571429],0
s3,1,0.544717,0.366867,[10 19] ; [ 7 19],[ 8.96363636 20.03636364] ; [ 8.03636364 17.96363636],0
a4,1,0.547066,0.3626,[ 5 25] ; [ 6 20],[ 5.89285714 24.10714286] ; [ 5.10714286 20.89285714],0
a8,1,0.580197,0.305916,[ 4 24] ; [ 5 20],[ 4.75471698 23.24528302] ; [ 4.24528302 20.75471698],0
p7,1,0.617859,0.248889,[17 13] ; [13 13],[16.07142857 13.92857143] ; [13.92857143 12.07142857],0
n2,1,0.627867,0.234965,[7 4] ; [7 6],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
r3,1,0.636784,0.222973,[21  9] ; [16  9],[20.18181818  9.81818182] ; [16.81818182  8.18181818],0
p1,1,0.64015,0.218545,[ 2 28] ; [ 1 25],[ 1.60714286 28.39285714] ; [ 1.39285714 24.60714286],0
n3,1,0.729165,0.11988,[6 5] ; [8 5],[6.41666667 4.58333333] ; [7.58333333 5.41666667],0
p8,1,0.761102,0.092437,[12 18] ; [ 9 16],[11.45454545 18.54545455] ; [ 9.54545455 15.45454545],0
p5,1,0.797252,0.066,[ 3 27] ; [ 2 23],[ 2.72727273 27.27272727] ; [ 2.27272727 22.72727273],0
p3,1,0.799344,0.064615,[ 9 21] ; [ 7 19],[ 8.57142857 21.42857143] ; [ 7.42857143 18.57142857],0
b5,1,0.832304,0.044837,[17 13] ; [14 12],[16.60714286 13.39285714] ; [14.39285714 11.60714286],0
v4,1,0.832304,0.044837,[17 13] ; [14 12],[16.60714286 13.39285714] ; [14.39285714 11.60714286],0
n6,1,0.850773,0.035394,[16 13] ; [15 11],[16.34545455 12.65454545] ; [14.65454545 11.34545455],0
p11,1,0.861029,0.030648,[18 12] ; [15 11],[17.67857143 12.32142857] ; [15.32142857 10.67857143],0
p2,1,0.906413,0.013821,[18 12] ; [16 10],[18.21428571 11.78571429] ; [15.78571429 10.21428571],0
n1,1,0.915759,0.011189,[4 7] ; [5 8],[4.125 6.875] ; [4.875 8.125],0
u1,1,0.917858,0.010636,[ 1 29] ; [ 1 25],[ 1.07142857 28.92857143] ; [ 0.92857143 25.07142857],0
n4,1,0.938346,0.005983,[17 13] ; [15 11],[17.14285714 12.85714286] ; [14.85714286 11.14285714],0
s4,1,0.942395,0.005221,[ 6 24] ; [ 5 21],[ 5.89285714 24.10714286] ; [ 5.10714286 20.89285714],0
r4,1,0.981917,0.000514,[ 7 23] ; [ 6 20],[ 6.96428571 23.03571429] ; [ 6.03571429 19.96428571],0
p6,1,1.0,0.0,[ 6 24] ; [ 5 20],[ 6. 24.] ; [ 5. 20.],0
