Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002265,9.321633,[ 8 29] ; [5 1],[11.18604651 25.81395349] ; [1.81395349 4.18604651],0
s3,1,0.007267,7.205867,[10 27] ; [5 1],[12.90697674 24.09302326] ; [2.09302326 3.90697674],0
a8,1,0.014022,6.035359,[ 4 34] ; [3 3],[ 6.04545455 31.95454545] ; [0.95454545 5.04545455],0
p6,1,0.01796,5.6,[ 4 32] ; [3 3],[ 6. 30.] ; [1. 5.],0
d1,1,0.022946,5.17259,[13 25] ; [5 1],[15.54545455 22.45454545] ; [2.45454545 3.54545455],0
v3,1,0.038561,4.280112,[ 7 31] ; [3 2],[ 8.8372093 29.1627907] ; [1.1627907 3.8372093],0
p4,1,0.048602,3.889056,[10 28] ; [4 2],[12.09090909 25.90909091] ; [1.90909091 4.09090909],0
d2,1,0.068405,3.320883,[16 21] ; [5 1],[18.06976744 18.93023256] ; [2.93023256 3.06976744],0
p2,1,0.078247,3.100944,[11 26] ; [4 2],[12.90697674 24.09302326] ; [2.09302326 3.90697674],0
d3,1,0.078885,3.087719,[17 21] ; [5 1],[19. 19.] ; [3. 3.],0
b2,1,0.087461,2.920501,[ 8 18] ; [3 1],[ 9.53333333 16.46666667] ; [1.46666667 2.53333333],0
b3,1,0.087461,2.920501,[ 8 18] ; [3 1],[ 9.53333333 16.46666667] ; [1.46666667 2.53333333],0
n6,1,0.08923,2.888216,[17 20] ; [5 1],[18.93023256 18.06976744] ; [3.06976744 2.93023256],0
p9,1,0.101066,2.688636,[17 19] ; [5 1],[18.85714286 17.14285714] ; [3.14285714 2.85714286],0
p12,1,0.125078,2.352548,[ 1 37] ; [1 5],[ 1.72727273 36.27272727] ; [0.27272727 5.72727273],0
s8,1,0.130319,2.288704,[ 4 34] ; [2 4],[ 5.18181818 32.81818182] ; [0.81818182 5.18181818],0
r2,1,0.136112,2.221376,[16 20] ; [4 1],[17.56097561 18.43902439] ; [2.43902439 2.56097561],0
a3,1,0.158261,1.990766,[20 18] ; [5 1],[21.59090909 16.40909091] ; [3.40909091 2.59090909],0
b5,1,0.158261,1.990766,[20 18] ; [5 1],[21.59090909 16.40909091] ; [3.40909091 2.59090909],0
d4,1,0.193732,1.689009,[21 17] ; [5 1],[22.45454545 15.54545455] ; [3.54545455 2.45454545],0
p10,1,0.231941,1.428916,[15 22] ; [4 2],[16.34883721 20.65116279] ; [2.65116279 3.34883721],0
a4,1,0.255719,1.291788,[10 27] ; [3 3],[11.18604651 25.81395349] ; [1.81395349 4.18604651],0
a7,1,0.261496,1.260819,[16 22] ; [4 2],[17.27272727 20.72727273] ; [2.72727273 3.27272727],0
s5,1,0.267625,1.228878,[ 3 35] ; [1 3],[ 3.61904762 34.38095238] ; [0.38095238 3.61904762],0
p7,1,0.303524,1.058647,[11 27] ; [3 3],[12.09090909 25.90909091] ; [1.90909091 4.09090909],0
n4,1,0.332603,0.938738,[24 14] ; [5 1],[25.04545455 12.95454545] ; [3.95454545 2.04545455],0
b4,1,0.332603,0.938738,[24 14] ; [5 1],[25.04545455 12.95454545] ; [3.95454545 2.04545455],0
s6,1,0.431841,0.617868,[ 9 29] ; [2 3],[ 9.72093023 28.27906977] ; [1.27906977 3.72093023],0
s7,1,0.442719,0.589226,[ 7 29] ; [2 4],[ 7.71428571 28.28571429] ; [1.28571429 4.71428571],0
b1,1,0.44751,0.57695,[19 19] ; [4 2],[19.86363636 18.13636364] ; [3.13636364 2.86363636],0
a6,1,0.52111,0.411696,[20 18] ; [4 2],[20.72727273 17.27272727] ; [3.27272727 2.72727273],0
p11,1,0.52111,0.411696,[18 20] ; [2 4],[17.27272727 20.72727273] ; [2.72727273 3.27272727],0
v1,1,0.589522,0.291091,[10 27] ; [1 5],[ 9.46511628 27.53488372] ; [1.53488372 4.46511628],0
s2,1,0.703064,0.145304,[ 9 29] ; [1 5],[ 8.63636364 29.36363636] ; [1.36363636 4.63636364],0
a2,1,0.815959,0.054171,[ 5 33] ; [1 5],[ 5.18181818 32.81818182] ; [0.81818182 5.18181818],0
n5,1,0.826783,0.047886,[27 11] ; [4 2],[26.77272727 11.22727273] ; [4.22727273 1.77272727],0
p3,1,0.826783,0.047886,[11 27] ; [2 4],[11.22727273 26.77272727] ; [1.77272727 4.22727273],0
a5,1,0.904537,0.014384,[20 18] ; [3 3],[19.86363636 18.13636364] ; [3.13636364 2.86363636],0
s4,1,0.956463,0.00298,[ 6 32] ; [1 5],[ 6.04545455 31.95454545] ; [0.95454545 5.04545455],0
p1,1,0.956463,0.00298,[ 6 32] ; [1 5],[ 6.04545455 31.95454545] ; [0.95454545 5.04545455],0
p8,1,1.0,0.0,[ 6 30] ; [1 5],[ 6. 30.] ; [1. 5.],0
