Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4e-06,21.308434,[54 28] ; [10 34],[41.65079365 40.34920635] ; [22.34920635 21.65079365],1
s2,1,8e-06,19.88799,[52 32] ; [ 9 35],[40.03125 43.96875] ; [20.96875 23.03125],1
s7,1,8.8e-05,15.384842,[51 28] ; [11 30],[40.81666667 38.18333333] ; [21.18333333 19.81666667],1
s5,1,0.000563,11.894227,[35 49] ; [ 5 38],[26.45669291 57.54330709] ; [13.54330709 29.45669291],1
n6,1,0.001146,10.575364,[76  9] ; [29 15],[69.18604651 15.81395349] ; [35.81395349  8.18604651],0
s8,1,0.002295,9.297455,[43 42] ; [10 34],[34.92248062 50.07751938] ; [18.07751938 25.92248062],0
p1,1,0.011336,6.411874,[ 6 78] ; [10 34],[10.5 73.5] ; [ 5.5 38.5],0
r3,1,0.03078,4.665213,[81  4] ; [37  7],[77.75193798  7.24806202] ; [40.24806202  3.75193798],0
p5,1,0.034008,4.494304,[18 66] ; [ 3 41],[13.78125 70.21875] ; [ 7.21875 36.78125],0
p10,1,0.092772,2.82561,[66 17] ; [29 15],[62.08661417 20.91338583] ; [32.91338583 11.08661417],0
b1,1,0.111297,2.535703,[32 53] ; [23 21],[36.24031008 48.75968992] ; [18.75968992 25.24031008],0
u3,1,0.111363,2.534768,[19 12] ; [5 9],[16.53333333 14.46666667] ; [7.46666667 6.53333333],0
p4,1,0.115594,2.476022,[48 35] ; [19 25],[43.78740157 39.21259843] ; [23.21259843 20.78740157],0
d5,1,0.148471,2.087892,[50 35] ; [20 24],[46.12403101 38.87596899] ; [23.87596899 20.12403101],0
a1,1,0.186207,1.747378,[ 3 82] ; [ 4 40],[ 4.6124031 80.3875969] ; [ 2.3875969 41.6124031],0
u1,1,0.21291,1.551527,[ 2 83] ; [ 3 41],[ 3.29457364 81.70542636] ; [ 1.70542636 42.29457364],0
v1,1,0.214282,1.542257,[52 31] ; [22 21],[48.74603175 34.25396825] ; [25.25396825 17.74603175],0
p8,1,0.217392,1.521507,[44 40] ; [18 26],[40.6875 43.3125] ; [21.3125 22.6875],0
r1,1,0.245282,1.349976,[71 14] ; [33 11],[68.52713178 16.47286822] ; [35.47286822  8.52713178],0
u2,1,0.249306,1.327189,[19 12] ; [6 8],[17.22222222 13.77777778] ; [7.77777778 6.22222222],0
v4,1,0.269736,1.218089,[80  5] ; [39  5],[78.41085271  6.58914729] ; [40.58914729  3.41085271],0
a4,1,0.308627,1.036542,[18 66] ; [13 31],[20.34375 63.65625] ; [10.65625 33.34375],0
n5,1,0.348215,0.87995,[68 17] ; [32 12],[65.89147287 19.10852713] ; [34.10852713  9.89147287],0
d4,1,0.358355,0.843649,[51 33] ; [23 21],[48.5625 35.4375] ; [25.4375 18.5625],0
s4,1,0.376281,0.782817,[10 75] ; [ 3 41],[ 8.56589147 76.43410853] ; [ 4.43410853 39.56589147],0
p9,1,0.411148,0.675479,[64 19] ; [31 13],[62.08661417 20.91338583] ; [32.91338583 11.08661417],0
n3,1,0.414192,0.666735,[14  6] ; [6 1],[14.81481481  5.18518519] ; [5.18518519 1.81481481],0
