Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000169,14.148082,[18 97] ; [9 7],[23.70229008 91.29770992] ; [ 3.29770992 12.70229008],1
p8,1,0.001132,10.597403,[36 83] ; [12  5],[42. 77.] ; [ 6. 11.],0
p6,1,0.00523,7.798154,[24 93] ; [8 7],[28.36363636 88.63636364] ; [ 3.63636364 11.36363636],0
s6,1,0.008536,6.917388,[33 88] ; [10  7],[37.70289855 83.29710145] ; [ 5.29710145 11.70289855],0
p11,1,0.019676,5.440373,[72 50] ; [15  2],[76.35971223 45.64028777] ; [10.64028777  6.35971223],0
p7,1,0.02495,5.027377,[50 70] ; [12  5],[54.30656934 65.69343066] ; [7.69343066 9.30656934],0
v3,1,0.035467,4.422546,[28 93] ; [8 9],[31.56521739 89.43478261] ; [ 4.43478261 12.56521739],0
b5,1,0.047472,3.928579,[74 48] ; [ 6 11],[70.21582734 51.78417266] ; [9.78417266 7.21582734],0
r3,1,0.055296,3.673143,[88 33] ; [16  1],[91.1884058 29.8115942] ; [12.8115942  4.1884058],0
p12,1,0.056586,3.634713,[  3 117] ; [ 2 15],[  4.37956204 115.62043796] ; [ 0.62043796 16.37956204],0
p4,1,0.058173,3.588729,[42 78] ; [10  7],[45.54744526 74.45255474] ; [ 6.45255474 10.54744526],0
p3,1,0.059442,3.55289,[36 84] ; [9 8],[39.41605839 80.58394161] ; [ 5.58394161 11.41605839],0
r4,1,0.065199,3.399925,[57 65] ; [12  5],[60.56115108 61.43884892] ; [8.43884892 8.56115108],0
s3,1,0.082054,3.023746,[26 93] ; [ 7 10],[28.875 90.125] ; [ 4.125 12.875],0
s1,1,0.089013,2.892139,[  4 118] ; [ 2 14],[  5.30434783 116.69565217] ; [ 0.69565217 15.30434783],0
p10,1,0.115729,2.474192,[64 54] ; [12  4],[66.92537313 51.07462687] ; [9.07462687 6.92537313],0
p5,1,0.161863,1.956733,[  9 112] ; [ 3 14],[ 10.52173913 110.47826087] ; [ 1.47826087 15.52173913],0
b1,1,0.178591,1.809308,[57 65] ; [ 5 12],[54.41726619 67.58273381] ; [7.58273381 9.41726619],0
u2,1,0.19043,1.714286,[21 33] ; [4 2],[22.5 31.5] ; [2.5 3.5],0
v2,1,0.208502,1.581796,[38 82] ; [8 9],[40.2919708 79.7080292] ; [ 5.7080292 11.2919708],0
p2,1,0.21194,1.558128,[73 47] ; [13  4],[75.32846715 44.67153285] ; [10.67153285  6.32846715],0
u3,1,0.214429,1.541268,[14 40] ; [3 3],[15.3 38.7] ; [1.7 4.3],0
n6,1,0.2451,1.351021,[83 38] ; [14  3],[85.05072464 35.94927536] ; [11.94927536  5.05072464],0
d1,1,0.246271,1.344333,[40 82] ; [8 9],[42.1294964 79.8705036] ; [ 5.8705036 11.1294964],0
n3,1,0.32522,0.967837,[31 15] ; [6 1],[32.11320755 13.88679245] ; [4.88679245 2.11320755],0
v1,1,0.326046,0.964539,[35 84] ; [ 7 10],[36.75 82.25] ; [ 5.25 11.75],0
p1,1,0.330833,0.945634,[ 12 110] ; [ 3 14],[ 13.16546763 108.83453237] ; [ 1.83453237 15.16546763],0
n5,1,0.420954,0.647652,[83 38] ; [10  7],[81.54347826 39.45652174] ; [11.45652174  5.54347826],0
d4,1,0.429575,0.623974,[74 48] ; [12  5],[75.48201439 46.51798561] ; [10.51798561  6.48201439],0
a4,1,0.429888,0.623127,[40 81] ; [ 4 13],[38.57971014 82.42028986] ; [ 5.42028986 11.57971014],0
a7,1,0.446131,0.580462,[67 55] ; [11  6],[68.46043165 53.53956835] ; [9.53956835 7.46043165],0
p9,1,0.457329,0.552424,[79 38] ; [13  4],[80.32835821 36.67164179] ; [11.67164179  5.32835821],0
a3,1,0.467261,0.528447,[67 54] ; [11  6],[68.39130435 52.60869565] ; [9.60869565 7.39130435],0
v4,1,0.485439,0.48662,[91 31] ; [14  3],[92.15827338 29.84172662] ; [12.84172662  4.15827338],0
a2,1,0.540101,0.375352,[ 13 109] ; [ 1 16],[ 12.28776978 109.71223022] ; [ 1.71223022 15.28776978],0
n4,1,0.547489,0.361834,[77 45] ; [12  5],[78.11510791 43.88489209] ; [10.88489209  6.11510791],0
n2,1,0.591317,0.288293,[28 18] ; [5 2],[28.64150943 17.35849057] ; [4.35849057 2.64150943],0
a5,1,0.622207,0.242778,[58 64] ; [ 7 10],[57.05035971 64.94964029] ; [7.94964029 9.05035971],0
b3,1,0.657547,0.196516,[30 39] ; [4 7],[29.325 39.675] ; [4.675 6.325],0
b2,1,0.657547,0.196516,[30 39] ; [4 7],[29.325 39.675] ; [4.675 6.325],0
s5,1,0.679899,0.17024,[ 12 108] ; [ 1 14],[ 11.55555556 108.44444444] ; [ 1.44444444 13.55555556],0
a6,1,0.71388,0.134432,[66 56] ; [10  7],[66.70503597 55.29496403] ; [9.29496403 7.70503597],0
a8,1,0.754379,0.097888,[ 10 107] ; [ 1 15],[  9.67669173 107.32330827] ; [ 1.32330827 14.67669173],0
n1,1,0.783684,0.075362,[18 28] ; [2 4],[17.69230769 28.30769231] ; [2.30769231 3.69230769],0
b4,1,0.827963,0.047226,[68 54] ; [9 8],[67.58273381 54.41726619] ; [9.41726619 7.58273381],0
r2,1,0.857616,0.032188,[86 32] ; [12  4],[86.29850746 31.70149254] ; [11.70149254  4.29850746],0
