Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000705,11.475955,[28 28] ; [32  6],[35.74468085 20.25531915] ; [24.25531915 13.74468085],1
p8,1,0.000779,11.290131,[25 35] ; [29  9],[33.06122449 26.93877551] ; [20.93877551 17.06122449],1
a6,1,0.002824,8.918134,[32 28] ; [ 9 30],[24.84848485 35.15151515] ; [16.15151515 22.84848485],0
s8,1,0.0032,8.689686,[30 30] ; [31  8],[36.96969697 23.03030303] ; [24.03030303 14.96969697],0
p9,1,0.022002,5.245635,[44 16] ; [35  3],[48.36734694 11.63265306] ; [30.63265306  7.36734694],0
p7,1,0.024863,5.033373,[37 21] ; [33  6],[41.8556701 16.1443299] ; [28.1443299 10.8556701],0
p2,1,0.028421,4.802365,[42 17] ; [35  4],[46.35714286 12.64285714] ; [30.64285714  8.35714286],0
n4,1,0.029135,4.759615,[50 10] ; [38  1],[53.33333333  6.66666667] ; [34.66666667  4.33333333],0
p4,1,0.030033,4.70741,[31 28] ; [29 10],[36.12244898 22.87755102] ; [23.87755102 15.12244898],0
d5,1,0.033111,4.540022,[45 15] ; [35  3],[48.97959184 11.02040816] ; [31.02040816  6.97959184],0
a4,1,0.033373,4.526522,[18 42] ; [20 19],[23.03030303 36.96969697] ; [14.96969697 24.03030303],0
d3,1,0.044214,4.048367,[23 37] ; [23 16],[27.87878788 32.12121212] ; [18.12121212 20.87878788],0
s6,1,0.047555,3.925635,[37 22] ; [31  7],[41.36082474 17.63917526] ; [26.63917526 11.36082474],0
d1,1,0.05332,3.73387,[25 35] ; [24 15],[29.6969697 30.3030303] ; [19.3030303 19.6969697],0
a8,1,0.079476,3.075586,[ 4 53] ; [ 7 30],[ 6.67021277 50.32978723] ; [ 4.32978723 32.67021277],0
d2,1,0.092244,2.834771,[25 35] ; [23 16],[29.09090909 30.90909091] ; [18.90909091 20.09090909],0
s5,1,0.157359,1.999424,[19 41] ; [17 20],[22.26804124 37.73195876] ; [13.73195876 23.26804124],0
n1,1,0.178978,1.80609,[ 5 10] ; [5 3],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
n6,1,0.196413,1.668845,[50 10] ; [36  3],[52.12121212  7.87878788] ; [33.87878788  5.12121212],0
p10,1,0.214425,1.541298,[46 14] ; [33  5],[48.36734694 11.63265306] ; [30.63265306  7.36734694],0
r2,1,0.263239,1.251643,[51  7] ; [36  2],[52.5625  5.4375] ; [34.4375  3.5625],0
r3,1,0.268833,1.222692,[53  7] ; [37  2],[54.54545455  5.45454545] ; [35.45454545  3.54545455],0
a1,1,0.275349,1.189904,[ 5 55] ; [ 6 33],[ 6.66666667 53.33333333] ; [ 4.33333333 34.66666667],0
b2,1,0.294,1.101213,[17 23] ; [15 12],[19.10447761 20.89552239] ; [12.89552239 14.10447761],0
b3,1,0.294,1.101213,[17 23] ; [15 12],[19.10447761 20.89552239] ; [12.89552239 14.10447761],0
p11,1,0.315562,1.007252,[44 16] ; [32  7],[46.06060606 13.93939394] ; [29.93939394  9.06060606],0
p12,1,0.317363,0.999781,[ 2 58] ; [ 3 35],[ 3.06122449 56.93877551] ; [ 1.93877551 36.06122449],0
u1,1,0.31879,0.993902,[ 3 57] ; [ 4 35],[ 4.24242424 55.75757576] ; [ 2.75757576 36.24242424],0
u4,1,0.326226,0.963822,[ 1 59] ; [ 2 37],[ 1.81818182 58.18181818] ; [ 1.18181818 37.81818182],0
p5,1,0.327621,0.958279,[ 9 50] ; [ 9 30],[10.83673469 48.16326531] ; [ 7.16326531 31.83673469],0
s2,1,0.368957,0.807173,[33 27] ; [25 14],[35.15151515 24.84848485] ; [22.84848485 16.15151515],0
n5,1,0.371113,0.799935,[50 10] ; [35  4],[51.51515152  8.48484848] ; [33.48484848  5.51515152],0
p3,1,0.420528,0.648839,[33 26] ; [25 14],[34.91836735 24.08163265] ; [23.08163265 15.91836735],0
r1,1,0.428729,0.626265,[50 10] ; [30  9],[48.48484848 11.51515152] ; [31.51515152  7.48484848],0
d4,1,0.473332,0.514186,[47 13] ; [32  6],[48.36734694 11.63265306] ; [30.63265306  7.36734694],0
p1,1,0.543258,0.369535,[ 5 55] ; [ 2 37],[ 4.24242424 55.75757576] ; [ 2.75757576 36.24242424],0
v4,1,0.543258,0.369535,[55  5] ; [37  2],[55.75757576  4.24242424] ; [36.24242424  2.75757576],0
s4,1,0.602008,0.271978,[10 50] ; [ 5 34],[ 9.09090909 50.90909091] ; [ 5.90909091 33.09090909],0
v2,1,0.609749,0.260541,[39 20] ; [27 11],[40.1443299 18.8556701] ; [25.8556701 12.1443299],0
u3,1,0.750679,0.100962,[4 9] ; [3 5],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
b1,1,0.763851,0.090256,[28 32] ; [17 22],[27.27272727 32.72727273] ; [17.72727273 21.27272727],0
n3,1,0.781867,0.076667,[12  3] ; [6 2],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
a5,1,0.8273,0.047596,[45 15] ; [30  9],[45.45454545 14.54545455] ; [29.54545455  9.45454545],0
b4,1,0.841707,0.039884,[32 28] ; [20 19],[31.51515152 28.48484848] ; [20.48484848 18.51515152],0
u2,1,0.863926,0.029371,[7 6] ; [4 4],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
s3,1,0.878339,0.023432,[36 24] ; [24 15],[36.36363636 23.63636364] ; [23.63636364 15.36363636],0
a3,1,0.890857,0.018829,[47 13] ; [31  8],[47.27272727 12.72727273] ; [30.72727273  8.27272727],0
v1,1,0.903784,0.014613,[39 19] ; [26 12],[39.27083333 18.72916667] ; [25.72916667 12.27083333],0
n2,1,0.930912,0.007516,[11  4] ; [6 2],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
r4,1,0.941154,0.005449,[52  8] ; [34  5],[52.12121212  7.87878788] ; [33.87878788  5.12121212],0
b5,1,0.949552,0.004003,[25 35] ; [16 23],[24.84848485 35.15151515] ; [16.15151515 22.84848485],0
a2,1,0.977293,0.00081,[ 3 57] ; [ 2 37],[ 3.03030303 56.96969697] ; [ 1.96969697 37.03030303],0
