Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,68.266141,[337   7] ; [5 5],[332.33898305  11.66101695] ; [9.66101695 0.33898305],1
r4,1,0.0,47.17195,[326  22] ; [4 7],[319.88857939  28.11142061] ; [10.11142061  0.88857939],1
p2,1,0.00263,9.048073,[301  46] ; [6 5],[297.56703911  49.43296089] ; [9.43296089 1.56703911],0
r1,1,0.003034,8.78686,[301  47] ; [6 5],[297.59331476  50.40668524] ; [9.40668524 1.59331476],0
p4,1,0.0032,8.689871,[240 106] ; [3 8],[235.51260504 110.48739496] ; [7.48739496 3.51260504],0
d5,1,0.00595,7.565452,[294  51] ; [6 5],[290.73033708  54.26966292] ; [9.26966292 1.73033708],0
d3,1,0.006301,7.462112,[255  91] ; [4 7],[251.01960784  94.98039216] ; [7.98039216 3.01960784],0
r3,1,0.008651,6.893484,[337  11] ; [9 2],[335.39832869  12.60167131] ; [10.60167131  0.39832869],0
a4,1,0.025173,5.011979,[182 165] ; [2 9],[178.34636872 168.65363128] ; [5.65363128 5.34636872],0
d1,1,0.030982,4.653977,[235 113] ; [4 7],[231.67688022 116.32311978] ; [7.32311978 3.67688022],0
p9,1,0.034354,4.477009,[313  33] ; [7 3],[311.01123596  34.98876404] ; [8.98876404 1.01123596],0
s6,1,0.037567,4.324523,[290  53] ; [6 4],[287.61473088  55.38526912] ; [8.38526912 1.61473088],0
p8,1,0.0435,4.075878,[198 144] ; [3 8],[194.73654391 147.26345609] ; [6.26345609 4.73654391],0
n2,1,0.087375,2.922078,[53 13] ; [3 3],[51.33333333 14.66666667] ; [4.66666667 1.33333333],0
s1,1,0.09309,2.820102,[ 20 325] ; [2 9],[ 21.32022472 323.67977528] ; [ 0.67977528 10.32022472],0
s3,1,0.095033,2.786991,[263  81] ; [6 5],[260.66478873  83.33521127] ; [8.33521127 2.66478873],0
a7,1,0.10411,2.641426,[239 109] ; [5 6],[236.52367688 111.47632312] ; [7.47632312 3.52367688],0
a8,1,0.117112,2.455527,[ 55 255] ; [4 7],[ 56.97819315 253.02180685] ; [2.02180685 8.97819315],0
p3,1,0.119177,2.428103,[207 139] ; [4 7],[204.49859944 141.50140056] ; [6.50140056 4.49859944],0
p11,1,0.125914,2.342174,[285  63] ; [7 4],[283.05292479  64.94707521] ; [8.94707521 2.05292479],0
s2,1,0.134582,2.238839,[259  88] ; [6 5],[256.8575419  90.1424581] ; [8.1424581 2.8575419],0
d4,1,0.173753,1.850264,[300  45] ; [8 3],[298.48314607  46.51685393] ; [9.51685393 1.48314607],0
u1,1,0.18466,1.759719,[ 94 254] ; [ 1 10],[ 92.08913649 255.91086351] ; [2.91086351 8.08913649],0
p10,1,0.21118,1.563321,[298  48] ; [8 3],[296.57142857  49.42857143] ; [9.42857143 1.57142857],0
p7,1,0.258759,1.275384,[238 100] ; [6 5],[236.30945559 101.69054441] ; [7.69054441 3.30945559],0
s8,1,0.267902,1.227457,[242 103] ; [6 5],[240.33707865 104.66292135] ; [7.66292135 3.33707865],0
s5,1,0.327318,0.95948,[152 181] ; [3 7],[150.48104956 182.51895044] ; [4.51895044 5.48104956],0
b1,1,0.331144,0.944418,[139 209] ; [6 5],[140.55710306 207.44289694] ; [4.44289694 6.55710306],0
n1,1,0.355368,0.854194,[35 31] ; [2 4],[33.91666667 32.08333333] ; [3.08333333 2.91666667],0
a2,1,0.402159,0.701863,[104 244] ; [2 9],[102.75208914 245.24791086] ; [3.24791086 7.75208914],0
p1,1,0.407887,0.684951,[ 36 311] ; [2 9],[ 36.83240223 310.16759777] ; [1.16759777 9.83240223],0
p6,1,0.409899,0.679095,[168 175] ; [4 7],[166.65536723 176.34463277] ; [5.34463277 5.65536723],0
d2,1,0.426204,0.633145,[199 147] ; [5 6],[197.71428571 148.28571429] ; [6.28571429 4.71428571],0
a6,1,0.427212,0.630392,[228 117] ; [6 5],[226.76966292 118.23033708] ; [7.23033708 3.76966292],0
a5,1,0.43954,0.597483,[285  63] ; [8 3],[284.02228412  63.97771588] ; [8.97771588 2.02228412],0
n5,1,0.496863,0.46163,[308  40] ; [9 2],[307.28690808  40.71309192] ; [9.71309192 1.28690808],0
a3,1,0.500027,0.45488,[288  58] ; [10  1],[288.81792717  57.18207283] ; [9.18207283 1.81792717],0
b4,1,0.565566,0.330157,[191 157] ; [7 4],[191.93314763 156.06685237] ; [6.06685237 4.93314763],0
v2,1,0.660477,0.192944,[209 133] ; [6 5],[208.30028329 133.69971671] ; [6.69971671 4.30028329],0
a1,1,0.745592,0.105272,[ 23 325] ; [ 1 10],[ 23.26462396 324.73537604] ; [ 0.73537604 10.26462396],0
n6,1,0.796927,0.066217,[320  27] ; [9 1],[319.78431373  27.21568627] ; [9.21568627 0.78431373],0
b5,1,0.801976,0.062896,[203 145] ; [6 5],[202.59610028 145.40389972] ; [6.40389972 4.59610028],0
v3,1,0.811237,0.05704,[166 172] ; [5 6],[165.61031519 172.38968481] ; [5.38968481 5.61031519],0
p12,1,0.818996,0.052366,[ 39 306] ; [ 1 10],[ 38.76404494 306.23595506] ; [1.23595506 9.76404494],0
b2,1,0.820356,0.051569,[105 145] ; [5 6],[105.36398467 144.63601533] ; [4.63601533 6.36398467],0
b3,1,0.820356,0.051569,[105 145] ; [5 6],[105.36398467 144.63601533] ; [4.63601533 6.36398467],0
n3,1,0.877391,0.023802,[46 20] ; [4 2],[45.83333333 20.16666667] ; [4.16666667 1.83333333],0
v1,1,0.913619,0.011767,[197 141] ; [6 4],[197.16666667 140.83333333] ; [5.83333333 4.16666667],0
p5,1,0.9911,0.000124,[ 63 281] ; [2 9],[ 62.98591549 281.01408451] ; [2.01408451 8.98591549],0
s4,1,0.998226,5e-06,[ 63 283] ; [2 9],[ 62.99719888 283.00280112] ; [2.00280112 8.99719888],0
