Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,31.263436,[58 29] ; [348  39],[74.51898734 12.48101266] ; [331.48101266  55.51898734],1
p9,1,1e-06,23.378502,[65 23] ; [356  31],[77.99578947 10.00421053] ; [343.00421053  43.99578947],1
b1,1,8e-06,20.049639,[54 35] ; [137 255],[35.34095634 53.65904366] ; [155.65904366 236.34095634],1
p8,1,0.000172,14.114738,[32 56] ; [224 159],[47.83014862 40.16985138] ; [208.16985138 174.83014862],1
p2,1,0.001796,9.746671,[66 22] ; [343  47],[75.29707113 12.70292887] ; [333.70292887  56.29707113],0
p12,1,0.007178,7.227819,[ 3 85] ; [ 53 336],[10.3312369 77.6687631] ; [ 45.6687631 343.3312369],0
a6,1,0.011709,6.354409,[48 40] ; [267 122],[58.11320755 29.88679245] ; [256.88679245 132.11320755],0
p7,1,0.011807,6.33965,[48 38] ; [265 114],[57.88817204 28.11182796] ; [255.11182796 123.88817204],0
n6,1,0.02318,5.15499,[75 14] ; [359  31],[80.6388309  8.3611691] ; [353.3611691  36.6388309],0
s1,1,0.040944,4.17833,[ 8 80] ; [ 15 370],[ 4.27906977 83.72093023] ; [ 18.72093023 366.27906977],0
r3,1,0.049797,3.848265,[81  7] ; [378  13],[84.3256785  3.6743215] ; [374.6743215  16.3256785],0
v1,1,0.06858,3.316688,[45 44] ; [231 147],[52.59957173 36.40042827] ; [223.40042827 154.59957173],0
p4,1,0.09621,2.767271,[53 35] ; [270 119],[59.58909853 28.41090147] ; [263.41090147 125.58909853],0
s3,1,0.114639,2.489075,[56 32] ; [277 107],[62.08474576 25.91525424] ; [270.91525424 113.08474576],0
n5,1,0.119944,2.418048,[75 14] ; [351  39],[79.15240084  9.84759916] ; [346.84759916  43.15240084],0
p3,1,0.139312,2.185537,[42 46] ; [220 170],[48.23430962 39.76569038] ; [213.76569038 176.23430962],0
a5,1,0.179372,1.802819,[64 25] ; [307  84],[68.78958333 20.21041667] ; [302.21041667  88.78958333],0
