Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.004261,8.169203,[7 4] ; [ 4 21],[3.36111111 7.63888889] ; [ 7.63888889 17.36111111],0
p8,1,0.010515,6.545455,[7 4] ; [ 5 20],[3.66666667 7.33333333] ; [ 8.33333333 16.66666667],0
s6,1,0.02507,5.019048,[7 2] ; [ 9 17],[4.11428571 4.88571429] ; [11.88571429 14.11428571],0
v3,1,0.026144,4.946494,[5 6] ; [ 3 22],[2.44444444 8.55555556] ; [ 5.55555556 19.44444444],0
n6,1,0.040685,4.189091,[10  1] ; [14 11],[7.33333333 3.66666667] ; [16.66666667  8.33333333],0
p11,1,0.04852,3.8919,[10  1] ; [15 11],[7.43243243 3.56756757] ; [17.56756757  8.43243243],0
p7,1,0.056646,3.632969,[8 3] ; [10 16],[5.35135135 5.64864865] ; [12.64864865 13.35135135],0
r2,1,0.076134,3.145558,[4 7] ; [17  8],[6.41666667 4.58333333] ; [14.58333333 10.41666667],0
a8,1,0.101319,2.684659,[4 7] ; [ 3 21],[2.2 8.8] ; [ 4.8 19.2],0
d3,1,0.13821,2.197779,[3 8] ; [14 12],[5.05405405 5.94594595] ; [11.94594595 14.05405405],0
u3,1,0.157299,2.0,[2 2] ; [1 7],[1. 3.] ; [2. 6.],0
s7,1,0.226238,1.46436,[5 6] ; [ 6 18],[3.45714286 7.54285714] ; [ 7.54285714 16.45714286],0
p10,1,0.228464,1.450401,[10  1] ; [19  7],[8.62162162 2.37837838] ; [20.37837838  5.62162162],0
s3,1,0.235461,1.407568,[7 4] ; [11 15],[5.35135135 5.64864865] ; [12.64864865 13.35135135],0
b1,1,0.259071,1.273713,[5 6] ; [17  9],[6.54054054 4.45945946] ; [15.45945946 10.54054054],0
p3,1,0.259071,1.273713,[6 5] ; [ 9 17],[4.45945946 6.54054054] ; [10.54054054 15.45945946],0
b4,1,0.271067,1.21134,[6 5] ; [19  7],[7.43243243 3.56756757] ; [17.56756757  8.43243243],0
p2,1,0.285029,1.142955,[9 2] ; [16  9],[7.63888889 3.36111111] ; [17.36111111  7.63888889],0
n5,1,0.317497,0.99923,[9 2] ; [17  9],[7.72972973 3.27027027] ; [18.27027027  7.72972973],0
n4,1,0.317497,0.99923,[9 2] ; [17  9],[7.72972973 3.27027027] ; [18.27027027  7.72972973],0
a2,1,0.347635,0.882072,[2 9] ; [ 2 24],[1.18918919 9.81081081] ; [ 2.81081081 23.18918919],0
u2,1,0.386476,0.75,[2 2] ; [2 6],[1.33333333 2.66666667] ; [2.66666667 5.33333333],0
a4,1,0.392416,0.731442,[5 6] ; [ 8 18],[3.86486486 7.13513514] ; [ 9.13513514 16.86486486],0
s4,1,0.444379,0.58495,[ 1 10] ; [ 5 21],[1.78378378 9.21621622] ; [ 4.21621622 21.78378378],0
b5,1,0.446805,0.578743,[7 4] ; [13 13],[5.94594595 5.05405405] ; [14.05405405 11.94594595],0
v2,1,0.49478,0.466115,[6 5] ; [11 15],[5.05405405 5.94594595] ; [11.94594595 14.05405405],0
p4,1,0.49478,0.466115,[6 5] ; [11 15],[5.05405405 5.94594595] ; [11.94594595 14.05405405],0
