Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.76249,[96  6] ; [19 18],[84.38848921 17.61151079] ; [30.61151079  6.38848921],1
s6,1,2.8e-05,17.559364,[79 22] ; [14 21],[69.06617647 31.93382353] ; [23.93382353 11.06617647],1
d5,1,6.8e-05,15.854725,[88 13] ; [20 16],[79.62043796 21.37956204] ; [28.37956204  7.62043796],1
v4,1,7.3e-05,15.738923,[99  3] ; [28  9],[93.1942446  8.8057554] ; [33.8057554  3.1942446],1
d4,1,0.000343,12.81877,[88 13] ; [22 15],[80.50724638 20.49275362] ; [29.49275362  7.50724638],1
d1,1,0.000702,11.483732,[66 36] ; [12 25],[57.23741007 44.76258993] ; [20.76258993 16.23741007],1
r2,1,0.000949,10.923737,[100   2] ; [29  6],[96.04379562  5.95620438] ; [32.95620438  2.04379562],1
s7,1,0.002192,9.381257,[60 35] ; [12 24],[52.21374046 42.78625954] ; [19.78625954 16.21374046],0
s8,1,0.005127,7.834016,[52 50] ; [ 9 28],[44.76258993 57.23741007] ; [16.23741007 20.76258993],0
a7,1,0.00547,7.717232,[81 21] ; [20 16],[74.65217391 27.34782609] ; [26.34782609  9.65217391],0
a3,1,0.005671,7.651913,[75 25] ; [18 18],[68.38235294 31.61764706] ; [24.61764706 11.38235294],0
d3,1,0.005847,7.596984,[77 24] ; [18 17],[70.55147059 30.44852941] ; [24.44852941 10.55147059],0
a5,1,0.006505,7.404743,[77 25] ; [19 18],[70.44604317 31.55395683] ; [25.55395683 11.44604317],0
n6,1,0.006719,7.346566,[79 20] ; [21 16],[72.79411765 26.20588235] ; [27.20588235  9.79411765],0
v2,1,0.007228,7.21553,[54 43] ; [11 26],[47.05223881 49.94776119] ; [17.94776119 19.05223881],0
r3,1,0.009396,6.745943,[93  8] ; [28  9],[88.55797101 12.44202899] ; [32.44202899  4.55797101],0
p10,1,0.012449,6.245815,[84 18] ; [23 14],[78.51798561 23.48201439] ; [28.48201439  8.51798561],0
a6,1,0.016291,5.771208,[69 32] ; [17 20],[62.94202899 38.05797101] ; [23.05797101 13.94202899],0
b1,1,0.036846,4.357526,[43 59] ; [23 14],[48.43165468 53.56834532] ; [17.56834532 19.43165468],0
a4,1,0.056321,3.642537,[54 47] ; [13 24],[49.03623188 51.96376812] ; [17.96376812 19.03623188],0
n4,1,0.057125,3.618946,[72 29] ; [20 17],[67.33333333 33.66666667] ; [24.66666667 12.33333333],0
n5,1,0.062212,3.4774,[71 29] ; [20 17],[66.42335766 33.57664234] ; [24.57664234 12.42335766],0
u1,1,0.067821,3.334997,[22 80] ; [ 3 34],[18.34532374 83.65467626] ; [ 6.65467626 30.34532374],0
s2,1,0.07587,3.151218,[64 38] ; [17 20],[59.43884892 42.56115108] ; [21.56115108 15.43884892],0
p8,1,0.081335,3.038028,[39 63] ; [ 8 28],[34.73913043 67.26086957] ; [12.26086957 23.73913043],0
a2,1,0.116528,2.463383,[30 72] ; [ 6 31],[26.41726619 75.58273381] ; [ 9.58273381 27.41726619],0
d2,1,0.120684,2.408426,[56 45] ; [15 22],[51.96376812 49.03623188] ; [19.03623188 17.96376812],0
p4,1,0.171932,1.866018,[56 46] ; [15 21],[52.47826087 49.52173913] ; [18.52173913 17.47826087],0
p6,1,0.184471,1.761232,[41 61] ; [10 26],[37.69565217 64.30434783] ; [13.30434783 22.69565217],0
v3,1,0.202333,1.625453,[36 62] ; [ 9 27],[32.91044776 65.08955224] ; [12.08955224 23.91044776],0
s3,1,0.234026,1.416226,[62 39] ; [18 18],[58.97810219 42.02189781] ; [21.02189781 14.97810219],0
s1,1,0.271438,1.209464,[ 8 93] ; [ 1 36],[ 6.58695652 94.41304348] ; [ 2.41304348 34.58695652],0
a1,1,0.318506,0.995073,[ 4 98] ; [ 3 34],[ 5.13669065 96.86330935] ; [ 1.86330935 35.13669065],0
p2,1,0.332257,0.940082,[79 22] ; [26 11],[76.84782609 24.15217391] ; [28.15217391  8.84782609],0
p7,1,0.346048,0.887897,[55 45] ; [17 20],[52.55474453 47.44525547] ; [19.44525547 17.55474453],0
p3,1,0.373005,0.793628,[44 57] ; [13 24],[41.7173913 59.2826087] ; [15.2826087 21.7173913],0
