Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.003731,8.410546,[389  50] ; [3 3],[386.71460674  52.28539326] ; [5.28539326 0.71460674],0
p5,1,0.01296,6.174587,[ 61 374] ; [3 3],[ 63.1292517 371.8707483] ; [0.8707483 5.1292517],0
s2,1,0.048359,3.897457,[247 187] ; [1 5],[244.61818182 189.38181818] ; [3.38181818 2.61818182],0
a5,1,0.094227,2.800633,[346  95] ; [3 3],[344.31543624  96.68456376] ; [4.68456376 1.31543624],0
a4,1,0.117078,2.455978,[214 224] ; [1 5],[212.09459459 225.90540541] ; [2.90540541 3.09459459],0
n6,1,0.124619,2.358291,[383  54] ; [4 2],[381.75846501  55.24153499] ; [5.24153499 0.75846501],0
a7,1,0.172209,1.86361,[328 112] ; [3 3],[326.5470852 113.4529148] ; [4.4529148 1.5470852],0
b4,1,0.180287,1.795256,[266 175] ; [2 4],[264.40268456 176.59731544] ; [3.59731544 2.40268456],0
s5,1,0.188809,1.726889,[169 252] ; [4 2],[170.56908665 250.43091335] ; [2.43091335 3.56908665],0
d5,1,0.259574,1.271029,[368  71] ; [4 2],[366.98426966  72.01573034] ; [5.01573034 0.98426966],0
s8,1,0.36466,0.821781,[226 209] ; [2 4],[224.89795918 210.10204082] ; [3.10204082 2.89795918],0
p4,1,0.379474,0.772405,[289 147] ; [5 1],[290.00904977 145.99095023] ; [3.99095023 2.00904977],0
d2,1,0.401636,0.703422,[222 217] ; [2 4],[220.97977528 218.02022472] ; [3.02022472 2.97977528],0
v2,1,0.433369,0.613777,[292 135] ; [5 1],[292.88452656 134.11547344] ; [4.11547344 1.88452656],0
p7,1,0.448523,0.574383,[293 132] ; [5 1],[293.85150812 131.14849188] ; [4.14849188 1.85150812],0
b1,1,0.472584,0.515927,[158 283] ; [3 3],[158.83892617 282.16107383] ; [2.16107383 3.83892617],0
b5,1,0.472584,0.515927,[283 158] ; [3 3],[282.16107383 158.83892617] ; [3.83892617 2.16107383],0
d1,1,0.535212,0.384487,[275 166] ; [3 3],[274.26845638 166.73154362] ; [3.73154362 2.26845638],0
p1,1,0.593517,0.284886,[ 44 394] ; [1 5],[ 44.39189189 393.60810811] ; [0.60810811 5.39189189],0
p6,1,0.600116,0.274821,[188 239] ; [2 4],[187.36720554 239.63279446] ; [2.63279446 3.36720554],0
a3,1,0.635056,0.225266,[329 109] ; [4 2],[328.5 109.5] ; [4.5 1.5],0
p8,1,0.648732,0.207503,[254 175] ; [3 3],[253.45517241 175.54482759] ; [3.54482759 2.45517241],0
b3,1,0.736292,0.113413,[123 163] ; [1 2],[122.71280277 163.28719723] ; [1.28719723 1.71280277],0
b2,1,0.736292,0.113413,[123 163] ; [1 2],[122.71280277 163.28719723] ; [1.28719723 1.71280277],0
s6,1,0.743673,0.106925,[311 117] ; [4 2],[310.64516129 117.35483871] ; [4.35483871 1.64516129],0
p3,1,0.748978,0.102392,[247 190] ; [3 3],[246.61399549 190.38600451] ; [3.38600451 2.61399549],0
s7,1,0.786875,0.0731,[226 193] ; [3 2],[226.2995283 192.7004717] ; [2.7004717 2.2995283],0
d3,1,0.810454,0.057524,[313 127] ; [4 2],[312.73542601 127.26457399] ; [4.26457399 1.73542601],0
a6,1,0.920777,0.009891,[301 138] ; [4 2],[300.88764045 138.11235955] ; [4.11235955 1.88764045],0
n4,1,0.932907,0.007088,[360  79] ; [5 1],[360.07865169  78.92134831] ; [4.92134831 1.07865169],0
n5,1,0.942111,0.005273,[360  78] ; [5 1],[360.06756757  77.93243243] ; [4.93243243 1.06756757],0
d4,1,0.94943,0.004022,[370  69] ; [5 1],[369.94382022  69.05617978] ; [5.05617978 0.94382022],0
v3,1,0.958911,0.002654,[217 208] ; [3 3],[216.93735499 208.06264501] ; [3.06264501 2.93735499],0
s4,1,0.971638,0.001264,[ 70 364] ; [1 5],[ 70.03181818 363.96818182] ; [0.96818182 5.03181818],0
