Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.012872,6.18668,[5 8] ; [24  7],[8.56818182 4.43181818] ; [20.43181818 10.56818182],0
n6,1,0.07822,3.101499,[4 9] ; [18 12],[6.65116279 6.34883721] ; [15.34883721 14.65116279],0
d3,1,0.098508,2.729529,[9 4] ; [13 18],[6.5 6.5] ; [15.5 15.5],0
d4,1,0.119247,2.427181,[10  3] ; [16 15],[7.68181818 5.31818182] ; [18.31818182 12.68181818],0
b2,1,0.122056,2.390742,[6 5] ; [ 5 14],[4.03333333 6.96666667] ; [ 6.96666667 12.03333333],0
b3,1,0.122056,2.390742,[6 5] ; [ 5 14],[4.03333333 6.96666667] ; [ 6.96666667 12.03333333],0
a6,1,0.165282,1.925227,[5 8] ; [19 12],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
s7,1,0.23437,1.414141,[4 8] ; [ 5 25],[2.57142857 9.42857143] ; [ 6.42857143 23.57142857],0
p10,1,0.243525,1.360071,[4 9] ; [15 15],[5.74418605 7.25581395] ; [13.25581395 16.74418605],0
n1,1,0.248213,1.333333,[1 3] ; [7 5],[2. 2.] ; [6. 6.],0
d1,1,0.258362,1.277513,[7 6] ; [11 20],[5.31818182 7.68181818] ; [12.68181818 18.31818182],0
a3,1,0.281735,1.158699,[9 4] ; [16 15],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
b4,1,0.318236,0.996184,[10  3] ; [19 12],[8.56818182 4.43181818] ; [20.43181818 10.56818182],0
s5,1,0.318587,0.994737,[ 2 10] ; [ 2 28],[ 1.14285714 10.85714286] ; [ 2.85714286 27.14285714],0
a8,1,0.334551,0.931201,[ 1 12] ; [ 6 25],[ 2.06818182 10.93181818] ; [ 4.93181818 26.06818182],0
r2,1,0.335467,0.927677,[4 7] ; [16 14],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
p8,1,0.359397,0.84,[3 9] ; [ 4 26],[ 2. 10.] ; [ 5. 25.],0
p9,1,0.379235,0.773182,[5 7] ; [17 13],[6.28571429 5.71428571] ; [15.71428571 14.28571429],0
n3,1,0.382733,0.761905,[3 1] ; [6 6],[2.25 1.75] ; [6.75 5.25],0
s4,1,0.399901,0.708624,[ 3 10] ; [ 4 27],[ 2.06818182 10.93181818] ; [ 4.93181818 26.06818182],0
p4,1,0.420153,0.649888,[ 3 10] ; [11 20],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
b1,1,0.425539,0.634969,[8 5] ; [15 16],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
v2,1,0.439261,0.598212,[5 8] ; [ 8 22],[3.93023256 9.06976744] ; [ 9.06976744 20.93023256],0
a4,1,0.439261,0.598212,[5 8] ; [ 8 22],[3.93023256 9.06976744] ; [ 9.06976744 20.93023256],0
a7,1,0.469111,0.524069,[7 6] ; [13 18],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
p3,1,0.542519,0.370891,[ 3 10] ; [10 21],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
p11,1,0.546328,0.363937,[5 8] ; [15 16],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
u2,1,0.569653,0.323264,[1 3] ; [ 2 13],[0.63157895 3.36842105] ; [ 2.36842105 12.63157895],0
a5,1,0.598735,0.276909,[6 7] ; [17 14],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
s6,1,0.607777,0.263425,[4 9] ; [ 7 23],[3.3255814 9.6744186] ; [ 7.6744186 22.3255814],0
d2,1,0.66534,0.187102,[7 6] ; [14 16],[6.34883721 6.65116279] ; [14.65116279 15.34883721],0
b5,1,0.682286,0.167564,[8 5] ; [17 14],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
d5,1,0.682286,0.167564,[8 5] ; [17 14],[7.38636364 5.61363636] ; [17.61363636 13.38636364],0
p2,1,0.709406,0.138871,[4 9] ; [11 19],[4.53488372 8.46511628] ; [10.46511628 19.53488372],0
n2,1,0.771084,0.084656,[2 2] ; [5 7],[1.75 2.25] ; [5.25 6.75],0
r3,1,0.816752,0.053696,[7 6] ; [15 15],[6.65116279 6.34883721] ; [15.34883721 14.65116279],0
r4,1,0.826783,0.047886,[ 2 11] ; [ 4 27],[ 1.77272727 11.22727273] ; [ 4.22727273 26.77272727],0
a2,1,0.826783,0.047886,[ 2 11] ; [ 4 27],[ 1.77272727 11.22727273] ; [ 4.22727273 26.77272727],0
s1,1,0.834464,0.043672,[ 1 12] ; [ 3 28],[ 1.18181818 11.81818182] ; [ 2.81818182 28.18181818],0
v3,1,0.866236,0.028372,[3 9] ; [ 7 24],[2.79069767 9.20930233] ; [ 7.20930233 23.79069767],0
p6,1,0.881342,0.022281,[ 2 11] ; [ 5 24],[ 2.16666667 10.83333333] ; [ 4.83333333 24.16666667],0
u1,1,0.881579,0.022191,[ 1 12] ; [ 2 29],[ 0.88636364 12.11363636] ; [ 2.11363636 28.88636364],0
s3,1,0.894417,0.017614,[4 8] ; [11 20],[4.18604651 7.81395349] ; [10.81395349 20.18604651],0
p7,1,0.922934,0.009358,[4 9] ; [10 21],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
p1,1,0.950885,0.003794,[ 2 11] ; [ 5 26],[ 2.06818182 10.93181818] ; [ 4.93181818 26.06818182],0
v1,1,0.956645,0.002955,[3 9] ; [ 8 23],[3.06976744 8.93023256] ; [ 7.93023256 23.06976744],0
s2,1,0.97141,0.001284,[ 3 10] ; [ 7 24],[ 2.95454545 10.04545455] ; [ 7.04545455 23.95454545],0
