Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,62.388852,[324  34] ; [28 28],[304.38647343  53.61352657] ; [47.61352657  8.38647343],1
p10,1,9e-06,19.796192,[320  34] ; [38 17],[309.85819071  44.14180929] ; [48.14180929  6.85819071],1
p4,1,0.001118,10.620995,[256 101] ; [28 28],[245.49152542 111.50847458] ; [38.50847458 17.49152542],0
p3,1,0.00322,8.678232,[215 142] ; [22 34],[204.86440678 152.13559322] ; [32.13559322 23.86440678],0
p9,1,0.004031,8.269844,[323  31] ; [44 12],[316.87317073  37.12682927] ; [50.12682927  5.87317073],0
p7,1,0.004767,7.965876,[254  93] ; [30 25],[245.14427861 101.85572139] ; [38.85572139 16.14427861],0
r4,1,0.007745,7.091441,[341  18] ; [48  8],[336.50843373  22.49156627] ; [52.49156627  3.50843373],0
s8,1,0.016043,5.798178,[191 164] ; [20 35],[182.69512195 172.30487805] ; [28.30487805 26.69512195],0
p8,1,0.024455,5.062058,[218 132] ; [26 30],[210.34482759 139.65517241] ; [33.65517241 22.34482759],0
p2,1,0.03946,4.240946,[315  41] ; [44 12],[310.2038835  45.7961165] ; [48.7961165  7.2038835],0
s7,1,0.051723,3.784711,[189 149] ; [23 32],[182.3307888 155.6692112] ; [29.6692112 25.3307888],0
n1,1,0.051765,3.783338,[29 29] ; [2 9],[26.05797101 31.94202899] ; [4.94202899 6.05797101],0
p11,1,0.061134,3.506351,[305  54] ; [42 14],[300.17590361  58.82409639] ; [46.82409639  9.17590361],0
p5,1,0.061234,3.50364,[ 60 295] ; [ 4 52],[ 55.27980535 299.72019465] ; [ 8.72019465 47.27980535],0
s1,1,0.068711,3.313552,[  9 344] ; [ 4 52],[ 11.2200489 341.7799511] ; [ 1.7799511 54.2200489],0
a3,1,0.087143,2.926366,[273  83] ; [37 19],[267.86407767  88.13592233] ; [42.13592233 13.86407767],0
v3,1,0.10165,2.679468,[188 163] ; [22 31],[182.45049505 168.54950495] ; [27.54950495 25.45049505],0
d2,1,0.102704,2.663041,[189 169] ; [23 33],[183.3236715 174.6763285] ; [28.6763285 27.3236715],0
s3,1,0.117055,2.456285,[206 146] ; [26 29],[200.64864865 151.35135135] ; [31.35135135 23.64864865],0
d1,1,0.120603,2.409469,[231 128] ; [30 26],[225.78072289 133.21927711] ; [35.21927711 20.78072289],0
p6,1,0.135733,2.225681,[162 190] ; [19 35],[156.92610837 195.07389163] ; [24.07389163 29.92610837],0
u1,1,0.148476,2.087837,[ 82 277] ; [ 8 48],[ 77.85542169 281.14457831] ; [12.14457831 43.85542169],0
b5,1,0.178559,1.809581,[223 136] ; [40 16],[227.51084337 131.48915663] ; [35.48915663 20.51084337],0
s2,1,0.192805,1.696054,[200 153] ; [26 29],[195.53431373 157.46568627] ; [30.46568627 24.53431373],0
a2,1,0.196595,1.66749,[100 259] ; [11 45],[ 96.02168675 262.97831325] ; [14.97831325 41.02168675],0
s6,1,0.219216,1.509497,[260  91] ; [35 18],[256.29950495  94.70049505] ; [38.70049505 14.29950495],0
r1,1,0.231428,1.432061,[303  54] ; [44 12],[299.94915254  57.05084746] ; [47.05084746  8.94915254],0
p12,1,0.236726,1.399986,[ 37 319] ; [ 3 53],[ 34.5631068 321.4368932] ; [ 5.4368932 50.5631068],0
a7,1,0.254223,1.299945,[262  96] ; [45 11],[265.47342995  92.52657005] ; [41.52657005 14.47342995],0
a1,1,0.254446,1.298724,[ 19 340] ; [ 1 55],[ 17.30120482 341.69879518] ; [ 2.69879518 53.30120482],0
s5,1,0.278192,1.175899,[140 205] ; [17 35],[136.43576826 208.56423174] ; [20.56423174 31.43576826],0
s4,1,0.413891,0.667596,[ 54 298] ; [11 45],[ 56.07843137 295.92156863] ; [ 8.92156863 47.07843137],0
a6,1,0.454531,0.559329,[248 110] ; [36 20],[245.58454106 112.41545894] ; [38.41545894 17.58454106],0
a5,1,0.485977,0.48542,[284  75] ; [42 14],[282.00963855  76.99036145] ; [43.99036145 12.00963855],0
p1,1,0.526651,0.400849,[ 35 322] ; [ 4 52],[ 33.71186441 323.28813559] ; [ 5.28813559 50.71186441],0
r3,1,0.531999,0.390572,[346  12] ; [55  1],[346.75845411  11.24154589] ; [54.24154589  1.75845411],0
b1,1,0.554373,0.349542,[130 229] ; [18 38],[128.02891566 230.97108434] ; [19.97108434 36.02891566],0
u2,1,0.564429,0.332094,[43 42] ; [11  8],[44.13461538 40.86538462] ; [9.86538462 9.13461538],0
d3,1,0.596648,0.280082,[257 102] ; [42 14],[258.65301205 100.34698795] ; [40.34698795 15.65301205],0
a8,1,0.603644,0.269535,[ 52 267] ; [ 7 45],[ 50.73045822 268.26954178] ; [ 8.26954178 43.73045822],0
u3,1,0.687257,0.162071,[50 36] ; [12  7],[50.78095238 35.21904762] ; [11.21904762  7.78095238],0
a4,1,0.714596,0.13373,[175 181] ; [29 27],[176.27184466 179.72815534] ; [27.72815534 28.27184466],0
v2,1,0.749509,0.101944,[240 109] ; [39 16],[241.01732673 107.98267327] ; [37.98267327 17.01732673],0
d4,1,0.754322,0.097935,[301  57] ; [48  8],[301.79227053  56.20772947] ; [47.20772947  8.79227053],0
v4,1,0.820716,0.051359,[348  11] ; [53  2],[347.72705314  11.27294686] ; [53.27294686  1.72705314],0
b2,1,0.861326,0.030515,[100 140] ; [12 18],[ 99.55555556 140.44444444] ; [12.44444444 17.55555556],0
b3,1,0.861326,0.030515,[100 140] ; [12 18],[ 99.55555556 140.44444444] ; [12.44444444 17.55555556],0
b4,1,0.891619,0.018566,[215 144] ; [33 23],[214.53493976 144.46506024] ; [33.46506024 22.53493976],0
r2,1,0.897149,0.016709,[345  12] ; [52  2],[344.83941606  12.16058394] ; [52.16058394  1.83941606],0
d5,1,0.938765,0.005902,[299  59] ; [47  9],[299.19806763  58.80193237] ; [46.80193237  9.19806763],0
n2,1,0.951405,0.003714,[47 11] ; [9 2],[47.07246377 10.92753623] ; [8.92753623 2.07246377],0
n3,1,0.982975,0.000455,[42 16] ; [8 3],[42.02898551 15.97101449] ; [7.97101449 3.02898551],0
