Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,32.601001,[161  55] ; [44 61],[137.94392523  78.05607477] ; [67.05607477 37.94392523],1
d3,1,0.0,27.162804,[160  55] ; [47 58],[139.078125  75.921875] ; [67.921875 37.078125],1
a2,1,0.001204,10.484392,[ 54 163] ; [10 95],[ 43.13043478 173.86956522] ; [20.86956522 84.13043478],0
d5,1,0.00466,8.006685,[171  45] ; [67 37],[160.65  55.35] ; [77.35 26.65],0
b1,1,0.00623,7.482569,[ 75 142] ; [53 52],[ 86.26086957 130.73913043] ; [41.73913043 63.26086957],0
d4,1,0.009413,6.742693,[179  37] ; [73 31],[170.1  45.9] ; [81.9 22.1],0
r4,1,0.009772,6.676084,[193  24] ; [82 23],[185.32608696  31.67391304] ; [89.67391304 15.32608696],0
u1,1,0.010986,6.467536,[ 37 180] ; [ 7 98],[ 29.65217391 187.34782609] ; [14.34782609 90.65217391],0
u3,1,0.011487,6.388335,[46 27] ; [13 22],[39.87962963 33.12037037] ; [19.12037037 15.87962963],0
r2,1,0.029611,4.731747,[200  13] ; [91 14],[194.91509434  18.08490566] ; [96.08490566  8.91509434],0
d1,1,0.036265,4.384594,[120  97] ; [45 60],[111.19565217 105.80434783] ; [53.80434783 51.19565217],0
b5,1,0.043543,4.074203,[145  72] ; [58 47],[136.80434783  80.19565217] ; [66.19565217 38.80434783],0
a1,1,0.045257,4.009021,[  6 211] ; [ 8 97],[  9.43478261 207.56521739] ; [  4.56521739 100.43478261],0
n5,1,0.069055,3.305334,[154  62] ; [84 20],[160.65  55.35] ; [77.35 26.65],0
b3,1,0.100937,2.690683,[41 82] ; [30 36],[46.20634921 76.79365079] ; [24.79365079 41.20634921],0
b2,1,0.100937,2.690683,[41 82] ; [30 36],[46.20634921 76.79365079] ; [24.79365079 41.20634921],0
s2,1,0.120721,2.407948,[112 103] ; [45 60],[105.484375 109.515625] ; [51.515625 53.484375],0
s7,1,0.127533,2.322285,[ 91 117] ; [54 48],[ 97.29032258 110.70967742] ; [47.70967742 54.29032258],0
p8,1,0.18032,1.794983,[118  98] ; [49 56],[112.37383178 103.62616822] ; [54.62616822 50.37383178],0
r1,1,0.199264,1.647759,[157  59] ; [69 36],[152.07476636  63.92523364] ; [73.92523364 31.07476636],0
v1,1,0.200774,1.636736,[ 93 119] ; [37 65],[ 87.77070064 124.22929936] ; [42.22929936 59.77070064],0
v4,1,0.22636,1.46359,[205  11] ; [96  9],[202.54205607  13.45794393] ; [98.45794393  6.54205607],0
p2,1,0.240904,1.375294,[187  29] ; [84 19],[183.4984326  32.5015674] ; [87.5015674 15.4984326],0
p1,1,0.249385,1.326746,[ 18 198] ; [13 92],[ 20.85981308 195.14018692] ; [10.14018692 94.85981308],0
v3,1,0.271204,1.210646,[ 34 177] ; [22 82],[ 37.51111111 173.48888889] ; [18.48888889 85.51111111],0
p5,1,0.278097,1.176366,[ 24 190] ; [16 87],[ 27.00315457 186.99684543] ; [12.99684543 90.00315457],0
u2,1,0.285015,1.14302,[44 30] ; [17 18],[41.41284404 32.58715596] ; [19.58715596 15.41284404],0
s8,1,0.298256,1.081974,[ 88 129] ; [49 56],[ 92.32608696 124.67391304] ; [44.67391304 60.32608696],0
p4,1,0.304825,1.052968,[132  85] ; [57 47],[127.76635514  89.23364486] ; [61.23364486 42.76635514],0
p10,1,0.307918,1.039586,[190  24] ; [89 16],[187.1661442  26.8338558] ; [91.8338558 13.1661442],0
s5,1,0.331778,0.941947,[ 67 142] ; [38 63],[ 70.79032258 138.20967742] ; [34.20967742 66.79032258],0
r3,1,0.35918,0.84076,[199  16] ; [94 11],[196.859375  18.140625] ; [96.140625  8.859375],0
n3,1,0.360533,0.836036,[33 12] ; [23 13],[31.11111111 13.88888889] ; [24.88888889 11.11111111],0
a5,1,0.432586,0.615871,[150  67] ; [68 37],[146.91304348  70.08695652] ; [71.08695652 33.91304348],0
p3,1,0.433638,0.61306,[104 113] ; [45 59],[100.7258567 116.2741433] ; [48.2741433 55.7258567],0
s3,1,0.453808,0.561123,[116  98] ; [61 43],[119.11320755  94.88679245] ; [57.88679245 46.11320755],0
s1,1,0.59201,0.287217,[ 11 202] ; [  4 101],[ 10.04716981 202.95283019] ; [  4.95283019 100.04716981],0
a4,1,0.598877,0.276693,[ 90 126] ; [47 58],[ 92.18691589 123.81308411] ; [44.81308411 60.18691589],0
p7,1,0.61134,0.258229,[126  83] ; [59 44],[123.92628205  85.07371795] ; [61.07371795 41.92628205],0
p11,1,0.66387,0.188856,[169  48] ; [84 21],[170.5  46.5] ; [82.5 22.5],0
n4,1,0.680111,0.170001,[161  55] ; [76 29],[159.47663551  56.52336449] ; [77.52336449 27.47663551],0
u4,1,0.743931,0.106702,[  3 214] ; [  1 104],[  2.69565217 214.30434783] ; [  1.30434783 103.69565217],0
n6,1,0.787754,0.072484,[180  37] ; [85 19],[179.14330218  37.85669782] ; [85.85669782 18.14330218],0
