Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,47.79582,[91  9] ; [17 29],[73.97260274 26.02739726] ; [34.02739726 11.97260274],1
s6,1,0.00078,11.287329,[88 13] ; [29 17],[80.3877551 20.6122449] ; [36.6122449  9.3877551],1
s5,1,0.001802,9.741155,[46 51] ; [ 9 36],[37.57042254 59.42957746] ; [17.42957746 27.57042254],0
v4,1,0.005002,7.878657,[97  4] ; [37  8],[92.69863014  8.30136986] ; [41.30136986  3.69863014],0
p9,1,0.011343,6.410763,[87 12] ; [31 13],[81.69230769 17.30769231] ; [36.30769231  7.69230769],0
s4,1,0.012922,6.179711,[30 71] ; [ 5 41],[24.04761905 76.95238095] ; [10.95238095 35.04761905],0
p5,1,0.01817,5.579666,[ 3 98] ; [ 6 40],[ 6.18367347 94.81632653] ; [ 2.81632653 43.18367347],0
p2,1,0.020246,5.390561,[77 25] ; [26 20],[70.98648649 31.01351351] ; [32.01351351 13.98648649],0
v2,1,0.023456,5.134394,[63 33] ; [21 25],[56.78873239 39.21126761] ; [27.21126761 18.78873239],0
n5,1,0.046098,3.977999,[75 25] ; [27 19],[69.8630137 30.1369863] ; [32.1369863 13.8630137],0
b5,1,0.052892,3.747315,[66 36] ; [22 24],[60.64864865 41.35135135] ; [27.35135135 18.64864865],0
a8,1,0.074818,3.174023,[21 71] ; [ 4 37],[17.29323308 74.70676692] ; [ 7.70676692 33.29323308],0
d5,1,0.085746,2.95247,[83 18] ; [32 14],[79.01360544 21.98639456] ; [35.98639456 10.01360544],0
p3,1,0.091161,2.853758,[24 78] ; [17 29],[28.25675676 73.74324324] ; [12.74324324 33.25675676],0
p6,1,0.108004,2.583188,[29 71] ; [ 7 36],[25.17482517 74.82517483] ; [10.82517483 32.17482517],0
r2,1,0.117443,2.451099,[97  3] ; [40  4],[95.13888889  4.86111111] ; [41.86111111  2.13888889],0
s1,1,0.132532,2.262592,[ 9 92] ; [ 1 45],[ 6.8707483 94.1292517] ; [ 3.1292517 42.8707483],0
r4,1,0.162173,1.953848,[89 13] ; [36 10],[86.14864865 15.85135135] ; [38.85135135  7.14864865],0
a4,1,0.162948,1.946657,[48 54] ; [16 30],[44.10810811 57.89189189] ; [19.89189189 26.10810811],0
p11,1,0.169848,1.884288,[71 31] ; [37  9],[74.43243243 27.56756757] ; [33.56756757 12.43243243],0
r1,1,0.237176,1.397304,[84 18] ; [34 12],[81.32432432 20.67567568] ; [36.67567568  9.32432432],0
a6,1,0.266078,1.236855,[60 40] ; [32 14],[63.01369863 36.98630137] ; [28.98630137 17.01369863],0
u1,1,0.304489,1.054429,[23 79] ; [ 7 39],[20.67567568 81.32432432] ; [ 9.32432432 36.67567568],0
n6,1,0.326391,0.963164,[77 22] ; [39  7],[79.2 19.8] ; [36.8  9.2],0
n1,1,0.33849,0.916141,[12 17] ; [9 7],[13.53333333 15.46666667] ; [7.46666667 8.53333333],0
p7,1,0.339153,0.913629,[52 42] ; [21 24],[49.36690647 44.63309353] ; [23.63309353 21.36690647],0
d2,1,0.355597,0.853384,[50 51] ; [19 27],[47.40816327 53.59183673] ; [21.59183673 24.40816327],0
d3,1,0.371517,0.798584,[58 43] ; [30 16],[60.46258503 40.53741497] ; [27.53741497 18.46258503],0
v1,1,0.372292,0.795999,[53 46] ; [20 24],[50.53846154 48.46153846] ; [22.46153846 21.53846154],0
r3,1,0.388406,0.743926,[95  5] ; [42  4],[93.83561644  6.16438356] ; [43.16438356  2.83561644],0
s8,1,0.421983,0.644787,[69 33] ; [28 18],[66.85135135 35.14864865] ; [30.14864865 15.85135135],0
n2,1,0.491556,0.473119,[23  6] ; [14  2],[23.84444444  5.15555556] ; [13.15555556  2.84444444],0
d4,1,0.505654,0.44305,[81 20] ; [39  7],[82.44897959 18.55102041] ; [37.55102041  8.44897959],0
b4,1,0.506305,0.441696,[57 45] ; [23 23],[55.13513514 46.86486486] ; [24.86486486 21.13513514],0
p1,1,0.513833,0.426254,[10 92] ; [ 3 43],[ 8.95945946 93.04054054] ; [ 4.04054054 41.95945946],0
p8,1,0.622169,0.24283,[35 63] ; [18 27],[36.32167832 61.67832168] ; [16.67832168 28.32167832],0
p12,1,0.640618,0.217935,[ 5 97] ; [ 3 41],[ 5.5890411 96.4109589] ; [ 2.4109589 41.5890411],0
v3,1,0.663283,0.18956,[43 55] ; [18 27],[41.8041958 56.1958042] ; [19.1958042 25.8041958],0
u3,1,0.681867,0.168032,[17  6] ; [6 3],[16.53125  6.46875] ; [6.46875 2.53125],0
p10,1,0.689312,0.159831,[81 20] ; [34 10],[80.10344828 20.89655172] ; [34.89655172  9.10344828],0
b1,1,0.729199,0.119848,[43 59] ; [18 28],[42.04054054 59.95945946] ; [18.95945946 27.04054054],0
d1,1,0.757914,0.095,[56 46] ; [24 22],[55.13513514 46.86486486] ; [24.86486486 21.13513514],0
n4,1,0.759966,0.093345,[79 22] ; [37  9],[79.70068027 21.29931973] ; [36.29931973  9.70068027],0
a3,1,0.759966,0.093345,[79 22] ; [37  9],[79.70068027 21.29931973] ; [36.29931973  9.70068027],0
a5,1,0.8627,0.029907,[74 28] ; [34 12],[74.43243243 27.56756757] ; [33.56756757 12.43243243],0
a7,1,0.863021,0.029766,[68 34] ; [30 16],[67.54054054 34.45945946] ; [30.45945946 15.54054054],0
