Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,50.810347,[47 19] ; [ 28 112],[24.02912621 41.97087379] ; [50.97087379 89.02912621],1
s3,1,0.0,25.294069,[54 16] ; [57 84],[36.82464455 33.17535545] ; [74.17535545 66.82464455],1
s6,1,3e-06,21.932039,[58 13] ; [68 73],[42.19811321 28.80188679] ; [83.80188679 57.19811321],1
s2,1,3e-06,21.917181,[46 24] ; [46 98],[30.09345794 39.90654206] ; [61.90654206 82.09345794],1
p10,1,0.003774,8.389342,[58 11] ; [92 50],[49.0521327 19.9478673] ; [100.9478673  41.0521327],0
p5,1,0.003944,8.309636,[14 55] ; [ 10 134],[ 7.77464789 61.22535211] ; [ 16.22535211 127.77464789],0
p8,1,0.011755,6.347469,[40 31] ; [55 89],[31.37209302 39.62790698] ; [63.62790698 80.37209302],0
n5,1,0.012896,6.183258,[58 13] ; [94 50],[50.19534884 20.80465116] ; [101.80465116  42.19534884],0
u2,1,0.015089,5.9061,[21 10] ; [35 48],[15.22807018 15.77192982] ; [40.77192982 42.22807018],0
r1,1,0.018389,5.558691,[53 17] ; [86 59],[45.25581395 24.74418605] ; [93.74418605 51.25581395],0
v3,1,0.018631,5.535842,[32 35] ; [44 98],[24.36363636 42.63636364] ; [51.63636364 90.36363636],0
r4,1,0.023376,5.140359,[65  6] ; [115  30],[59.16666667 11.83333333] ; [120.83333333  24.16666667],0
v2,1,0.023489,5.131964,[38 28] ; [57 83],[30.4368932 35.5631068] ; [64.5631068 75.4368932],0
p1,1,0.029487,4.738942,[11 60] ; [  9 134],[ 6.63551402 64.36448598] ; [ 13.36448598 129.63551402],0
n4,1,0.032642,4.564444,[56 15] ; [93 51],[49.20465116 21.79534884] ; [99.79534884 44.20465116],0
p4,1,0.03749,4.328006,[42 29] ; [63 80],[34.8364486 36.1635514] ; [70.1635514 72.8364486],0
p9,1,0.047506,3.927363,[58 12] ; [99 42],[52.08530806 17.91469194] ; [104.91469194  36.08530806],0
a3,1,0.052182,3.769912,[40 31] ; [60 82],[33.33333333 37.66666667] ; [66.66666667 75.33333333],0
p12,1,0.099565,2.712495,[ 7 64] ; [  6 138],[ 4.29302326 66.70697674] ; [  8.70697674 135.29302326],0
v1,1,0.112712,2.515784,[34 34] ; [55 88],[28.68246445 39.31753555] ; [60.31753555 82.68246445],0
s1,1,0.125399,2.34856,[ 6 65] ; [  5 137],[ 3.66666667 67.33333333] ; [  7.33333333 134.66666667],0
p6,1,0.130587,2.285507,[25 43] ; [ 38 105],[20.30331754 47.69668246] ; [ 42.69668246 100.30331754],0
d1,1,0.179636,1.800629,[27 44] ; [ 42 103],[22.68055556 48.31944444] ; [46.31944444 98.68055556],0
p3,1,0.193502,1.69075,[33 38] ; [54 91],[28.59722222 42.40277778] ; [58.40277778 86.59722222],0
p2,1,0.228051,1.452973,[58 13] ; [107  37],[54.48837209 16.51162791] ; [110.51162791  33.48837209],0
b4,1,0.228652,1.449227,[39 32] ; [92 53],[43.06018519 27.93981481] ; [87.93981481 57.06018519],0
p7,1,0.236724,1.4,[44 26] ; [76 64],[40. 30.] ; [80. 60.],0
a8,1,0.242851,1.36397,[11 53] ; [ 15 119],[ 8.4040404 55.5959596] ; [ 17.5959596 116.4040404],0
a4,1,0.252241,1.310848,[17 54] ; [ 25 119],[13.86976744 57.13023256] ; [ 28.13023256 115.86976744],0
b1,1,0.261883,1.258776,[28 43] ; [46 99],[24.32407407 46.67592593] ; [49.67592593 95.32407407],0
n1,1,0.273211,1.200555,[7 8] ; [12 27],[5.27777778 9.72222222] ; [13.72222222 25.27777778],0
d4,1,0.287911,1.129362,[51 20] ; [93 51],[47.55348837 23.44651163] ; [96.44651163 47.55348837],0
p11,1,0.306012,1.047809,[56 15] ; [105  40],[52.9212963 18.0787037] ; [108.0787037  36.9212963],0
