Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,45.651465,[106 151] ; [85 21],[135.22589532 121.77410468] ; [55.77410468 50.22589532],1
p7,1,0.0,36.623639,[119 135] ; [85 19],[144.73743017 109.26256983] ; [59.26256983 44.73743017],1
p8,1,0.0,32.911212,[106 150] ; [79 27],[130.82872928 125.17127072] ; [54.17127072 51.82872928],1
p3,1,0.000925,10.971575,[ 93 166] ; [58 48],[107.14794521 151.85205479] ; [43.85205479 62.14794521],1
s8,1,0.001962,9.585095,[ 45 214] ; [34 72],[ 56.05753425 202.94246575] ; [22.94246575 83.05753425],0
p1,1,0.004272,8.164605,[ 15 241] ; [16 90],[ 21.92265193 234.07734807] ; [ 9.07734807 96.92265193],0
s6,1,0.009333,6.757933,[119 136] ; [62 38],[130.01408451 124.98591549] ; [50.98591549 49.01408451],0
p2,1,0.015867,5.817593,[206  51] ; [96 10],[213.81267218  43.18732782] ; [88.18732782 17.81267218],0
v1,1,0.019956,5.41575,[114 136] ; [61 42],[123.93767705 126.06232295] ; [51.06232295 51.93767705],0
b1,1,0.027302,4.871618,[ 81 178] ; [46 60],[ 90.11780822 168.88219178] ; [36.88219178 69.11780822],0
d1,1,0.038685,4.274642,[128 131] ; [65 41],[136.95068493 122.04931507] ; [56.04931507 49.95068493],0
s2,1,0.044097,4.052828,[ 68 186] ; [39 65],[ 75.91620112 178.08379888] ; [31.08379888 72.91620112],0
b3,1,0.076478,3.138209,[ 41 101] ; [25 35],[46.3960396 95.6039604] ; [19.6039604 40.3960396],0
b2,1,0.076478,3.138209,[ 41 101] ; [25 35],[46.3960396 95.6039604] ; [19.6039604 40.3960396],0
a4,1,0.077496,3.11664,[ 95 164] ; [49 56],[102.46153846 156.53846154] ; [41.53846154 63.46153846],0
d5,1,0.079831,3.068339,[193  66] ; [88 18],[199.39452055  59.60547945] ; [81.60547945 24.39452055],0
p5,1,0.08973,2.879211,[ 14 244] ; [11 95],[ 17.71978022 240.28021978] ; [ 7.28021978 98.71978022],0
s5,1,0.09281,2.824954,[ 51 199] ; [29 72],[ 56.98005698 193.01994302] ; [23.01994302 77.98005698],0
p9,1,0.103261,2.654438,[213  44] ; [95 11],[218.06060606  38.93939394] ; [89.93939394 16.06060606],0
a7,1,0.113034,2.511278,[183  75] ; [83 22],[189.05785124  68.94214876] ; [76.94214876 28.05785124],0
p12,1,0.154298,2.029236,[ 14 244] ; [10 95],[ 17.05785124 240.94214876] ; [ 6.94214876 98.05785124],0
d4,1,0.161251,1.962459,[197  61] ; [88 18],[202.00549451  55.99450549] ; [82.99450549 23.00549451],0
a1,1,0.166338,1.915637,[  7 252] ; [  6 100],[  9.22465753 249.77534247] ; [  3.77534247 102.22465753],0
n5,1,0.170716,1.876648,[174  82] ; [79 26],[179.41274238  76.58725762] ; [73.58725762 31.41274238],0
d3,1,0.175057,1.839098,[164  95] ; [75 31],[169.59178082  89.40821918] ; [69.40821918 36.59178082],0
n4,1,0.17706,1.82213,[179  79] ; [81 25],[184.28571429  73.71428571] ; [75.71428571 30.28571429],0
r4,1,0.181912,1.781935,[227  32] ; [98  8],[230.61643836  28.38356164] ; [94.38356164 11.61643836],0
u2,1,0.2076,1.588086,[59 45] ; [19 23],[55.56164384 48.43835616] ; [22.43835616 19.56164384],0
a6,1,0.212118,1.556909,[188  71] ; [70 36],[183.0739726  75.9260274] ; [74.9260274 31.0739726],0
s3,1,0.231717,1.430288,[ 91 161] ; [45 60],[ 96. 156.] ; [40. 65.],0
b4,1,0.239703,1.382341,[159 100] ; [72 34],[163.91506849  95.08493151] ; [67.08493151 38.91506849],0
a5,1,0.249521,1.325981,[167  92] ; [75 31],[171.72054795  87.27945205] ; [70.27945205 35.72054795],0
u1,1,0.303891,1.057042,[ 29 230] ; [16 90],[ 31.93150685 227.06849315] ; [13.06849315 92.93150685],0
a2,1,0.31,1.030676,[ 40 219] ; [21 85],[ 43.28493151 215.71506849] ; [17.71506849 88.28493151],0
u4,1,0.34772,0.881762,[  2 257] ; [  2 103],[  2.84615385 256.15384615] ; [  1.15384615 103.84615385],0
d2,1,0.374275,0.789421,[101 156] ; [47 59],[104.78236915 152.21763085] ; [43.21763085 62.78236915],0
n2,1,0.38998,0.739003,[48 14] ; [15  7],[46.5 15.5] ; [16.5  5.5],0
s1,1,0.390315,0.737962,[  6 248] ; [  1 102],[  4.98039216 249.01960784] ; [  2.01960784 100.98039216],0
p10,1,0.394943,0.723669,[205  52] ; [87 17],[207.87811634  49.12188366] ; [84.12188366 19.87811634],0
r3,1,0.43243,0.616287,[245  12] ; [102   3],[246.35082873  10.64917127] ; [100.64917127   4.35082873],0
u3,1,0.549319,0.358539,[57 48] ; [20 21],[55.37671233 49.62328767] ; [21.62328767 19.37671233],0
s4,1,0.587917,0.293609,[ 30 225] ; [14 87],[ 31.51685393 223.48314607] ; [12.48314607 88.51685393],0
v4,1,0.58876,0.292285,[241  16] ; [100   5],[242.09116022  14.90883978] ; [98.90883978  6.09116022],0
v2,1,0.59011,0.290172,[127 116] ; [56 45],[129.27034884 113.72965116] ; [53.72965116 47.27034884],0
n3,1,0.635981,0.224036,[49 15] ; [15  6],[48.18823529 15.81176471] ; [15.81176471  5.18823529],0
r2,1,0.717773,0.130636,[234  23] ; [95  8],[234.86944444  22.13055556] ; [94.13055556  8.86944444],0
a8,1,0.766021,0.088556,[ 27 211] ; [12 84],[ 27.79041916 210.20958084] ; [11.20958084 84.79041916],0
n1,1,0.785217,0.074271,[20 43] ; [ 6 15],[19.5 43.5] ; [ 6.5 14.5],0
r1,1,0.797095,0.066104,[195  62] ; [81 24],[195.94475138  61.05524862] ; [80.05524862 24.94475138],0
n6,1,0.806121,0.060238,[216  42] ; [89 16],[216.7768595  41.2231405] ; [88.2231405 16.7768595],0
a3,1,0.871058,0.026346,[154 105] ; [64 42],[154.69041096 104.30958904] ; [63.30958904 42.69041096],0
v3,1,0.933765,0.006907,[ 75 173] ; [31 70],[ 75.32378223 172.67621777] ; [30.67621777 70.32378223],0
b5,1,0.979398,0.000667,[156 103] ; [64 42],[156.10958904 102.89041096] ; [63.89041096 42.10958904],0
