Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.024902,5.030723,[14 19] ; [18  7],[18.20689655 14.79310345] ; [13.79310345 11.20689655],0
d5,1,0.084304,2.979911,[22 11] ; [11 14],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
p10,1,0.091374,2.85,[20 12] ; [10 15],[16.84210526 15.15789474] ; [13.15789474 11.84210526],0
s3,1,0.092251,2.834651,[15 18] ; [ 6 19],[11.94827586 21.05172414] ; [ 9.05172414 15.94827586],0
v2,1,0.096454,2.763221,[13 19] ; [ 5 20],[10.10526316 21.89473684] ; [ 7.89473684 17.10526316],0
s2,1,0.113871,2.499663,[13 20] ; [ 5 20],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
a4,1,0.127562,2.321923,[ 5 28] ; [ 8 17],[ 7.39655172 25.60344828] ; [ 5.60344828 19.39655172],0
v4,1,0.131052,2.28,[24  8] ; [14 11],[21.33333333 10.66666667] ; [16.66666667  8.33333333],0
u3,1,0.137276,2.208236,[10  8] ; [3 8],[8.06896552 9.93103448] ; [4.93103448 6.06896552],0
s4,1,0.155037,2.021976,[ 9 24] ; [ 3 22],[ 6.82758621 26.17241379] ; [ 5.17241379 19.82758621],0
p9,1,0.157387,1.999158,[20 13] ; [10 14],[17.36842105 15.63157895] ; [12.63157895 11.36842105],0
b4,1,0.209268,1.576485,[20 13] ; [11 14],[17.63793103 15.36206897] ; [13.36206897 11.63793103],0
s5,1,0.217165,1.523004,[ 8 24] ; [ 3 22],[ 6.1754386 25.8245614] ; [ 4.8245614 20.1754386],0
n6,1,0.272286,1.205195,[18 15] ; [10 15],[15.93103448 17.06896552] ; [12.06896552 12.93103448],0
s6,1,0.313499,1.015879,[12 21] ; [ 6 19],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
v1,1,0.345308,0.890625,[ 9 23] ; [10 15],[10.66666667 21.33333333] ; [ 8.33333333 16.66666667],0
a7,1,0.37289,0.794011,[21 12] ; [13 12],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
p8,1,0.375842,0.784259,[13 19] ; [ 7 17],[11.42857143 20.57142857] ; [ 8.57142857 15.42857143],0
p1,1,0.413415,0.668958,[ 1 31] ; [ 2 23],[ 1.68421053 30.31578947] ; [ 1.31578947 23.68421053],0
a2,1,0.424809,0.636972,[ 2 31] ; [ 3 22],[ 2.84482759 30.15517241] ; [ 2.15517241 22.84482759],0
p2,1,0.45888,0.548625,[21 11] ; [14 11],[19.64912281 12.35087719] ; [15.35087719  9.64912281],0
p7,1,0.488462,0.479912,[14 17] ; [ 9 16],[12.73214286 18.26785714] ; [10.26785714 14.73214286],0
a3,1,0.494093,0.4676,[15 17] ; [14 11],[16.28070175 15.71929825] ; [12.71929825 12.28070175],0
r3,1,0.512199,0.429573,[20 13] ; [13 12],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
b5,1,0.512199,0.429573,[20 13] ; [13 12],[18.77586207 14.22413793] ; [14.22413793 10.77586207],0
n1,1,0.525741,0.402618,[ 4 10] ; [ 3 13],[ 3.26666667 10.73333333] ; [ 3.73333333 12.26666667],0
a5,1,0.55603,0.346625,[12 21] ; [11 14],[13.0862069 19.9137931] ; [ 9.9137931 15.0862069],0
p4,1,0.55603,0.346625,[12 21] ; [11 14],[13.0862069 19.9137931] ; [ 9.9137931 15.0862069],0
p11,1,0.570576,0.32172,[17 16] ; [11 14],[15.93103448 17.06896552] ; [12.06896552 12.93103448],0
d4,1,0.663719,0.189037,[22 11] ; [18  7],[22.75862069 10.24137931] ; [17.24137931  7.75862069],0
d2,1,0.663719,0.189037,[11 22] ; [ 7 18],[10.24137931 22.75862069] ; [ 7.75862069 17.24137931],0
p6,1,0.667675,0.184333,[ 7 26] ; [ 4 20],[ 6.36842105 26.63157895] ; [ 4.63157895 19.36842105],0
a6,1,0.672407,0.1788,[14 19] ; [12 13],[14.79310345 18.20689655] ; [11.20689655 13.79310345],0
n2,1,0.695627,0.153061,[6 8] ; [8 8],[6.53333333 7.46666667] ; [7.46666667 8.53333333],0
d1,1,0.729159,0.119885,[12 21] ; [ 8 17],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
p5,1,0.731871,0.1174,[ 2 30] ; [ 1 23],[ 1.71428571 30.28571429] ; [ 1.28571429 22.71428571],0
p3,1,0.761997,0.091724,[ 8 25] ; [ 5 19],[ 7.52631579 25.47368421] ; [ 5.47368421 18.52631579],0
r1,1,0.778032,0.079459,[ 9 24] ; [ 6 19],[ 8.53448276 24.46551724] ; [ 6.46551724 18.53448276],0
b2,1,0.825339,0.048701,[ 4 10] ; [ 4 12],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
b3,1,0.825339,0.048701,[ 4 10] ; [ 4 12],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
d3,1,0.828794,0.046763,[17 15] ; [14 11],[17.40350877 14.59649123] ; [13.59649123 11.40350877],0
n5,1,0.832424,0.044772,[11 22] ; [ 9 16],[11.37931034 21.62068966] ; [ 8.62068966 16.37931034],0
n3,1,0.836687,0.042491,[6 7] ; [8 8],[6.27586207 6.72413793] ; [7.72413793 8.27586207],0
u1,1,0.841142,0.040173,[ 1 32] ; [ 1 24],[ 1.13793103 31.86206897] ; [ 0.86206897 24.13793103],0
a1,1,0.841142,0.040173,[ 1 32] ; [ 1 24],[ 1.13793103 31.86206897] ; [ 0.86206897 24.13793103],0
s1,1,0.883455,0.021489,[ 3 30] ; [ 2 23],[ 2.84482759 30.15517241] ; [ 2.15517241 22.84482759],0
s7,1,0.896905,0.016789,[ 8 25] ; [ 5 17],[ 7.8 25.2] ; [ 5.2 16.8],0
s8,1,0.929573,0.007811,[ 5 28] ; [ 4 21],[ 5.12068966 27.87931034] ; [ 3.87931034 21.12068966],0
u2,1,0.957675,0.002817,[ 8 10] ; [5 6],[8.06896552 9.93103448] ; [4.93103448 6.06896552],0
