Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.017402,5.655406,[46  4] ; [5 3],[43.96551724  6.03448276] ; [7.03448276 0.96551724],0
n6,1,0.017669,5.628692,[35 16] ; [2 6],[31.98305085 19.01694915] ; [5.01694915 2.98305085],0
s1,1,0.027463,4.861453,[ 2 49] ; [2 6],[ 3.45762712 47.54237288] ; [0.54237288 7.45762712],0
r1,1,0.033196,4.535655,[27 24] ; [1 7],[24.20338983 26.79661017] ; [3.79661017 4.20338983],0
b3,1,0.069832,3.286957,[ 3 21] ; [2 2],[ 4.28571429 19.71428571] ; [0.71428571 3.28571429],0
b2,1,0.069832,3.286957,[ 3 21] ; [2 2],[ 4.28571429 19.71428571] ; [0.71428571 3.28571429],0
p11,1,0.087337,2.922782,[35 16] ; [3 5],[32.84745763 18.15254237] ; [5.15254237 2.84745763],0
s2,1,0.142293,2.15299,[20 31] ; [1 7],[18.15254237 32.84745763] ; [2.84745763 5.15254237],0
n1,1,0.146217,2.111278,[ 4 16] ; [3 3],[ 5.38461538 14.61538462] ; [1.61538462 4.38461538],0
n3,1,0.147659,2.096273,[19  2] ; [4 2],[17.88888889  3.11111111] ; [5.11111111 0.88888889],0
p9,1,0.21173,1.559556,[36 14] ; [4 4],[34.48275862 15.51724138] ; [5.51724138 2.48275862],0
n2,1,0.215327,1.535244,[16  5] ; [3 3],[14.77777778  6.22222222] ; [4.22222222 1.77777778],0
n5,1,0.232806,1.423636,[20 30] ; [5 3],[21.55172414 28.44827586] ; [3.44827586 4.55172414],0
a7,1,0.232806,1.423636,[30 20] ; [3 5],[28.44827586 21.55172414] ; [4.55172414 3.44827586],0
p5,1,0.253692,1.302857,[ 2 48] ; [1 6],[ 2.63157895 47.36842105] ; [0.36842105 6.63157895],0
u3,1,0.257673,1.281218,[13 16] ; [3 1],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
d5,1,0.265443,1.240145,[23 27] ; [2 6],[21.55172414 28.44827586] ; [3.44827586 4.55172414],0
s7,1,0.290483,1.117382,[15 34] ; [1 7],[13.75438596 35.24561404] ; [2.24561404 5.75438596],0
p8,1,0.313143,1.017374,[19 32] ; [4 3],[20.22413793 30.77586207] ; [2.77586207 4.22413793],0
b1,1,0.359447,0.839825,[23 28] ; [5 3],[24.20338983 26.79661017] ; [3.79661017 4.20338983],0
a5,1,0.38309,0.760763,[21 30] ; [2 6],[19.88135593 31.11864407] ; [3.11864407 4.88135593],0
s3,1,0.439488,0.597618,[20 31] ; [2 6],[19.01694915 31.98305085] ; [2.98305085 5.01694915],0
b5,1,0.478271,0.502803,[26 25] ; [3 5],[25.06779661 25.93220339] ; [3.93220339 4.06779661],0
p1,1,0.500538,0.453796,[ 3 47] ; [1 7],[ 3.44827586 46.55172414] ; [0.55172414 7.44827586],0
v2,1,0.519046,0.415789,[18 31] ; [2 6],[17.19298246 31.80701754] ; [2.80701754 5.19298246],0
v1,1,0.559566,0.340456,[14 37] ; [3 5],[14.69491525 36.30508475] ; [2.30508475 5.69491525],0
p2,1,0.614549,0.253603,[33 17] ; [6 2],[33.62068966 16.37931034] ; [5.37931034 2.62068966],0
s4,1,0.619557,0.246491,[ 9 42] ; [2 6],[ 9.50847458 41.49152542] ; [1.49152542 6.50847458],0
r2,1,0.619557,0.246491,[42  9] ; [6 2],[41.49152542  9.50847458] ; [6.50847458 1.49152542],0
d3,1,0.659394,0.194261,[ 9 40] ; [2 6],[ 9.45614035 39.54385965] ; [1.54385965 6.45614035],0
a3,1,0.716228,0.132136,[22 29] ; [4 4],[22.47457627 28.52542373] ; [3.52542373 4.47457627],0
p7,1,0.751369,0.100385,[28 22] ; [4 4],[27.5862069 22.4137931] ; [4.4137931 3.5862069],0
b4,1,0.764181,0.089997,[22 29] ; [3 5],[21.61016949 29.38983051] ; [3.38983051 4.61016949],0
p4,1,0.764181,0.089997,[22 29] ; [3 5],[21.61016949 29.38983051] ; [3.38983051 4.61016949],0
p6,1,0.827657,0.047397,[11 40] ; [2 6],[11.23728814 39.76271186] ; [1.76271186 6.23728814],0
d2,1,0.827657,0.047397,[11 40] ; [2 6],[11.23728814 39.76271186] ; [1.76271186 6.23728814],0
u2,1,0.845582,0.037931,[13 16] ; [2 2],[13.18181818 15.81818182] ; [1.81818182 2.18181818],0
p10,1,0.877456,0.023776,[32 17] ; [5 3],[31.80701754 17.19298246] ; [5.19298246 2.80701754],0
v3,1,0.90905,0.01305,[ 7 43] ; [1 7],[ 6.89655172 43.10344828] ; [1.10344828 6.89655172],0
a4,1,0.925005,0.008861,[ 7 44] ; [1 7],[ 6.91525424 44.08474576] ; [1.08474576 6.91525424],0
