Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6.5e-05,15.953111,[42 10] ; [84 86],[29.51351351 22.48648649] ; [96.48648649 73.51351351],1
s3,1,0.00016,14.247498,[30 21] ; [ 49 116],[18.65277778 32.34722222] ; [ 60.34722222 104.65277778],1
d2,1,0.000227,13.595874,[35 17] ; [ 65 105],[23.42342342 28.57657658] ; [76.57657658 93.42342342],1
s2,1,0.000985,10.85516,[24 27] ; [ 39 129],[14.67123288 36.32876712] ; [ 48.32876712 119.67123288],1
s6,1,0.011826,6.336817,[35 16] ; [78 83],[27.18396226 23.81603774] ; [85.81603774 75.18396226],0
p6,1,0.019686,5.43956,[28 24] ; [ 60 108],[20.8 31.2] ; [ 67.2 100.8],0
p3,1,0.023546,5.127781,[35 17] ; [84 86],[27.87387387 24.12612613] ; [91.12612613 78.87387387],0
p11,1,0.023791,5.109786,[49  3] ; [138  32],[43.8018018  8.1981982] ; [143.1981982  26.8018018],0
p10,1,0.029002,4.767516,[48  4] ; [132  35],[42.73972603  9.26027397] ; [137.26027397  29.73972603],0
b2,1,0.051755,3.783666,[15 18] ; [24 65],[10.54918033 22.45081967] ; [28.45081967 60.54918033],0
b3,1,0.051755,3.783666,[15 18] ; [24 65],[10.54918033 22.45081967] ; [28.45081967 60.54918033],0
b1,1,0.057166,3.617768,[25 27] ; [ 57 113],[19.20720721 32.79279279] ; [ 62.79279279 107.20720721],0
p2,1,0.058526,3.578658,[49  3] ; [141  27],[44.90909091  7.09090909] ; [145.09090909  22.90909091],0
r4,1,0.064562,3.416146,[50  2] ; [148  22],[46.37837838  5.62162162] ; [151.62162162  18.37837838],0
d5,1,0.073477,3.203583,[46  6] ; [131  39],[41.45945946 10.54054054] ; [135.54054054  34.45945946],0
d4,1,0.08692,2.930514,[46  6] ; [132  38],[41.69369369 10.30630631] ; [136.30630631  33.69369369],0
v1,1,0.087947,2.911548,[32 19] ; [81 84],[26.68055556 24.31944444] ; [86.31944444 78.68055556],0
s5,1,0.103055,2.657614,[17 33] ; [ 37 127],[12.61682243 37.38317757] ; [ 41.38317757 122.61682243],0
p1,1,0.107259,2.594151,[ 2 50] ; [ 19 148],[ 4.98630137 47.01369863] ; [ 16.01369863 150.98630137],0
p4,1,0.113511,2.504652,[39 13] ; [106  62],[34.27272727 17.72727273] ; [110.72727273  57.27272727],0
n3,1,0.12663,2.333333,[4 4] ; [21  6],[5.71428571 2.28571429] ; [19.28571429  7.71428571],0
r3,1,0.135302,2.23059,[51  1] ; [156  13],[48.70588235  3.29411765] ; [158.29411765  10.70588235],0
r1,1,0.148218,2.090498,[44  8] ; [126  42],[40.18181818 11.81818182] ; [129.81818182  38.18181818],0
p9,1,0.151376,2.058327,[47  5] ; [137  30],[43.68949772  8.31050228] ; [140.31050228  26.68949772],0
b5,1,0.157655,1.996571,[28 24] ; [110  60],[32.32432432 19.67567568] ; [105.67567568  64.32432432],0
p12,1,0.158713,1.986446,[ 6 45] ; [ 10 159],[ 3.70909091 47.29090909] ; [ 12.29090909 156.70909091],0
n5,1,0.185881,1.749962,[40 12] ; [113  55],[36.16363636 15.83636364] ; [116.83636364  51.16363636],0
v4,1,0.194606,1.682395,[47  5] ; [160   8],[48.92727273  3.07272727] ; [158.07272727   9.92727273],0
p7,1,0.197898,1.65782,[42  8] ; [125  41],[38.65740741 11.34259259] ; [128.34259259  37.65740741],0
s1,1,0.213114,1.550148,[ 3 48] ; [  4 164],[ 1.63013699 49.36986301] ; [  5.36986301 162.63013699],0
