Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.700882,[26 25] ; [ 7 58],[14.50862069 36.49137931] ; [18.49137931 46.50862069],1
s2,1,1e-05,19.448868,[28 23] ; [12 59],[16.72131148 34.27868852] ; [23.27868852 47.72131148],1
s8,1,1.5e-05,18.795854,[21 30] ; [ 6 66],[11.19512195 39.80487805] ; [15.80487805 56.19512195],1
v4,1,0.000148,14.395741,[47  3] ; [45 25],[38.33333333 11.66666667] ; [53.66666667 16.33333333],1
s3,1,0.000179,14.041319,[33 17] ; [22 48],[22.91666667 27.08333333] ; [32.08333333 37.91666667],1
r3,1,0.000649,11.628576,[46  4] ; [47 25],[38.1147541 11.8852459] ; [54.8852459 17.1147541],1
p9,1,0.000665,11.58574,[38 11] ; [33 38],[28.99166667 20.00833333] ; [42.00833333 28.99166667],1
p7,1,0.000678,11.548715,[27 19] ; [19 51],[18.24137931 27.75862069] ; [27.75862069 42.24137931],1
p2,1,0.001961,9.585944,[38 13] ; [33 38],[29.68032787 21.31967213] ; [41.31967213 29.68032787],0
p10,1,0.004297,8.153968,[33 16] ; [29 42],[25.31666667 23.68333333] ; [36.68333333 34.31666667],0
v2,1,0.004492,8.073233,[25 21] ; [19 49],[17.75438596 28.24561404] ; [26.24561404 41.75438596],0
d1,1,0.007746,7.091342,[27 24] ; [21 51],[19.90243902 31.09756098] ; [28.09756098 43.90243902],0
s5,1,0.00778,7.083333,[12 37] ; [ 5 65],[ 7. 42.] ; [10. 60.],0
p11,1,0.009757,6.678813,[34 17] ; [31 41],[26.95121951 24.04878049] ; [38.04878049 33.95121951],0
v1,1,0.012597,6.224818,[24 25] ; [19 52],[17.55833333 31.44166667] ; [25.44166667 45.55833333],0
p8,1,0.017564,5.639133,[19 29] ; [14 57],[13.31092437 34.68907563] ; [19.68907563 51.31092437],0
r4,1,0.018196,5.577206,[37 14] ; [37 35],[30.68292683 20.31707317] ; [43.31707317 28.68292683],0
d3,1,0.018782,5.52169,[36 14] ; [36 35],[29.75206612 20.24793388] ; [42.24793388 28.75206612],0
a8,1,0.025223,5.008484,[ 9 38] ; [ 4 65],[ 5.26724138 41.73275862] ; [ 7.73275862 61.26724138],0
d5,1,0.026714,4.909217,[40 10] ; [44 28],[34.42622951 15.57377049] ; [49.57377049 22.42622951],0
n2,1,0.028387,4.804412,[17  3] ; [19 15],[13.33333333  6.66666667] ; [22.66666667 11.33333333],0
d4,1,0.034055,4.491961,[40 10] ; [44 27],[34.7107438 15.2892562] ; [49.2892562 21.7107438],0
r1,1,0.045256,4.009056,[38 13] ; [41 31],[32.75609756 18.24390244] ; [46.24390244 25.75609756],0
n5,1,0.098536,2.72908,[30 21] ; [31 40],[25.5 25.5] ; [35.5 35.5],0
u3,1,0.108644,2.573833,[13  6] ; [13 16],[10.29166667  8.70833333] ; [15.70833333 13.29166667],0
p4,1,0.111822,2.528276,[19 32] ; [17 54],[15.04918033 35.95081967] ; [20.95081967 50.04918033],0
s4,1,0.119912,2.418464,[ 9 42] ; [ 6 66],[ 6.2195122 44.7804878] ; [ 8.7804878 63.2195122],0
a5,1,0.137695,2.203534,[31 20] ; [34 38],[26.95121951 24.04878049] ; [38.04878049 33.95121951],0
a1,1,0.150615,2.066007,[ 2 49] ; [ 8 64],[ 4.14634146 46.85365854] ; [ 5.85365854 66.14634146],0
u2,1,0.157061,2.002302,[15  5] ; [16 13],[12.65306122  7.34693878] ; [18.34693878 10.65306122],0
a7,1,0.164485,1.932504,[36 15] ; [42 30],[32.34146341 18.65853659] ; [45.65853659 26.34146341],0
n4,1,0.174756,1.841665,[29 22] ; [32 40],[25.29268293 25.70731707] ; [35.70731707 36.29268293],0
a4,1,0.187536,1.736868,[14 37] ; [28 44],[17.41463415 33.58536585] ; [24.58536585 47.41463415],0
b2,1,0.205373,1.603749,[ 5 22] ; [13 27],[ 7.25373134 19.74626866] ; [10.74626866 29.25373134],0
b3,1,0.205373,1.603749,[ 5 22] ; [13 27],[ 7.25373134 19.74626866] ; [10.74626866 29.25373134],0
b5,1,0.242462,1.366223,[33 18] ; [39 33],[29.85365854 21.14634146] ; [42.14634146 29.85365854],0
v3,1,0.28169,1.158919,[13 34] ; [13 55],[10.62608696 36.37391304] ; [15.37391304 52.62608696],0
a6,1,0.351362,0.868534,[34 16] ; [43 29],[31.55737705 18.44262295] ; [45.44262295 26.55737705],0
r2,1,0.51141,0.431182,[41  8] ; [56 15],[39.60833333  9.39166667] ; [57.39166667 13.60833333],0
p5,1,0.512296,0.429374,[ 1 48] ; [ 3 68],[ 1.63333333 47.36666667] ; [ 2.36666667 68.63333333],0
b1,1,0.591879,0.287419,[23 28] ; [36 36],[24.46341463 26.53658537] ; [34.53658537 37.46341463],0
u1,1,0.612254,0.256905,[ 4 47] ; [ 4 68],[ 3.31707317 47.68292683] ; [ 4.68292683 67.31707317],0
a2,1,0.613952,0.25446,[ 8 43] ; [ 9 63],[ 7.04878049 43.95121951] ; [ 9.95121951 62.04878049],0
s1,1,0.619002,0.247273,[ 3 46] ; [ 6 64],[ 3.70588235 45.29411765] ; [ 5.29411765 64.70588235],0
n3,1,0.685019,0.164531,[13  7] ; [19 13],[12.30769231  7.69230769] ; [19.69230769 12.30769231],0
n1,1,0.685019,0.164531,[ 7 13] ; [13 19],[ 7.69230769 12.30769231] ; [12.30769231 19.69230769],0
p6,1,0.699745,0.148737,[ 8 40] ; [10 61],[ 7.2605042 40.7394958] ; [10.7394958 60.2605042],0
d2,1,0.810295,0.057622,[17 33] ; [26 46],[17.62295082 32.37704918] ; [25.37704918 46.62295082],0
b4,1,0.870791,0.026456,[29 22] ; [42 30],[29.43902439 21.56097561] ; [41.56097561 30.43902439],0
a3,1,0.980343,0.000607,[31 20] ; [43 28],[30.93442623 20.06557377] ; [43.06557377 27.93442623],0
