Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,39.720253,[326  80] ; [28 36],[305.79574468 100.20425532] ; [48.20425532 15.79574468],1
n4,1,0.0,38.662055,[339  68] ; [32 33],[319.90889831  87.09110169] ; [51.09110169 13.90889831],1
p10,1,1.5e-05,18.71666,[348  56] ; [39 22],[336.23225806  67.76774194] ; [50.76774194 10.23225806],1
p11,1,0.000264,13.311547,[337  71] ; [41 24],[326.05496829  81.94503171] ; [51.94503171 13.05496829],1
r4,1,0.000498,12.121477,[390  18] ; [55 10],[383.84778013  24.15221987] ; [61.15221987  3.84778013],1
p9,1,0.00063,11.684707,[356  46] ; [45 17],[347.41810345  54.58189655] ; [53.58189655  8.41810345],1
v4,1,0.001615,9.94248,[396  11] ; [58  7],[391.47881356  15.52118644] ; [62.52118644  2.47881356],0
s8,1,0.007612,7.122494,[202 201] ; [21 44],[192.02777778 210.97222222] ; [30.97222222 34.02777778],0
s7,1,0.013584,6.091428,[215 172] ; [24 38],[205.99777283 181.00222717] ; [33.00222717 28.99777283],0
u1,1,0.013872,6.054408,[ 92 316] ; [ 6 59],[ 84.53276956 323.46723044] ; [13.46723044 51.53276956],0
p7,1,0.014003,6.037784,[274 123] ; [33 29],[265.53159041 131.46840959] ; [41.46840959 20.53159041],0
a2,1,0.014629,5.960644,[115 293] ; [ 9 56],[106.95983087 301.04016913] ; [17.04016913 47.95983087],0
p2,1,0.014961,5.921003,[346  60] ; [46 17],[339.34328358  66.65671642] ; [52.65671642 10.34328358],0
p6,1,0.016171,5.784226,[165 235] ; [15 45],[156.52173913 243.47826087] ; [23.47826087 36.52173913],0
b1,1,0.024469,5.061085,[136 272] ; [31 34],[144.05073996 263.94926004] ; [22.94926004 42.05073996],0
s6,1,0.030459,4.683207,[278 120] ; [36 28],[270.5021645 127.4978355] ; [43.4978355 20.5021645],0
u2,1,0.032836,4.554316,[47 50] ; [13  4],[51.05263158 45.94736842] ; [8.94736842 8.05263158],0
p3,1,0.037152,4.343451,[231 175] ; [27 36],[223.34328358 182.65671642] ; [34.65671642 28.34328358],0
a8,1,0.037383,4.332876,[ 57 308] ; [ 3 54],[ 51.8957346 313.1042654] ; [ 8.1042654 48.8957346],0
s5,1,0.038538,4.281129,[149 240] ; [15 46],[141.76888889 247.23111111] ; [22.23111111 38.76888889],0
a4,1,0.039647,4.23291,[193 213] ; [22 43],[185.32908705 220.67091295] ; [29.67091295 35.32908705],0
v3,1,0.064246,3.424242,[234 166] ; [28 33],[227.3318872 172.6681128] ; [34.6681128 26.3318872],0
s3,1,0.065084,3.402856,[230 169] ; [29 35],[223.1987041 175.8012959] ; [35.8012959 28.1987041],0
d2,1,0.074402,3.183132,[217 189] ; [27 38],[210.32696391 195.67303609] ; [33.67303609 31.32696391],0
p8,1,0.085693,2.95348,[223 175] ; [27 34],[216.77559913 181.22440087] ; [33.22440087 27.77559913],0
p4,1,0.097911,2.739253,[255 148] ; [33 30],[249.06437768 153.93562232] ; [38.93562232 24.06437768],0
v1,1,0.105718,2.617085,[263 137] ; [36 29],[257.20430108 142.79569892] ; [41.79569892 23.20430108],0
a1,1,0.13165,2.27294,[ 25 383] ; [ 1 64],[ 22.42706131 385.57293869] ; [ 3.57293869 61.42706131],0
s2,1,0.139334,2.185297,[219 183] ; [29 36],[213.48179872 188.51820128] ; [34.51820128 30.48179872],0
a7,1,0.171591,1.868988,[312  93] ; [45 20],[307.62765957  97.37234043] ; [49.37234043 15.62765957],0
p12,1,0.237175,1.397308,[ 38 366] ; [ 3 59],[ 35.54506438 368.45493562] ; [ 5.45493562 56.54506438],0
d5,1,0.244,1.357333,[341  67] ; [58  7],[344.16913319  63.83086681] ; [54.83086681 10.16913319],0
b4,1,0.367041,0.813658,[250 158] ; [36 29],[246.69767442 161.30232558] ; [39.30232558 25.69767442],0
p5,1,0.372305,0.795958,[ 47 359] ; [ 5 59],[ 44.91914894 361.08085106] ; [ 7.08085106 56.91914894],0
a6,1,0.40923,0.681037,[289 117] ; [43 22],[286.18259023 119.81740977] ; [45.81740977 19.18259023],0
d1,1,0.439155,0.59849,[265 143] ; [39 26],[262.22410148 145.77589852] ; [41.77589852 23.22410148],0
u3,1,0.481556,0.495338,[55 44] ; [11  6],[56.32758621 42.67241379] ; [9.67241379 7.32758621],0
a5,1,0.495832,0.463845,[322  85] ; [49 16],[319.90889831  87.09110169] ; [51.09110169 13.90889831],0
n1,1,0.501904,0.450909,[24 47] ; [ 8 11],[25.24444444 45.75555556] ; [ 6.75555556 12.24444444],0
d3,1,0.530565,0.39331,[297 110] ; [45 20],[294.90254237 112.09745763] ; [47.09745763 17.90254237],0
d4,1,0.539122,0.37717,[349  57] ; [54 11],[347.38428875  58.61571125] ; [55.61571125  9.38428875],0
r3,1,0.551916,0.353897,[398   8] ; [62  2],[397.36170213   8.63829787] ; [62.63829787  1.36170213],0
u4,1,0.581469,0.303866,[ 11 397] ; [ 1 64],[ 10.35095137 397.64904863] ; [ 1.64904863 63.35095137],0
b2,1,0.616331,0.251058,[ 99 157] ; [12 23],[ 97.64948454 158.35051546] ; [13.35051546 21.64948454],0
b3,1,0.616331,0.251058,[ 99 157] ; [12 23],[ 97.64948454 158.35051546] ; [13.35051546 21.64948454],0
s4,1,0.618309,0.248251,[ 59 344] ; [ 8 57],[ 57.69444444 345.30555556] ; [ 9.30555556 55.69444444],0
r1,1,0.68373,0.165957,[352  56] ; [54 10],[350.94915254  57.05084746] ; [55.05084746  8.94915254],0
a3,1,0.692587,0.156299,[309  97] ; [48 17],[307.73248408  98.26751592] ; [49.26751592 15.73248408],0
