Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.003997,8.285304,[36  7] ; [17 15],[30.38666667 12.61333333] ; [22.61333333  9.38666667],0
p6,1,0.100276,2.701147,[13 32] ; [ 4 27],[10.06578947 34.93421053] ; [ 6.93421053 24.06578947],0
d2,1,0.105835,2.615339,[20 23] ; [ 9 23],[16.62666667 26.37333333] ; [12.37333333 19.62666667],0
d1,1,0.121669,2.395704,[22 23] ; [10 22],[18.7012987 26.2987013] ; [13.2987013 18.7012987],0
a3,1,0.145518,2.118617,[28 16] ; [15 17],[24.89473684 19.10526316] ; [18.10526316 13.89473684],0
a4,1,0.148912,2.083357,[18 26] ; [ 8 24],[15.05263158 28.94736842] ; [10.94736842 21.05263158],0
s3,1,0.153501,2.03711,[18 25] ; [ 8 23],[15.10810811 27.89189189] ; [10.89189189 20.10810811],0
s5,1,0.176992,1.8227,[ 9 34] ; [ 3 29],[ 6.88 36.12] ; [ 5.12 26.88],0
d5,1,0.178037,1.813936,[32 13] ; [18 14],[29.22077922 15.77922078] ; [20.77922078 11.22077922],0
n2,1,0.185544,1.752653,[12 10] ; [10  3],[13.82857143  8.17142857] ; [8.17142857 4.82857143],0
a2,1,0.210371,1.568868,[ 7 38] ; [ 2 30],[ 5.25974026 39.74025974] ; [ 3.74025974 28.25974026],0
p4,1,0.254327,1.299375,[18 27] ; [17 15],[20.45454545 24.54545455] ; [14.54545455 17.45454545],0
u3,1,0.271434,1.209486,[ 7 10] ; [ 4 13],[ 5.5 11.5] ; [ 5.5 11.5],0
s8,1,0.283232,1.151515,[ 9 35] ; [10 22],[11. 33.] ; [ 8. 24.],0
p10,1,0.332324,0.939821,[29 15] ; [17 14],[26.98666667 17.01333333] ; [19.01333333 11.98666667],0
v3,1,0.338533,0.915978,[14 30] ; [ 7 25],[12.15789474 31.84210526] ; [ 8.84210526 23.15789474],0
s1,1,0.36804,0.810273,[ 1 44] ; [ 2 30],[ 1.75324675 43.24675325] ; [ 1.24675325 30.75324675],0
a5,1,0.383826,0.758413,[27 18] ; [16 16],[25.12987013 19.87012987] ; [17.87012987 14.12987013],0
n4,1,0.431512,0.61875,[27 18] ; [22 10],[28.63636364 16.36363636] ; [20.36363636 11.63636364],0
b1,1,0.452441,0.564529,[20 25] ; [17 15],[21.62337662 23.37662338] ; [15.37662338 16.62337662],0
s4,1,0.478603,0.502045,[ 7 38] ; [ 7 25],[ 8.18181818 36.81818182] ; [ 5.81818182 26.18181818],0
a1,1,0.4901,0.476306,[ 3 42] ; [ 1 31],[ 2.33766234 42.66233766] ; [ 1.66233766 30.33766234],0
d4,1,0.505774,0.4428,[32 12] ; [21 11],[30.68421053 13.31578947] ; [22.31578947  9.68421053],0
a6,1,0.52403,0.405955,[23 22] ; [14 18],[21.62337662 23.37662338] ; [15.37662338 16.62337662],0
a7,1,0.53868,0.377992,[21 23] ; [13 19],[19.68421053 24.31578947] ; [14.31578947 17.68421053],0
b5,1,0.547986,0.360937,[27 18] ; [17 15],[25.71428571 19.28571429] ; [18.28571429 13.71428571],0
n1,1,0.548585,0.359859,[ 9 13] ; [4 9],[ 8.17142857 13.82857143] ; [4.82857143 8.17142857],0
n5,1,0.558549,0.342222,[31 14] ; [24  8],[32.14285714 12.85714286] ; [22.85714286  9.14285714],0
p8,1,0.559069,0.341319,[14 31] ; [12 20],[15.19480519 29.80519481] ; [10.80519481 21.19480519],0
p9,1,0.604156,0.268773,[29 15] ; [18 12],[27.94594595 16.05405405] ; [19.05405405 10.94594595],0
d3,1,0.63015,0.231858,[25 20] ; [16 16],[23.96103896 21.03896104] ; [17.03896104 14.96103896],0
p1,1,0.632557,0.22861,[ 4 40] ; [ 4 28],[ 4.63157895 39.36842105] ; [ 3.36842105 28.63157895],0
v2,1,0.641925,0.216234,[18 24] ; [12 20],[17.02702703 24.97297297] ; [12.97297297 19.02702703],0
r1,1,0.660844,0.1925,[12 33] ; [10 22],[12.85714286 32.14285714] ; [ 9.14285714 22.85714286],0
b4,1,0.705717,0.142593,[30 15] ; [20 12],[29.22077922 15.77922078] ; [20.77922078 11.22077922],0
p7,1,0.741272,0.109012,[15 28] ; [10 22],[14.33333333 28.66666667] ; [10.66666667 21.33333333],0
p2,1,0.753136,0.098914,[31 12] ; [22 10],[30.38666667 12.61333333] ; [22.61333333  9.38666667],0
s7,1,0.776876,0.080311,[15 26] ; [10 20],[14.43661972 26.56338028] ; [10.56338028 19.43661972],0
r3,1,0.792904,0.068928,[29 14] ; [20 11],[28.47297297 14.52702703] ; [20.52702703 10.47297297],0
n3,1,0.800205,0.06405,[12  9] ; [8 5],[12.35294118  8.64705882] ; [7.64705882 5.35294118],0
u2,1,0.805453,0.060662,[ 5 11] ; [ 6 11],[ 5.33333333 10.66666667] ; [ 5.66666667 11.33333333],0
b2,1,0.845211,0.038116,[ 7 17] ; [ 7 15],[ 7.30434783 16.69565217] ; [ 6.69565217 15.30434783],0
b3,1,0.845211,0.038116,[ 7 17] ; [ 7 15],[ 7.30434783 16.69565217] ; [ 6.69565217 15.30434783],0
v1,1,0.849573,0.035972,[14 28] ; [10 22],[13.62162162 28.37837838] ; [10.37837838 21.62162162],0
s2,1,0.900664,0.015581,[15 29] ; [11 20],[15.25333333 28.74666667] ; [10.74666667 20.25333333],0
p11,1,0.914796,0.011447,[29 16] ; [21 11],[29.22077922 15.77922078] ; [20.77922078 11.22077922],0
p3,1,0.919235,0.010281,[16 28] ; [12 20],[16.21052632 27.78947368] ; [11.78947368 20.21052632],0
u1,1,0.941707,0.005347,[ 4 41] ; [ 3 29],[ 4.09090909 40.90909091] ; [ 2.90909091 29.09090909],0
s6,1,0.980149,0.000619,[18 26] ; [13 19],[17.94736842 26.05263158] ; [13.05263158 18.94736842],0
p5,1,0.991462,0.000115,[ 4 39] ; [ 3 29],[ 4.01333333 38.98666667] ; [ 2.98666667 29.01333333],0
