Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-05,16.870501,[42 53] ; [31  6],[52.53787879 42.46212121] ; [20.46212121 16.53787879],1
s4,1,0.000961,10.90201,[12 84] ; [14 23],[18.76691729 77.23308271] ; [ 7.23308271 29.76691729],1
b4,1,0.001578,9.985322,[52 44] ; [31  6],[59.90977444 36.09022556] ; [23.09022556 13.90977444],0
p1,1,0.001725,9.821328,[ 3 92] ; [ 7 29],[ 7.2519084 87.7480916] ; [ 2.7480916 33.2519084],0
s7,1,0.003049,8.777722,[28 65] ; [21 15],[35.3255814 57.6744186] ; [13.6744186 22.3255814],0
p6,1,0.005682,7.648499,[27 65] ; [20 16],[33.78125 58.21875] ; [13.21875 22.78125],0
n1,1,0.008907,6.841451,[ 2 23] ; [5 6],[ 4.86111111 20.13888889] ; [2.13888889 8.86111111],0
s2,1,0.00957,6.713204,[31 65] ; [21 16],[37.53383459 58.46616541] ; [14.46616541 22.53383459],0
b5,1,0.00957,6.713204,[65 31] ; [16 21],[58.46616541 37.53383459] ; [22.53383459 14.46616541],0
s3,1,0.015937,5.809801,[40 53] ; [24 12],[46.13953488 46.86046512] ; [17.86046512 18.13953488],0
u2,1,0.029485,4.739091,[20 10] ; [4 9],[16.74418605 13.25581395] ; [7.25581395 5.74418605],0
a6,1,0.072195,3.232399,[63 33] ; [18 19],[58.46616541 37.53383459] ; [22.53383459 14.46616541],0
p5,1,0.075279,3.163992,[ 3 93] ; [ 4 33],[ 5.05263158 90.94736842] ; [ 1.94736842 35.05263158],0
s1,1,0.075279,3.163992,[ 3 93] ; [ 4 33],[ 5.05263158 90.94736842] ; [ 1.94736842 35.05263158],0
u1,1,0.083741,2.990757,[ 8 88] ; [ 7 30],[10.82706767 85.17293233] ; [ 4.17293233 32.82706767],0
b1,1,0.09105,2.855706,[44 52] ; [11 26],[39.69924812 56.30075188] ; [15.30075188 21.69924812],0
d4,1,0.091188,2.85327,[73 23] ; [33  4],[76.5112782 19.4887218] ; [29.4887218  7.5112782],0
d5,1,0.094918,2.788918,[63 32] ; [30  7],[66.93181818 28.06818182] ; [26.06818182 10.93181818],0
p10,1,0.101777,2.677479,[64 32] ; [30  7],[67.84962406 28.15037594] ; [26.15037594 10.84962406],0
n4,1,0.112963,2.512265,[43 53] ; [11 26],[38.97744361 57.02255639] ; [15.02255639 21.97744361],0
p3,1,0.114006,2.497791,[45 51] ; [23 14],[49.08270677 46.91729323] ; [18.91729323 18.08270677],0
b3,1,0.132422,2.263884,[11 44] ; [ 8 14],[13.57142857 41.42857143] ; [ 5.42857143 16.57142857],0
b2,1,0.132422,2.263884,[11 44] ; [ 8 14],[13.57142857 41.42857143] ; [ 5.42857143 16.57142857],0
n6,1,0.147197,2.101058,[62 34] ; [28  8],[65.45454545 30.54545455] ; [24.54545455 11.45454545],0
a5,1,0.150125,2.070977,[60 36] ; [28  9],[63.51879699 32.48120301] ; [24.48120301 12.51879699],0
p12,1,0.214697,1.539467,[ 3 93] ; [ 3 34],[ 4.33082707 91.66917293] ; [ 1.66917293 35.33082707],0
p9,1,0.229107,1.446396,[68 28] ; [30  7],[70.73684211 25.26315789] ; [27.26315789  9.73684211],0
a4,1,0.236425,1.401786,[31 65] ; [16 21],[33.92481203 62.07518797] ; [13.07518797 23.92481203],0
a1,1,0.24904,1.328681,[ 5 91] ; [ 4 33],[ 6.4962406 89.5037594] ; [ 2.5037594 34.4962406],0
r4,1,0.256135,1.289528,[81 15] ; [34  3],[83.0075188 12.9924812] ; [31.9924812  5.0075188],0
a7,1,0.256709,1.286418,[71 24] ; [24 13],[68.37121212 26.62878788] ; [26.62878788 10.37121212],0
s8,1,0.310229,1.029702,[30 66] ; [15 22],[32.48120301 63.51879699] ; [12.51879699 24.48120301],0
a2,1,0.327609,0.958325,[14 82] ; [ 8 29],[15.87969925 80.12030075] ; [ 6.12030075 30.87969925],0
d2,1,0.342688,0.900351,[38 58] ; [18 19],[40.42105263 55.57894737] ; [15.57894737 21.42105263],0
p4,1,0.439188,0.598403,[52 43] ; [23 14],[53.97727273 41.02272727] ; [21.02272727 15.97727273],0
u3,1,0.452995,0.563148,[17 12] ; [6 7],[15.88095238 13.11904762] ; [7.11904762 5.88095238],0
v1,1,0.47612,0.507737,[30 63] ; [14 22],[31.72093023 61.27906977] ; [12.27906977 23.72093023],0
r2,1,0.591426,0.288123,[84 11] ; [33  3],[84.84732824 10.15267176] ; [32.15267176  3.84732824],0
a8,1,0.611083,0.2586,[ 8 82] ; [ 2 31],[ 7.31707317 82.68292683] ; [ 2.68292683 30.31707317],0
n3,1,0.621273,0.244082,[22  3] ; [9 2],[21.52777778  3.47222222] ; [9.47222222 1.52777778],0
v2,1,0.631128,0.230534,[42 48] ; [19 18],[43.22834646 46.77165354] ; [17.77165354 19.22834646],0
r1,1,0.658442,0.195421,[69 27] ; [28  9],[70.01503759 25.98496241] ; [26.98496241 10.01503759],0
p8,1,0.702212,0.146181,[53 42] ; [22 15],[53.97727273 41.02272727] ; [21.02272727 15.97727273],0
v4,1,0.724513,0.12421,[89  7] ; [34  2],[89.45454545  6.54545455] ; [33.54545455  2.45454545],0
n2,1,0.798074,0.065455,[17  8] ; [7 4],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
v3,1,0.8456,0.037922,[24 68] ; [10 26],[24.4375 67.5625] ; [ 9.5625 26.4375],0
p2,1,0.891927,0.01846,[83 12] ; [32  5],[82.76515152 12.23484848] ; [32.23484848  4.76515152],0
a3,1,0.909452,0.012934,[65 31] ; [24 12],[64.72727273 31.27272727] ; [24.27272727 11.72727273],0
d3,1,0.933735,0.006913,[70 25] ; [27 10],[69.81060606 25.18939394] ; [27.18939394  9.81060606],0
d1,1,0.974459,0.001025,[49 47] ; [19 18],[49.08270677 46.91729323] ; [18.91729323 18.08270677],0
p11,1,0.994775,4.3e-05,[70 26] ; [27 10],[70.01503759 25.98496241] ; [26.98496241 10.01503759],0
