Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,78.637859,[139  29] ; [ 54 103],[99.76615385 68.23384615] ; [93.23384615 63.76615385],1
p4,1,0.0,48.040138,[123  47] ; [ 54 104],[91.73780488 78.26219512] ; [85.26219512 72.73780488],1
p2,1,0.0,38.846263,[155  14] ; [99 58],[131.67484663  37.32515337] ; [122.32515337  34.67484663],1
p3,1,0.0,35.846904,[106  64] ; [ 46 111],[79.02140673 90.97859327] ; [72.97859327 84.02140673],1
p6,1,0.0,26.942534,[ 67 102] ; [ 22 135],[ 46.13803681 122.86196319] ; [ 42.86196319 114.13803681],1
p10,1,2e-06,22.942139,[147  22] ; [101  56],[128.56441718  40.43558282] ; [119.43558282  37.56441718],1
r4,1,9e-06,19.688922,[159  11] ; [121  38],[144.68085106  25.31914894] ; [135.31914894  23.68085106],1
p11,1,3.9e-05,16.92242,[146  24] ; [106  53],[130.21276596  39.78723404] ; [121.78723404  37.21276596],1
v1,1,4.5e-05,16.633478,[100  67] ; [58 98],[81.69040248 85.30959752] ; [76.30959752 79.69040248],1
p9,1,5.3e-05,16.321332,[148  21] ; [108  48],[133.12  35.88] ; [122.88  33.12],1
v4,1,0.000216,13.683468,[164   6] ; [132  24],[154.35582822  15.64417178] ; [141.64417178  14.35582822],1
r3,1,0.000712,11.456854,[164   6] ; [135  22],[155.44342508  14.55657492] ; [143.55657492  13.44342508],1
r1,1,0.004579,8.038457,[147  22] ; [118  40],[136.95718654  32.04281346] ; [128.04281346  29.95718654],0
v2,1,0.009433,6.738877,[99 67] ; [70 85],[87.39563863 78.60436137] ; [81.60436137 73.39563863],0
p5,1,0.017154,5.680588,[ 26 144] ; [ 11 147],[ 19.17682927 150.82317073] ; [ 17.82317073 140.17682927],0
n6,1,0.018017,5.594509,[143  26] ; [117  41],[134.37308869  34.62691131] ; [125.62691131  32.37308869],0
s6,1,0.030602,4.675145,[85 81] ; [62 96],[75.31481481 90.68518519] ; [71.68518519 86.31481481],0
n5,1,0.057646,3.603843,[130  39] ; [106  51],[122.34355828  46.65644172] ; [113.65644172  43.34355828],0
a7,1,0.058774,3.571652,[130  40] ; [106  52],[122.31707317  47.68292683] ; [113.68292683  44.31707317],0
s8,1,0.074438,3.182331,[ 51 118] ; [ 34 124],[ 43.92966361 125.07033639] ; [ 41.07033639 116.92966361],0
