Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.295547,[49 25] ; [245  24],[63.42857143 10.57142857] ; [230.57142857  38.42857143],1
r3,1,0.0,28.546786,[58 16] ; [259   9],[68.59064327  5.40935673] ; [248.40935673  19.59064327],1
p11,1,0.0,25.662795,[39 35] ; [219  50],[55.66180758 18.33819242] ; [202.33819242  66.66180758],1
v4,1,1e-06,24.470616,[58 16] ; [257  11],[68.15789474  5.84210526] ; [246.84210526  21.15789474],1
n5,1,2e-06,22.224747,[32 42] ; [193  73],[48.97058824 25.02941176] ; [176.02941176  89.97058824],1
p10,1,7e-06,20.22309,[39 34] ; [210  54],[53.93768546 19.06231454] ; [195.06231454  68.93768546],1
n4,1,8.4e-05,15.459753,[39 35] ; [204  64],[52.57894737 21.42105263] ; [190.42105263  77.57894737],1
r2,1,0.000182,14.009412,[59 15] ; [248  16],[67.21301775  6.78698225] ; [239.78698225  24.21301775],1
p9,1,0.000856,11.116047,[46 27] ; [215  49],[56.53709199 16.46290801] ; [204.46290801  59.53709199],1
p4,1,0.001348,10.275046,[26 48] ; [150 117],[38.19354839 35.80645161] ; [137.80645161 129.19354839],0
p6,1,0.002354,9.250634,[10 62] ; [ 85 180],[20.29673591 51.70326409] ; [ 74.70326409 190.29673591],0
p2,1,0.005165,7.820832,[50 24] ; [221  47],[58.6374269 15.3625731] ; [212.3625731  55.6374269],0
p3,1,0.012131,6.291567,[23 50] ; [129 140],[32.44444444 40.55555556] ; [119.55555556 149.44444444],0
n2,1,0.01311,6.154151,[12 14] ; [45 16],[17.03448276  8.96551724] ; [39.96551724 21.03448276],0
s1,1,0.020559,5.363799,[ 4 69] ; [  3 263],[ 1.50737463 71.49262537] ; [  5.49262537 260.50737463],0
b1,1,0.021663,5.272682,[34 40] ; [ 85 184],[25.67346939 48.32653061] ; [ 93.32653061 175.67346939],0
p7,1,0.022524,5.204868,[33 38] ; [163 102],[41.41666667 29.58333333] ; [154.58333333 110.41666667],0
v2,1,0.039462,4.240889,[31 39] ; [151 109],[38.60606061 31.39393939] ; [143.39393939 116.60606061],0
v1,1,0.043426,4.078725,[28 45] ; [136 127],[35.63095238 37.36904762] ; [128.36904762 134.63095238],0
p8,1,0.051421,3.79452,[29 43] ; [140 123],[36.32238806 35.67761194] ; [132.67761194 130.32238806],0
s6,1,0.067152,3.351301,[27 47] ; [128 136],[33.93491124 40.06508876] ; [121.06508876 142.93491124],0
d1,1,0.068695,3.313938,[33 41] ; [152 117],[39.91253644 34.08746356] ; [145.08746356 123.91253644],0
s7,1,0.079674,3.071534,[12 56] ; [ 72 184],[17.62962963 50.37037037] ; [ 66.37037037 189.62962963],0
v3,1,0.088709,2.897637,[19 52] ; [ 99 164],[25.08383234 45.91616766] ; [ 92.91616766 170.08383234],0
n3,1,0.096932,2.755312,[14 11] ; [46 16],[17.24137931  7.75862069] ; [42.75862069 19.24137931],0
s4,1,0.100423,2.698818,[ 3 71] ; [ 27 238],[ 6.54867257 67.45132743] ; [ 23.45132743 241.54867257],0
u1,1,0.1073,2.59355,[ 7 67] ; [ 46 223],[11.43440233 62.56559767] ; [ 41.56559767 227.43440233],0
d4,1,0.110652,2.544884,[54 20] ; [219  50],[58.89795918 15.10204082] ; [214.10204082  54.89795918],0
d3,1,0.120079,2.416296,[50 23] ; [208  61],[55.07017544 17.92982456] ; [202.92982456  66.07017544],0
p12,1,0.1581,1.992306,[ 1 71] ; [ 14 253],[ 3.18584071 68.81415929] ; [ 11.81415929 255.18584071],0
r1,1,0.177646,1.817211,[53 21] ; [211  56],[57.29032258 16.70967742] ; [206.70967742  60.29032258],0
s5,1,0.247957,1.334778,[ 8 64] ; [ 44 220],[11.14285714 60.85714286] ; [ 40.85714286 223.14285714],0
b3,1,0.249516,1.32601,[11 31] ; [ 57 103],[14.13861386 27.86138614] ; [ 53.86138614 106.13861386],0
b2,1,0.249516,1.32601,[11 31] ; [ 57 103],[14.13861386 27.86138614] ; [ 53.86138614 106.13861386],0
s8,1,0.324902,0.969111,[15 59] ; [ 69 198],[18.228739 55.771261] ; [ 65.771261 201.228739],0
a1,1,0.335225,0.928606,[ 5 69] ; [ 11 258],[ 3.45189504 70.54810496] ; [ 12.54810496 256.45189504],0
p1,1,0.403843,0.696855,[ 7 66] ; [ 18 250],[ 5.35190616 67.64809384] ; [ 19.64809384 248.35190616],0
a4,1,0.448368,0.574775,[33 41] ; [106 161],[30.16422287 43.83577713] ; [108.83577713 158.16422287],0
p5,1,0.475648,0.508824,[ 5 67] ; [ 26 243],[ 6.54545455 65.45454545] ; [ 24.45454545 244.54545455],0
n1,1,0.48791,0.481132,[ 8 17] ; [24 36],[ 9.41176471 15.58823529] ; [22.58823529 37.41176471],0
a8,1,0.508173,0.437826,[ 7 62] ; [ 31 205],[ 8.59672131 60.40327869] ; [ 29.40327869 206.59672131],0
a3,1,0.534743,0.385371,[52 21] ; [180  87],[49.81176471 23.18823529] ; [182.18823529  84.81176471],0
b5,1,0.55667,0.345504,[44 30] ; [170  99],[46.16909621 27.83090379] ; [167.83090379 101.16909621],0
u3,1,0.564945,0.331214,[11 11] ; [50 38],[12.2  9.8] ; [48.8 39.2],0
u2,1,0.632142,0.229167,[13  9] ; [47 41],[12. 10.] ; [48. 40.],0
a2,1,0.695838,0.152838,[16 58] ; [ 64 205],[17.25947522 56.74052478] ; [ 62.74052478 206.25947522],0
d2,1,0.704844,0.143482,[29 45] ; [112 157],[30.41982507 43.58017493] ; [110.58017493 158.41982507],0
b4,1,0.716135,0.132226,[42 32] ; [159 110],[43.36443149 30.63556851] ; [157.63556851 111.36443149],0
a5,1,0.727506,0.121414,[51 23] ; [191  78],[52.20991254 21.79008746] ; [189.79008746  79.20991254],0
a6,1,0.795403,0.067237,[58 16] ; [207  62],[57.17201166 16.82798834] ; [207.82798834  61.17201166],0
d5,1,0.831465,0.045294,[60 14] ; [221  48],[60.62390671 13.37609329] ; [220.37609329  48.62390671],0
s3,1,0.995473,3.2e-05,[16 57] ; [ 58 207],[15.98224852 57.01775148] ; [ 58.01775148 206.98224852],0
