Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.014503,5.975921,[7 6] ; [11 43],[3.49253731 9.50746269] ; [14.50746269 39.49253731],0
d5,1,0.017655,5.630109,[12  2] ; [30 29],[8.05479452 5.94520548] ; [33.94520548 25.05479452],0
p2,1,0.020641,5.356822,[10  4] ; [22 37],[6.1369863 7.8630137] ; [25.8630137 33.1369863],0
d1,1,0.02163,5.275305,[8 6] ; [15 44],[4.4109589 9.5890411] ; [18.5890411 40.4109589],0
s3,1,0.023582,5.125123,[10  4] ; [22 36],[6.22222222 7.77777778] ; [25.77777778 32.22222222],0
s8,1,0.023773,5.111123,[6 8] ; [ 9 49],[ 2.91666667 11.08333333] ; [12.08333333 45.91666667],0
p7,1,0.079102,3.083252,[9 4] ; [25 34],[6.13888889 6.86111111] ; [27.86111111 31.13888889],0
a3,1,0.110582,2.545881,[9 5] ; [24 35],[6.32876712 7.67123288] ; [26.67123288 32.32876712],0
v2,1,0.116178,2.468098,[7 7] ; [16 41],[4.53521127 9.46478873] ; [18.46478873 38.53521127],0
b5,1,0.119642,2.422007,[ 3 11] ; [26 33],[5.56164384 8.43835616] ; [23.43835616 35.56164384],0
r1,1,0.119642,2.422007,[11  3] ; [33 26],[8.43835616 5.56164384] ; [35.56164384 23.43835616],0
d2,1,0.122619,2.383547,[9 5] ; [24 34],[6.41666667 7.58333333] ; [26.58333333 31.41666667],0
d3,1,0.167071,1.909032,[7 7] ; [18 41],[4.79452055 9.20547945] ; [20.20547945 38.79452055],0
d4,1,0.182962,1.773399,[10  4] ; [30 28],[7.77777778 6.22222222] ; [32.22222222 25.77777778],0
s2,1,0.228028,1.45312,[7 7] ; [19 39],[5.05555556 8.94444444] ; [20.94444444 37.05555556],0
s5,1,0.234806,1.411512,[5 9] ; [12 46],[ 3.30555556 10.69444444] ; [13.69444444 44.30555556],0
u3,1,0.397422,0.716113,[3 2] ; [14 21],[2.125 2.875] ; [14.875 20.125],0
a6,1,0.40231,0.701411,[ 4 10] ; [24 35],[5.36986301 8.63013699] ; [22.63013699 36.36986301],0
v3,1,0.420057,0.650155,[5 9] ; [14 42],[ 3.8 10.2] ; [15.2 40.8],0
