Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001606,9.95284,[11 53] ; [8 6],[15.58974359 48.41025641] ; [ 3.41025641 10.58974359],0
s3,1,0.010892,6.482898,[33 35] ; [12  2],[37.31707317 30.68292683] ; [7.68292683 6.31707317],0
s2,1,0.026637,4.914175,[27 42] ; [10  4],[30.75903614 38.24096386] ; [6.24096386 7.75903614],0
a6,1,0.031087,4.648162,[50 19] ; [6 8],[46.55421687 22.44578313] ; [9.44578313 4.55421687],0
s5,1,0.032736,4.559537,[14 53] ; [6 6],[16.96202532 50.03797468] ; [3.03797468 8.96202532],0
s7,1,0.035169,4.436939,[20 45] ; [7 4],[23.09210526 41.90789474] ; [3.90789474 7.09210526],0
p3,1,0.03704,4.348593,[23 44] ; [9 5],[26.4691358 40.5308642] ; [5.5308642 8.4691358],0
a7,1,0.037606,4.322737,[54 16] ; [7 7],[50.83333333 19.16666667] ; [10.16666667  3.83333333],0
s6,1,0.041136,4.170421,[38 32] ; [11  2],[41.3253012 28.6746988] ; [7.6746988 5.3253012],0
n5,1,0.044474,4.038462,[30 40] ; [ 2 12],[26.66666667 43.33333333] ; [5.33333333 8.66666667],0
b5,1,0.066798,3.36,[48 22] ; [6 8],[45. 25.] ; [9. 5.],0
r1,1,0.071828,3.240734,[55 14] ; [8 6],[52.37349398 16.62650602] ; [10.62650602  3.37349398],0
s8,1,0.085608,2.955082,[23 47] ; [8 6],[25.83333333 44.16666667] ; [5.16666667 8.83333333],0
p11,1,0.094739,2.791949,[42 28] ; [5 9],[39.16666667 30.83333333] ; [7.83333333 6.16666667],0
b2,1,0.110497,2.547094,[13 33] ; [5 4],[15.05454545 30.94545455] ; [2.94545455 6.05454545],0
b3,1,0.110497,2.547094,[13 33] ; [5 4],[15.05454545 30.94545455] ; [2.94545455 6.05454545],0
a5,1,0.120249,2.414076,[54 16] ; [8 6],[51.66666667 18.33333333] ; [10.33333333  3.66666667],0
n1,1,0.136037,2.222222,[ 8 16] ; [4 2],[ 9.6 14.4] ; [2.4 3.6],0
v4,1,0.144967,2.124428,[60  9] ; [10  4],[58.19277108 10.80722892] ; [11.80722892  2.19277108],0
p1,1,0.148845,2.084051,[ 3 67] ; [ 2 12],[ 4.16666667 65.83333333] ; [ 0.83333333 13.16666667],0
a2,1,0.194924,1.68,[22 48] ; [ 2 12],[20. 50.] ; [ 4. 10.],0
b1,1,0.241567,1.371429,[33 37] ; [9 5],[35. 35.] ; [7. 7.],0
p10,1,0.296241,1.091041,[42 26] ; [10  3],[43.65432099 24.34567901] ; [8.34567901 4.65432099],0
r4,1,0.310494,1.028571,[54 16] ; [9 5],[52.5 17.5] ; [10.5  3.5],0
d2,1,0.381227,0.766741,[46 23] ; [11  3],[47.38554217 21.61445783] ; [9.61445783 4.38554217],0
p2,1,0.405882,0.690832,[46 21] ; [8 6],[44.66666667 22.33333333] ; [9.33333333 4.66666667],0
v2,1,0.476046,0.507907,[37 28] ; [6 7],[35.83333333 29.16666667] ; [7.16666667 5.83333333],0
n4,1,0.494402,0.466931,[37 33] ; [6 8],[35.83333333 34.16666667] ; [7.16666667 6.83333333],0
v1,1,0.497815,0.459592,[31 37] ; [5 9],[29.85365854 38.14634146] ; [6.14634146 7.85365854],0
b4,1,0.541193,0.373333,[46 24] ; [8 6],[45. 25.] ; [9. 5.],0
p9,1,0.568333,0.325481,[48 21] ; [8 5],[47.12195122 21.87804878] ; [8.87804878 4.12195122],0
a4,1,0.625487,0.23823,[35 35] ; [8 6],[35.83333333 34.16666667] ; [7.16666667 6.83333333],0
p7,1,0.627211,0.235862,[33 33] ; [8 6],[33.825 32.175] ; [7.175 6.825],0
d3,1,0.64959,0.206418,[62  7] ; [12  2],[61.51807229  7.48192771] ; [12.48192771  1.51807229],0
n2,1,0.655758,0.198718,[15 10] ; [3 3],[14.51612903 10.48387097] ; [3.48387097 2.51612903],0
n3,1,0.709388,0.138889,[14 10] ; [4 2],[14.4  9.6] ; [3.6 2.4],0
a3,1,0.735317,0.114286,[52 18] ; [11  3],[52.5 17.5] ; [10.5  3.5],0
p4,1,0.763069,0.090874,[31 37] ; [7 7],[31.51219512 36.48780488] ; [6.48780488 7.51219512],0
r3,1,0.763149,0.090811,[62  8] ; [12  2],[61.66666667  8.33333333] ; [12.33333333  1.66666667],0
v3,1,0.781115,0.07721,[17 46] ; [4 9],[17.40789474 45.59210526] ; [3.59210526 9.40789474],0
p5,1,0.857553,0.032217,[ 4 64] ; [ 1 13],[ 4.14634146 63.85365854] ; [ 0.85365854 13.14634146],0
s1,1,0.868297,0.027497,[ 4 63] ; [ 1 13],[ 4.13580247 62.86419753] ; [ 0.86419753 13.13580247],0
p8,1,0.907588,0.013475,[25 43] ; [5 8],[25.18518519 42.81481481] ; [4.81481481 8.18518519],0
r2,1,0.954836,0.003208,[64  5] ; [12  1],[63.95121951  5.04878049] ; [12.04878049  0.95121951],0
u1,1,1.0,0.0,[10 60] ; [ 2 12],[10. 60.] ; [ 2. 12.],0
