Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6e-06,20.563481,[41 22] ; [ 51 109],[25.99103139 37.00896861] ; [66.00896861 93.99103139],1
s6,1,8e-06,19.933642,[49 14] ; [71 88],[34.05405405 28.94594595] ; [85.94594595 73.05405405],1
s4,1,0.000933,10.955713,[22 41] ; [ 24 136],[12.9955157 50.0044843] ; [ 33.0044843 126.9955157],1
s7,1,0.003403,8.577478,[30 30] ; [ 44 109],[20.84507042 39.15492958] ; [53.15492958 99.84507042],0
s3,1,0.00399,8.288244,[40 23] ; [66 91],[30.35454545 32.64545455] ; [75.64545455 81.35454545],0
n4,1,0.007361,7.182608,[15 48] ; [69 91],[23.7309417 39.2690583] ; [60.2690583 99.7309417],0
d4,1,0.025659,4.978883,[57  6] ; [124  36],[51.13452915 11.86547085] ; [129.86547085  30.13452915],0
a1,1,0.028431,4.801736,[ 5 58] ; [  3 157],[ 2.26008969 60.73991031] ; [  5.73991031 154.26008969],0
p6,1,0.030795,4.664348,[22 39] ; [ 34 122],[15.74193548 45.25806452] ; [ 40.25806452 115.74193548],0
a6,1,0.032384,4.578057,[32 31] ; [106  54],[38.98654709 24.01345291] ; [99.01345291 60.98654709],0
n1,1,0.0388,4.269593,[ 9 10] ; [10 36],[ 5.55384615 13.44615385] ; [13.44615385 32.55384615],0
p10,1,0.041799,4.143311,[46 15] ; [96 62],[39.55251142 21.44748858] ; [102.44748858  55.55251142],0
b4,1,0.047237,3.936914,[46 17] ; [94 66],[39.55156951 23.44843049] ; [100.44843049  59.55156951],0
p5,1,0.05687,3.626385,[ 5 56] ; [  4 155],[ 2.49545455 58.50454545] ; [  6.50454545 152.49545455],0
d2,1,0.056907,3.625303,[32 31] ; [ 59 101],[25.70852018 37.29147982] ; [65.29147982 94.70852018],0
s8,1,0.061432,3.498293,[25 38] ; [ 43 117],[19.21076233 43.78923767] ; [ 48.78923767 111.21076233],0
u1,1,0.063432,3.445309,[11 52] ; [ 14 146],[ 7.06278027 55.93721973] ; [ 17.93721973 142.06278027],0
d5,1,0.064412,3.419966,[54  9] ; [118  41],[48.81081081 14.18918919] ; [123.18918919  35.81081081],0
p3,1,0.066216,3.374427,[30 32] ; [ 56 104],[24.01801802 37.98198198] ; [61.98198198 98.01801802],0
u2,1,0.073407,3.205137,[ 9 13] ; [36 21],[12.53164557  9.46835443] ; [32.46835443 24.53164557],0
p12,1,0.081712,3.030517,[ 4 58] ; [  3 156],[ 1.9638009 60.0361991] ; [  5.0361991 153.9638009],0
p1,1,0.101219,2.686236,[ 8 53] ; [ 10 148],[ 5.01369863 55.98630137] ; [ 12.98630137 145.01369863],0
p9,1,0.109658,2.559149,[48 13] ; [107  51],[43.17351598 17.82648402] ; [111.82648402  46.17351598],0
r3,1,0.115142,2.48219,[62  1] ; [149  11],[59.60986547  3.39013453] ; [151.39013453   8.60986547],0
s1,1,0.11804,2.443139,[ 5 58] ; [  5 155],[ 2.82511211 60.17488789] ; [  7.17488789 152.82511211],0
d1,1,0.164621,1.931255,[38 25] ; [80 80],[33.33632287 29.66367713] ; [84.66367713 75.33632287],0
a4,1,0.172505,1.861043,[27 36] ; [ 53 107],[22.60089686 40.39910314] ; [ 57.39910314 102.60089686],0
b2,1,0.196628,1.667247,[14 23] ; [22 62],[11.00826446 25.99173554] ; [24.99173554 59.00826446],0
b3,1,0.196628,1.667247,[14 23] ; [22 62],[11.00826446 25.99173554] ; [24.99173554 59.00826446],0
v1,1,0.197799,1.658551,[27 34] ; [ 54 101],[22.875 38.125] ; [58.125 96.875],0
a5,1,0.22974,1.44247,[44 19] ; [98 62],[40.11659193 22.88340807] ; [101.88340807  58.11659193],0
p4,1,0.271754,1.207871,[30 32] ; [64 95],[26.37104072 35.62895928] ; [67.62895928 91.37104072],0
b5,1,0.278582,1.173997,[34 29] ; [99 61],[37.57399103 25.42600897] ; [95.42600897 64.57399103],0
n6,1,0.29767,1.084603,[43 19] ; [99 61],[39.65765766 22.34234234] ; [102.34234234  57.65765766],0
a2,1,0.321775,0.981717,[12 51] ; [ 22 138],[ 9.60538117 53.39461883] ; [ 24.39461883 135.60538117],0
p11,1,0.328382,0.955266,[39 24] ; [110  50],[42.0941704 20.9058296] ; [106.9058296  53.0941704],0
a7,1,0.335804,0.926385,[44 19] ; [121  38],[46.82432432 16.17567568] ; [118.17567568  40.82432432],0
b1,1,0.389057,0.741887,[19 44] ; [ 58 102],[21.75336323 41.24663677] ; [ 55.24663677 104.75336323],0
a8,1,0.393471,0.728188,[ 2 54] ; [ 10 139],[ 3.27804878 52.72195122] ; [  8.72195122 140.27804878],0
u3,1,0.394748,0.724267,[12 10] ; [37 20],[13.64556962  8.35443038] ; [35.35443038 21.64556962],0
r1,1,0.503444,0.447669,[45 17] ; [123  37],[46.91891892 15.08108108] ; [121.08108108  38.91891892],0
n2,1,0.636783,0.222974,[13  6] ; [28 17],[12.171875  6.828125] ; [28.828125 16.171875],0
a3,1,0.675756,0.174943,[41 21] ; [101  59],[39.65765766 22.34234234] ; [102.34234234  57.65765766],0
v2,1,0.693275,0.155563,[34 29] ; [76 73],[32.68867925 30.31132075] ; [77.31132075 71.68867925],0
p2,1,0.719217,0.129244,[45 16] ; [121  38],[46.02727273 14.97272727] ; [119.97272727  39.02727273],0
v3,1,0.763246,0.090734,[19 42] ; [ 43 105],[18.09569378 42.90430622] ; [ 43.90430622 104.09569378],0
p7,1,0.808216,0.058917,[33 27] ; [84 74],[32.20183486 27.79816514] ; [84.79816514 73.20183486],0
r4,1,0.865243,0.028799,[55  8] ; [141  19],[55.37219731  7.62780269] ; [140.62780269  19.37219731],0
d3,1,0.923509,0.009219,[44 19] ; [110  49],[43.7027027 19.2972973] ; [110.2972973  48.7027027],0
n3,1,0.929724,0.007778,[13  5] ; [32 13],[12.85714286  5.14285714] ; [32.14285714 12.85714286],0
p8,1,0.943483,0.005026,[25 36] ; [66 93],[25.23181818 35.76818182] ; [65.76818182 93.23181818],0
v4,1,0.964505,0.00198,[58  4] ; [149  10],[58.07239819  3.92760181] ; [148.92760181  10.07239819],0
