Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.004503,8.069053,[9 4] ; [1 9],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
b3,1,0.004511,8.065821,[7 7] ; [ 2 21],[ 3.40540541 10.59459459] ; [ 5.59459459 17.40540541],0
b2,1,0.004511,8.065821,[7 7] ; [ 2 21],[ 3.40540541 10.59459459] ; [ 5.59459459 17.40540541],0
p4,1,0.008961,6.830634,[10 21] ; [22 12],[15.26153846 15.73846154] ; [16.73846154 17.26153846],0
r4,1,0.014352,5.994307,[28  3] ; [22 12],[23.84615385  7.15384615] ; [26.15384615  7.84615385],0
b1,1,0.019416,5.463653,[12 19] ; [23 11],[16.69230769 14.30769231] ; [18.30769231 15.69230769],0
p8,1,0.022943,5.172804,[ 6 24] ; [16 18],[10.3125 19.6875] ; [11.6875 22.3125],0
p6,1,0.026582,4.917781,[ 5 26] ; [14 20],[ 9.06153846 21.93846154] ; [ 9.93846154 24.06153846],0
a6,1,0.044237,4.047497,[16 15] ; [25  8],[19.859375 11.140625] ; [21.140625 11.859375],0
n5,1,0.072461,3.226365,[10 21] ; [18 15],[13.5625 17.4375] ; [14.4375 18.5625],0
a2,1,0.099314,2.716532,[ 2 29] ; [ 7 27],[ 4.29230769 26.70769231] ; [ 4.70769231 29.29230769],0
v1,1,0.102279,2.669648,[18 12] ; [13 20],[14.76190476 15.23809524] ; [16.23809524 16.76190476],0
n3,1,0.106343,2.607745,[11  2] ; [6 5],[9.20833333 3.79166667] ; [7.79166667 3.20833333],0
b5,1,0.116275,2.466793,[16 15] ; [24 10],[19.07692308 11.92307692] ; [20.92307692 13.07692308],0
v3,1,0.14205,2.155612,[11 17] ; [ 7 25],[ 8.4 19.6] ; [ 9.6 22.4],0
s3,1,0.18317,1.771716,[26  5] ; [32  2],[27.66153846  3.33846154] ; [30.33846154  3.66153846],0
d4,1,0.20405,1.613149,[28  3] ; [26  7],[26.15625  4.84375] ; [27.84375  5.15625],0
a5,1,0.208124,1.584426,[22  9] ; [19 15],[19.55384615 11.44615385] ; [21.44615385 12.55384615],0
d3,1,0.212075,1.557203,[19 12] ; [25  8],[21.3125  9.6875] ; [22.6875 10.3125],0
u2,1,0.236958,1.398601,[7 4] ; [11  2],[8.25 2.75] ; [9.75 3.25],0
p1,1,0.259001,1.274089,[ 3 28] ; [ 1 33],[ 1.90769231 29.09230769] ; [ 2.09230769 31.90769231],0
u3,1,0.273322,1.2,[11  1] ; [9 3],[10.  2.] ; [10.  2.],0
p11,1,0.284666,1.144679,[16 15] ; [22 12],[18.12307692 12.87692308] ; [19.87692308 14.12307692],0
s1,1,0.348255,0.879806,[ 1 30] ; [ 3 31],[ 1.90769231 29.09230769] ; [ 2.09230769 31.90769231],0
s7,1,0.384987,0.754717,[14 15] ; [19 13],[15.68852459 13.31147541] ; [17.31147541 14.68852459],0
s6,1,0.385547,0.752941,[21  9] ; [27  7],[22.5  7.5] ; [25.5  8.5],0
p9,1,0.423206,0.641394,[23  7] ; [23 11],[21.5625  8.4375] ; [24.4375  9.5625],0
r1,1,0.423206,0.641394,[23  7] ; [23 11],[21.5625  8.4375] ; [24.4375  9.5625],0
d2,1,0.479167,0.50076,[12 19] ; [10 23],[10.65625 20.34375] ; [11.34375 21.65625],0
