Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.980565,[33 39] ; [ 20 106],[19.27272727 52.72727273] ; [33.72727273 92.27272727],1
r4,1,2.5e-05,17.790689,[63  9] ; [74 52],[49.81818182 22.18181818] ; [87.18181818 38.81818182],1
p2,1,5.3e-05,16.325481,[57 15] ; [63 63],[43.63636364 28.36363636] ; [76.36363636 49.63636364],1
p3,1,6.6e-05,15.920025,[25 47] ; [ 14 111],[14.25380711 57.74619289] ; [ 24.74619289 100.25380711],1
p6,1,0.000155,14.304475,[18 52] ; [  8 116],[ 9.3814433 60.6185567] ; [ 16.6185567 107.3814433],1
v4,1,0.00068,11.543676,[66  5] ; [91 34],[56.87244898 14.12755102] ; [100.12755102  24.87244898],1
r3,1,0.002368,9.23952,[67  5] ; [94 30],[59.14285714 12.85714286] ; [101.85714286  22.14285714],0
s2,1,0.005975,7.557932,[19 53] ; [ 14 111],[12.06091371 59.93908629] ; [ 20.93908629 104.06091371],0
v2,1,0.008239,6.980814,[38 32] ; [42 79],[29.31937173 40.68062827] ; [50.68062827 70.31937173],0
n6,1,0.010811,6.496185,[55 17] ; [73 52],[46.78172589 25.21827411] ; [81.21827411 43.78172589],0
r1,1,0.014303,6.000374,[53 18] ; [72 54],[45.05076142 25.94923858] ; [79.94923858 46.05076142],0
n3,1,0.015986,5.80438,[17  4] ; [24 24],[12.47826087  8.52173913] ; [28.52173913 19.47826087],0
a8,1,0.016951,5.701401,[12 56] ; [  8 114],[ 7.15789474 60.84210526] ; [ 12.84210526 109.15789474],0
p11,1,0.025988,4.956799,[51 21] ; [69 57],[43.63636364 28.36363636] ; [76.36363636 49.63636364],0
s3,1,0.06002,3.536821,[23 49] ; [ 25 100],[17.54314721 54.45685279] ; [30.45685279 94.54314721],0
n1,1,0.063501,3.443502,[ 3 16] ; [20 31],[ 6.24285714 12.75714286] ; [16.75714286 34.24285714],0
p1,1,0.072702,3.22093,[ 2 70] ; [ 12 113],[ 5.11675127 66.88324873] ; [  8.88324873 116.11675127],0
r2,1,0.075027,3.16947,[65  6] ; [102  22],[60.80512821 10.19487179] ; [106.19487179  17.80512821],0
a1,1,0.143342,2.141705,[ 2 70] ; [ 10 116],[ 4.36363636 67.63636364] ; [  7.63636364 118.36363636],0
s1,1,0.218776,1.51238,[ 1 70] ; [  6 119],[ 2.53571429 68.46428571] ; [  4.46428571 120.53571429],0
v3,1,0.231774,1.429944,[22 49] ; [28 93],[18.48958333 52.51041667] ; [31.51041667 89.48958333],0
p10,1,0.237722,1.394054,[44 28] ; [65 59],[40.04081633 31.95918367] ; [68.95918367 55.04081633],0
d1,1,0.246537,1.342823,[37 35] ; [54 72],[33.09090909 38.90909091] ; [57.90909091 68.09090909],0
b1,1,0.252142,1.311396,[26 46] ; [56 70],[29.81818182 42.18181818] ; [52.18181818 73.81818182],0
p9,1,0.252516,1.309329,[47 24] ; [70 51],[43.265625 27.734375] ; [73.734375 47.265625],0
b4,1,0.266607,1.234123,[37 35] ; [75 51],[40.72727273 31.27272727] ; [71.27272727 54.72727273],0
s8,1,0.303593,1.058344,[11 61] ; [ 13 113],[ 8.72727273 63.27272727] ; [ 15.27272727 110.72727273],0
b2,1,0.324495,0.970744,[13 27] ; [29 40],[15.41284404 24.58715596] ; [26.58715596 42.41284404],0
b3,1,0.324495,0.970744,[13 27] ; [29 40],[15.41284404 24.58715596] ; [26.58715596 42.41284404],0
u2,1,0.327187,0.96,[14 13] ; [18 27],[12. 15.] ; [20. 25.],0
a4,1,0.352136,0.865744,[24 48] ; [50 75],[27.04568528 44.95431472] ; [46.95431472 78.04568528],0
s4,1,0.427079,0.630754,[ 5 67] ; [ 13 113],[ 6.54545455 65.45454545] ; [ 11.45454545 114.54545455],0
d2,1,0.433838,0.612528,[34 38] ; [51 72],[31.38461538 40.61538462] ; [53.61538462 69.38461538],0
d4,1,0.461898,0.54129,[54 17] ; [89 36],[51.80102041 19.19897959] ; [91.19897959 33.80102041],0
a5,1,0.463125,0.538332,[39 33] ; [75 51],[41.45454545 30.54545455] ; [72.54545455 53.45454545],0
