Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.821687,[88 12] ; [2 7],[82.56880734 17.43119266] ; [7.43119266 1.56880734],1
r2,1,4e-05,16.867291,[93  6] ; [4 4],[89.74766355  9.25233645] ; [7.25233645 0.74766355],1
r1,1,0.000614,11.733252,[76 24] ; [2 7],[71.55963303 28.44036697] ; [6.44036697 2.55963303],1
s6,1,0.002688,9.007792,[62 37] ; [1 8],[57.75 41.25] ; [5.25 3.75],0
a8,1,0.01222,6.278735,[ 7 87] ; [3 6],[ 9.12621359 84.87378641] ; [0.87378641 8.12621359],0
p1,1,0.025491,4.990215,[ 9 91] ; [3 6],[11.00917431 88.99082569] ; [0.99082569 8.00917431],0
a6,1,0.038863,4.266849,[67 32] ; [3 6],[64.16666667 34.83333333] ; [5.83333333 3.16666667],0
s1,1,0.046827,3.951582,[ 5 93] ; [2 7],[ 6.41121495 91.58878505] ; [0.58878505 8.41121495],0
p9,1,0.057401,3.610942,[88 11] ; [6 3],[86.16666667 12.83333333] ; [7.83333333 1.16666667],0
b4,1,0.061814,3.488042,[57 43] ; [8 1],[59.63302752 40.36697248] ; [5.36697248 3.63302752],0
d5,1,0.089026,2.891901,[71 28] ; [4 5],[68.75 30.25] ; [6.25 2.75],0
b2,1,0.092947,2.822581,[20 42] ; [5 3],[22.14285714 39.85714286] ; [2.85714286 5.14285714],0
b3,1,0.092947,2.822581,[20 42] ; [5 3],[22.14285714 39.85714286] ; [2.85714286 5.14285714],0
p4,1,0.105716,2.617117,[37 60] ; [1 8],[34.77358491 62.22641509] ; [3.22641509 5.77358491],0
v2,1,0.109672,2.558936,[56 36] ; [3 6],[53.74257426 38.25742574] ; [5.25742574 3.74257426],0
a5,1,0.115768,2.473659,[70 30] ; [4 5],[67.88990826 32.11009174] ; [6.11009174 2.88990826],0
r3,1,0.156851,2.004328,[92  8] ; [7 2],[90.82568807  9.17431193] ; [8.17431193 0.82568807],0
s5,1,0.164555,1.931858,[31 61] ; [1 8],[29.14851485 62.85148515] ; [2.85148515 6.14851485],0
v1,1,0.180308,1.795086,[44 53] ; [2 7],[42.09433962 54.90566038] ; [3.90566038 5.09433962],0
a4,1,0.1863,1.746635,[45 55] ; [2 7],[43.11926606 56.88073394] ; [3.88073394 5.11926606],0
u2,1,0.192084,1.701562,[19 13] ; [1 3],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
u3,1,0.192084,1.701562,[19 13] ; [1 3],[17.77777778 14.22222222] ; [2.22222222 1.77777778],0
p11,1,0.235362,1.408159,[74 26] ; [5 4],[72.47706422 27.52293578] ; [6.52293578 2.47706422],0
b5,1,0.27326,1.200308,[63 37] ; [4 5],[61.46788991 38.53211009] ; [5.53211009 3.46788991],0
p3,1,0.33641,0.924064,[38 61] ; [2 7],[36.66666667 62.33333333] ; [3.33333333 5.66666667],0
s4,1,0.371198,0.79965,[24 75] ; [1 8],[22.91666667 76.08333333] ; [2.08333333 6.91666667],0
d3,1,0.37738,0.779221,[59 40] ; [4 5],[57.75 41.25] ; [5.25 3.75],0
n6,1,0.402348,0.701299,[78 21] ; [6 3],[77. 22.] ; [7. 2.],0
s7,1,0.403555,0.697707,[45 49] ; [3 6],[43.80582524 50.19417476] ; [4.19417476 4.80582524],0
a7,1,0.407997,0.684628,[69 31] ; [5 4],[67.88990826 32.11009174] ; [6.11009174 2.88990826],0
a3,1,0.447062,0.578089,[68 32] ; [5 4],[66.97247706 33.02752294] ; [6.02752294 2.97247706],0
s8,1,0.448696,0.573944,[46 53] ; [3 6],[44.91666667 54.08333333] ; [4.08333333 4.91666667],0
n2,1,0.536008,0.382989,[26  4] ; [3 1],[25.58823529  4.41176471] ; [3.41176471 0.58823529],0
s3,1,0.579191,0.307545,[53 45] ; [4 5],[52.20560748 45.79439252] ; [4.79439252 4.20560748],0
d1,1,0.582121,0.302819,[54 46] ; [4 5],[53.21100917 46.78899083] ; [4.78899083 4.21100917],0
p8,1,0.58302,0.301377,[31 69] ; [2 7],[30.27522936 69.72477064] ; [2.72477064 6.27522936],0
p7,1,0.695684,0.153,[38 57] ; [3 6],[37.45192308 57.54807692] ; [3.54807692 5.45192308],0
n5,1,0.74846,0.10283,[71 28] ; [6 3],[70.58333333 28.41666667] ; [6.41666667 2.58333333],0
u1,1,0.752184,0.099705,[15 85] ; [1 8],[14.67889908 85.32110092] ; [1.32110092 7.67889908],0
v3,1,0.829521,0.046361,[34 58] ; [3 6],[33.7029703 58.2970297] ; [3.2970297 5.7029703],0
d4,1,0.840693,0.040404,[74 25] ; [7 2],[74.25 24.75] ; [6.75 2.25],0
b1,1,0.886905,0.020227,[42 58] ; [4 5],[42.20183486 57.79816514] ; [3.79816514 5.20183486],0
d2,1,0.932313,0.007214,[45 53] ; [4 5],[44.87850467 53.12149533] ; [4.12149533 4.87850467],0
n4,1,0.9346,0.006734,[68 32] ; [6 3],[67.88990826 32.11009174] ; [6.11009174 2.88990826],0
