Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,51.268885,[261  44] ; [41 43],[236.78663239  68.21336761] ; [65.21336761 18.78663239],1
d2,1,0.0,40.761684,[202 103] ; [23 61],[176.41388175 128.58611825] ; [48.58611825 35.41388175],1
a4,1,0.0,40.578669,[189 117] ; [19 65],[163.2 142.8] ; [44.8 39.2],1
d1,1,0.0,27.943164,[247  59] ; [44 40],[228.32307692  77.67692308] ; [62.67692308 21.32307692],1
u1,1,1.8e-05,18.406891,[ 92 214] ; [ 6 78],[ 76.89230769 229.10769231] ; [21.10769231 62.89230769],1
n4,1,0.000631,11.683691,[254  50] ; [56 28],[242.88659794  61.11340206] ; [67.11340206 16.88659794],1
v2,1,0.001303,10.338559,[192  99] ; [37 43],[179.61994609 111.38005391] ; [49.38005391 30.61994609],0
a6,1,0.006303,7.461432,[212  93] ; [45 39],[201.50385604 103.49614396] ; [55.49614396 28.50385604],0
p4,1,0.007971,7.039927,[212  92] ; [45 38],[201.88113695 102.11886305] ; [55.11886305 27.88113695],0
n6,1,0.009091,6.804893,[269  33] ; [64 18],[261.890625  40.109375] ; [71.109375 10.890625],0
b2,1,0.016036,5.798958,[ 82 111] ; [11 36],[ 74.7875 118.2125] ; [18.2125 28.7875],0
b3,1,0.016036,5.798958,[ 82 111] ; [11 36],[ 74.7875 118.2125] ; [18.2125 28.7875],0
v1,1,0.017992,5.596902,[185 110] ; [39 42],[175.74468085 119.25531915] ; [48.25531915 32.74468085],0
p3,1,0.035116,4.439543,[175 129] ; [37 46],[166.53229974 137.46770026] ; [45.46770026 37.53229974],0
p9,1,0.037043,4.348435,[274  29] ; [64 14],[268.80314961  34.19685039] ; [69.19685039  8.80314961],0
s4,1,0.037935,4.307937,[ 66 236] ; [27 55],[ 73.140625 228.859375] ; [19.859375 62.140625],0
s8,1,0.040063,4.215204,[204 101] ; [46 38],[196.01542416 108.98457584] ; [53.98457584 30.01542416],0
a8,1,0.043008,4.09508,[ 47 234] ; [ 6 73],[ 41.36944444 239.63055556] ; [11.63055556 67.36944444],0
s7,1,0.054929,3.684251,[216  78] ; [48 29],[209.20754717  84.79245283] ; [54.79245283 22.20754717],0
r4,1,0.065234,3.399037,[285  21] ; [73 11],[280.89230769  25.10769231] ; [77.10769231  6.89230769],0
p11,1,0.074801,3.174402,[243  63] ; [59 25],[236.95384615  69.04615385] ; [65.04615385 18.95384615],0
v3,1,0.09288,2.823731,[134 159] ; [27 50],[127.49459459 165.50540541] ; [33.50540541 43.49459459],0
b4,1,0.094824,2.790516,[173 133] ; [56 28],[179.67692308 126.32307692] ; [49.32307692 34.67692308],0
r2,1,0.095172,2.784644,[297   5] ; [80  4],[294.95854922   7.04145078] ; [82.04145078  1.95854922],0
p12,1,0.117028,2.456653,[ 37 267] ; [ 5 77],[ 33.07772021 270.92227979] ; [ 8.92227979 73.07772021],0
s5,1,0.151605,2.056022,[149 140] ; [34 46],[143.32520325 145.67479675] ; [39.67479675 40.32520325],0
u4,1,0.153044,2.041643,[ 14 292] ; [ 1 83],[ 11.76923077 294.23076923] ; [ 3.23076923 80.76923077],0
p6,1,0.158504,1.988445,[136 166] ; [29 51],[130.44502618 171.55497382] ; [34.55497382 45.44502618],0
n3,1,0.189854,1.71875,[55 17] ; [11  7],[52.8 19.2] ; [13.2  4.8],0
d4,1,0.202672,1.623015,[280  26] ; [73 11],[276.96923077  29.03076923] ; [76.03076923  7.96923077],0
v4,1,0.221397,1.495293,[297   7] ; [79  4],[295.35917313   8.64082687] ; [80.64082687  2.35917313],0
a1,1,0.230443,1.438126,[ 22 284] ; [ 3 81],[ 19.61538462 286.38461538] ; [ 5.38461538 78.61538462],0
p10,1,0.261863,1.258879,[265  39] ; [65 14],[261.93211488  42.06788512] ; [68.06788512 10.93211488],0
p1,1,0.320328,0.987608,[ 23 281] ; [ 9 73],[ 25.20207254 278.79792746] ; [ 6.79792746 75.20207254],0
p7,1,0.325623,0.966226,[199  96] ; [48 30],[195.34852547  99.65147453] ; [51.65147453 26.34852547],0
b1,1,0.33439,0.931821,[117 189] ; [37 47],[120.83076923 185.16923077] ; [33.16923077 50.83076923],0
r1,1,0.340204,0.909662,[255  48] ; [67 17],[252.10852713  50.89147287] ; [69.89147287 14.10852713],0
r3,1,0.380359,0.769541,[296   9] ; [81  1],[297.11886305   7.88113695] ; [79.88113695  2.11886305],0
n5,1,0.424068,0.639013,[238  64] ; [62 21],[235.32467532  66.67532468] ; [64.67532468 18.32467532],0
