Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,99.479367,[281  18] ; [12 22],[263.08408408  35.91591592] ; [29.91591592  4.08408408],1
s5,1,9.9e-05,15.147687,[145 140] ; [ 5 28],[134.43396226 150.56603774] ; [15.56603774 17.43396226],1
b1,1,0.001194,10.499135,[101 200] ; [21 13],[109.61791045 191.38208955] ; [12.38208955 21.61791045],0
a5,1,0.001645,9.908812,[240  61] ; [19 15],[232.71343284  68.28656716] ; [26.28656716  7.71343284],0
s8,1,0.01247,6.242817,[181 118] ; [13 21],[174.19219219 124.80780781] ; [19.80780781 14.19219219],0
n6,1,0.013968,6.042208,[262  34] ; [25  9],[257.43030303  38.56969697] ; [29.56969697  4.43030303],0
s7,1,0.027008,4.890293,[201  89] ; [16 16],[195.43478261  94.56521739] ; [21.56521739 10.43478261],0
r4,1,0.043266,4.084998,[284  17] ; [29  5],[281.23283582  19.76716418] ; [31.76716418  2.23283582],0
p3,1,0.054204,3.70639,[162 138] ; [12 21],[156.75675676 143.24324324] ; [17.24324324 15.75675676],0
v2,1,0.057823,3.59874,[176 112] ; [14 18],[171. 117.] ; [19. 13.],0
r2,1,0.060411,3.526054,[293   4] ; [32  2],[291.6163142   5.3836858] ; [33.3836858  0.6163142],0
p11,1,0.064052,3.429217,[237  64] ; [22 12],[232.71343284  68.28656716] ; [26.28656716  7.71343284],0
v1,1,0.074506,3.180852,[166 124] ; [14 20],[161.11111111 128.88888889] ; [18.88888889 15.11111111],0
s6,1,0.07592,3.150155,[259  37] ; [26  8],[255.63636364  40.36363636] ; [29.36363636  4.63636364],0
p2,1,0.094258,2.80011,[261  39] ; [26  8],[257.78443114  42.21556886] ; [29.21556886  4.78443114],0
d1,1,0.098913,2.722991,[210  91] ; [19 15],[205.75820896  95.24179104] ; [23.24179104 10.75820896],0
p6,1,0.109463,2.561957,[135 166] ; [10 23],[130.67365269 170.32634731] ; [14.32634731 18.67365269],0
s3,1,0.121166,2.402186,[265  34] ; [27  7],[262.18618619  36.81381381] ; [29.81381381  4.18618619],0
a4,1,0.133868,2.247067,[147 154] ; [12 22],[142.86268657 158.13731343] ; [16.13731343 17.86268657],0
n5,1,0.136687,2.214869,[235  63] ; [23 11],[231.57831325  66.42168675] ; [26.42168675  7.57831325],0
n3,1,0.147462,2.098309,[46 11] ; [6 4],[44.23880597 12.76119403] ; [7.76119403 2.23880597],0
p4,1,0.159206,1.981753,[203  96] ; [19 15],[199.33333333  99.66666667] ; [22.66666667 11.33333333],0
v4,1,0.163388,1.942585,[292   6] ; [32  2],[290.81927711   7.18072289] ; [33.18072289  0.81927711],0
p5,1,0.193075,1.693993,[ 41 256] ; [ 2 32],[ 38.58308157 258.41691843] ; [ 4.41691843 29.58308157],0
p7,1,0.222783,1.486356,[195  96] ; [18 14],[191.89783282  99.10216718] ; [21.10216718 10.89783282],0
a2,1,0.236923,1.398811,[101 200] ; [ 8 26],[ 97.93731343 203.06268657] ; [11.06268657 22.93731343],0
d5,1,0.245173,1.350603,[252  47] ; [26  8],[249.61561562  49.38438438] ; [28.38438438  5.61561562],0
n4,1,0.26067,1.265195,[237  63] ; [24 10],[234.43113772  65.56886228] ; [26.56886228  7.43113772],0
s1,1,0.303769,1.057573,[ 14 283] ; [ 3 31],[ 15.25377644 281.74622356] ; [ 1.74622356 32.25377644],0
d3,1,0.382677,0.762084,[239  60] ; [25  9],[237.04504505  61.95495495] ; [26.95495495  7.04504505],0
a6,1,0.390296,0.738019,[230  68] ; [24 10],[227.98795181  70.01204819] ; [26.01204819  7.98795181],0
n2,1,0.414949,0.664575,[45 12] ; [9 1],[45.94029851 11.05970149] ; [8.05970149 1.94029851],0
s4,1,0.460801,0.543949,[ 71 226] ; [ 6 27],[ 69.3 227.7] ; [ 7.7 25.3],0
b4,1,0.579498,0.307046,[180 121] ; [22 12],[181.49850746 119.50149254] ; [20.50149254 13.49850746],0
b3,1,0.590058,0.290254,[ 62 111] ; [ 8 11],[ 63.07291667 109.92708333] ; [ 6.92708333 12.07291667],0
