Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,29.833839,[22  8] ; [ 7 45],[10.6097561 19.3902439] ; [18.3902439 33.6097561],1
s2,1,0.002815,8.923835,[19 11] ; [15 36],[12.59259259 17.40740741] ; [21.40740741 29.59259259],0
p4,1,0.005056,7.859465,[20 10] ; [18 34],[13.90243902 16.09756098] ; [24.09756098 27.90243902],0
p7,1,0.005622,7.667506,[21  6] ; [23 28],[15.23076923 11.76923077] ; [28.76923077 22.23076923],0
s6,1,0.00713,7.239978,[23  7] ; [24 28],[17.19512195 12.80487805] ; [29.80487805 22.19512195],0
s3,1,0.008505,6.923918,[20 10] ; [19 33],[14.26829268 15.73170732] ; [24.73170732 27.26829268],0
a7,1,0.027067,4.886512,[24  6] ; [29 23],[19.3902439 10.6097561] ; [33.6097561 18.3902439],0
p8,1,0.032363,4.579138,[18 11] ; [19 32],[13.4125 15.5875] ; [23.5875 27.4125],0
a3,1,0.0401,4.21364,[23  7] ; [28 24],[18.65853659 11.34146341] ; [32.34146341 19.65853659],0
s5,1,0.046324,3.96978,[ 9 19] ; [ 7 45],[ 5.6 22.4] ; [10.4 41.6],0
n6,1,0.047311,3.934286,[26  4] ; [34 17],[22.22222222  7.77777778] ; [37.77777778 13.22222222],0
p10,1,0.062771,3.462604,[25  4] ; [35 17],[21.48148148  7.51851852] ; [38.51851852 13.48148148],0
a2,1,0.079494,3.075221,[ 8 22] ; [ 6 46],[ 5.12195122 24.87804878] ; [ 8.87804878 43.12195122],0
v2,1,0.08243,3.016332,[17 11] ; [21 31],[13.3 14.7] ; [24.7 27.3],0
d2,1,0.08572,2.952976,[13 17] ; [13 39],[ 9.51219512 20.48780488] ; [16.48780488 35.51219512],0
p3,1,0.08572,2.952976,[13 17] ; [13 39],[ 9.51219512 20.48780488] ; [16.48780488 35.51219512],0
p6,1,0.103628,2.648805,[11 18] ; [11 41],[ 7.87654321 21.12345679] ; [14.12345679 37.87654321],0
u1,1,0.11206,2.524921,[ 4 26] ; [ 2 50],[ 2.19512195 27.80487805] ; [ 3.80487805 48.19512195],0
r2,1,0.121031,2.403932,[28  2] ; [42 10],[25.6097561  4.3902439] ; [44.3902439  7.6097561],0
r1,1,0.156672,2.006062,[22  8] ; [30 22],[19.02439024 10.97560976] ; [32.97560976 19.02439024],0
v3,1,0.168061,1.90015,[ 9 20] ; [ 9 42],[ 6.525 22.475] ; [11.475 39.525],0
s4,1,0.187021,1.740929,[11 19] ; [12 40],[ 8.41463415 21.58536585] ; [14.58536585 37.41463415],0
v4,1,0.200271,1.6404,[29  1] ; [46  6],[27.43902439  2.56097561] ; [47.56097561  4.43902439],0
d3,1,0.226768,1.461017,[20 10] ; [27 24],[17.40740741 12.59259259] ; [29.59259259 21.40740741],0
b1,1,0.233339,1.42039,[15 15] ; [19 33],[12.43902439 17.56097561] ; [21.56097561 30.43902439],0
