Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.001807,9.736011,[28 13] ; [ 4 13],[22.62068966 18.37931034] ; [9.37931034 7.62068966],0
d5,1,0.00211,9.451381,[29 12] ; [ 5 13],[23.62711864 17.37288136] ; [10.37288136  7.62711864],0
a6,1,0.025126,5.015155,[22 19] ; [ 4 14],[18.06779661 22.93220339] ; [ 7.93220339 10.06779661],0
a4,1,0.029696,4.726827,[13 28] ; [ 1 17],[ 9.72881356 31.27118644] ; [ 4.27118644 13.72881356],0
s7,1,0.031227,4.64045,[12 26] ; [ 1 17],[ 8.82142857 29.17857143] ; [ 4.17857143 13.82142857],0
p3,1,0.038895,4.265451,[12 28] ; [ 1 17],[ 8.96551724 31.03448276] ; [ 4.03448276 13.96551724],0
n3,1,0.039406,4.24329,[ 6 12] ; [8 3],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
s5,1,0.056302,3.643096,[11 29] ; [ 1 17],[ 8.27586207 31.72413793] ; [ 3.72413793 14.27586207],0
a3,1,0.060078,3.535238,[24 16] ; [ 6 12],[20.68965517 19.31034483] ; [9.31034483 8.68965517],0
p8,1,0.065585,3.390209,[11 29] ; [9 8],[14.03508772 25.96491228] ; [ 5.96491228 11.03508772],0
r1,1,0.066872,3.358188,[14 27] ; [ 2 16],[11.11864407 29.88135593] ; [ 4.88135593 13.11864407],0
n5,1,0.083417,2.997045,[11 30] ; [9 9],[13.89830508 27.10169492] ; [ 6.10169492 11.89830508],0
s6,1,0.090591,2.863848,[16 25] ; [ 3 15],[13.20338983 27.79661017] ; [ 5.79661017 12.20338983],0
a7,1,0.12322,2.375913,[27 14] ; [ 8 10],[24.3220339 16.6779661] ; [10.6779661  7.3220339],0
d2,1,0.126021,2.340852,[15 26] ; [ 3 15],[12.50847458 28.49152542] ; [ 5.49152542 12.50847458],0
s3,1,0.137124,2.209939,[17 23] ; [ 4 14],[14.48275862 25.51724138] ; [ 6.51724138 11.48275862],0
a5,1,0.181376,1.786313,[19 22] ; [ 5 13],[16.6779661 24.3220339] ; [ 7.3220339 10.6779661],0
v1,1,0.187569,1.736608,[16 24] ; [ 4 14],[13.79310345 26.20689655] ; [ 6.20689655 11.79310345],0
v3,1,0.191902,1.702958,[ 8 33] ; [ 1 16],[ 6.36206897 34.63793103] ; [ 2.63793103 14.36206897],0
n1,1,0.199165,1.648489,[ 3 16] ; [4 7],[ 4.43333333 14.56666667] ; [2.56666667 8.43333333],0
p6,1,0.250807,1.318805,[ 6 34] ; [ 5 13],[ 7.5862069 32.4137931] ; [ 3.4137931 14.5862069],0
v2,1,0.251417,1.315415,[15 25] ; [ 4 14],[13.10344828 26.89655172] ; [ 5.89655172 12.10344828],0
b2,1,0.2686,1.223885,[ 5 18] ; [3 4],[ 6.13333333 16.86666667] ; [1.86666667 5.13333333],0
b3,1,0.2686,1.223885,[ 5 18] ; [3 4],[ 6.13333333 16.86666667] ; [1.86666667 5.13333333],0
p7,1,0.280047,1.166862,[15 25] ; [9 8],[16.84210526 23.15789474] ; [7.15789474 9.84210526],0
u2,1,0.295694,1.093514,[9 8] ; [4 8],[7.62068966 9.37931034] ; [5.37931034 6.62068966],0
n6,1,0.29608,1.091766,[22 19] ; [ 7 11],[20.15254237 20.84745763] ; [8.84745763 9.15254237],0
b4,1,0.317116,1.000803,[24 17] ; [ 8 10],[22.23728814 18.76271186] ; [9.76271186 8.23728814],0
s2,1,0.359715,0.838889,[14 27] ; [ 4 14],[12.50847458 28.49152542] ; [ 5.49152542 12.50847458],0
p2,1,0.389226,0.741359,[24 17] ; [12  5],[25.44827586 15.55172414] ; [10.55172414  6.44827586],0
b1,1,0.482551,0.493092,[21 20] ; [11  7],[22.23728814 18.76271186] ; [9.76271186 8.23728814],0
p11,1,0.514498,0.424907,[19 22] ; [10  8],[20.15254237 20.84745763] ; [8.84745763 9.15254237],0
b5,1,0.543103,0.369819,[24 17] ; [9 9],[22.93220339 18.06779661] ; [10.06779661  7.93220339],0
p4,1,0.55548,0.34759,[17 24] ; [ 6 12],[15.98305085 25.01694915] ; [ 7.01694915 10.98305085],0
s8,1,0.557561,0.343945,[ 7 34] ; [ 2 16],[ 6.25423729 34.74576271] ; [ 2.74576271 15.25423729],0
p10,1,0.597181,0.279268,[21 20] ; [10  7],[21.9137931 19.0862069] ; [9.0862069 7.9137931],0
