Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,76.465375,[250  56] ; [112 131],[201.7704918 104.2295082] ; [160.2295082  82.7704918],1
p4,1,0.0,37.726546,[231  81] ; [121 127],[196.11428571 115.88571429] ; [155.88571429  92.11428571],1
p3,1,0.0,36.883739,[200 112] ; [ 95 153],[164.35714286 147.64285714] ; [130.64285714 117.35714286],1
p6,1,0.0,31.080977,[154 157] ; [ 65 182],[122.05913978 188.94086022] ; [ 96.94086022 150.05913978],1
p11,1,0.0,25.497372,[279  34] ; [180  68],[256.09090909  56.90909091] ; [202.90909091  45.09090909],1
p5,1,1e-06,25.047497,[ 60 252] ; [ 12 233],[ 40.33034111 271.66965889] ; [ 31.66965889 213.33034111],1
p2,1,2.9e-05,17.454859,[286  25] ; [198  50],[269.27370304  41.72629696] ; [214.72629696  33.27370304],1
v1,1,0.000291,13.127533,[191 113] ; [113 126],[170.19521179 133.80478821] ; [133.80478821 105.19521179],1
p1,1,0.002161,9.407715,[ 40 270] ; [ 13 235],[ 29.44444444 280.55555556] ; [ 23.55555556 224.44444444],0
p12,1,0.00307,8.765641,[ 41 271] ; [ 14 234],[ 30.64285714 281.35714286] ; [ 24.35714286 223.64285714],0
v3,1,0.010495,6.54892,[134 167] ; [ 79 156],[119.61380597 181.38619403] ; [ 93.38619403 141.61380597],0
b5,1,0.024148,5.083938,[191 122] ; [174  74],[203.64527629 109.35472371] ; [161.35472371  86.64527629],0
s5,1,0.028361,4.805997,[115 184] ; [ 70 168],[103.00744879 195.99255121] ; [ 81.99255121 156.00744879],0
n2,1,0.03173,4.613033,[40  7] ; [43 21],[35.14414414 11.85585586] ; [47.85585586 16.14414414],0
n5,1,0.033946,4.497425,[244  67] ; [173  72],[233.25  77.75] ; [183.75  61.25],0
n6,1,0.039643,4.233086,[273  36] ; [203  44],[264.53956835  44.46043165] ; [211.46043165  35.53956835],0
r1,1,0.046884,3.949541,[264  47] ; [192  53],[255.0647482  55.9352518] ; [200.9352518  44.0647482],0
r4,1,0.05596,3.65325,[294  19] ; [222  26],[287.89304813  25.10695187] ; [228.10695187  19.89304813],0
p10,1,0.113489,2.504954,[289  21] ; [221  26],[283.84201077  26.15798923] ; [226.15798923  20.84201077],0
a6,1,0.117879,2.445283,[236  75] ; [201  46],[243.5609319  67.4390681] ; [193.4390681  53.5609319],0
v4,1,0.144978,2.124314,[302   7] ; [235  11],[298.97837838  10.02162162] ; [238.02162162   7.97837838],0
a5,1,0.154295,2.029263,[247  66] ; [183  65],[239.91087344  73.08912656] ; [190.08912656  57.91087344],0
u1,1,0.199395,1.646797,[ 64 249] ; [ 62 186],[ 70.29946524 242.70053476] ; [ 55.70053476 192.29946524],0
n4,1,0.204985,1.606494,[245  68] ; [182  65],[238.6625  74.3375] ; [188.3375  58.6625],0
a1,1,0.208649,1.580773,[ 17 296] ; [  8 240],[ 13.9483066 299.0516934] ; [ 11.0516934 236.9483066],0
s3,1,0.221611,1.493908,[169 137] ; [148  97],[176.04718693 129.95281307] ; [140.95281307 104.04718693],0
s8,1,0.224787,1.473543,[148 161] ; [106 142],[140.90843806 168.09156194] ; [113.09156194 134.90843806],0
s4,1,0.228341,1.451163,[ 46 262] ; [ 46 199],[ 51.24050633 256.75949367] ; [ 40.75949367 204.24050633],0
s7,1,0.271322,1.210052,[153 142] ; [113 127],[146.6728972 148.3271028] ; [119.3271028 120.6728972],0
r2,1,0.305987,1.047919,[298  11] ; [230  13],[295.56521739  13.43478261] ; [232.43478261  10.56521739],0
u2,1,0.340956,0.906834,[50 38] ; [45 25],[52.91139241 35.08860759] ; [42.08860759 27.91139241],0
a2,1,0.400205,0.70771,[ 87 226] ; [ 77 171],[ 91.50089127 221.49910873] ; [ 72.49910873 175.50089127],0
s2,1,0.443527,0.58714,[162 147] ; [137 109],[166.47027027 142.52972973] ; [132.52972973 113.47027027],0
d1,1,0.475964,0.508096,[201 112] ; [152  96],[196.95008913 116.04991087] ; [156.04991087  91.95008913],0
b4,1,0.476919,0.5059,[180 133] ; [150  98],[184.11764706 128.88235294] ; [145.88235294 102.11764706],0
u4,1,0.482581,0.493026,[  6 306] ; [  7 241],[  7.24285714 304.75714286] ; [  5.75714286 242.24285714],0
a4,1,0.49636,0.462711,[139 172] ; [118 130],[142.98211091 168.01788909] ; [114.01788909 133.98211091],0
d2,1,0.505154,0.444091,[144 168] ; [121 126],[147.90697674 164.09302326] ; [117.09302326 129.90697674],0
d3,1,0.528104,0.398038,[243  69] ; [197  49],[246.02150538  65.97849462] ; [193.97849462  52.02150538],0
b3,1,0.537201,0.380752,[ 69 117] ; [48 94],[ 66.34756098 119.65243902] ; [50.65243902 91.34756098],0
b2,1,0.537201,0.380752,[ 69 117] ; [48 94],[ 66.34756098 119.65243902] ; [50.65243902 91.34756098],0
v2,1,0.558285,0.342682,[183 118] ; [137  98],[179.70149254 121.29850746] ; [140.29850746  94.70149254],0
r3,1,0.562995,0.334544,[297  13] ; [238   8],[298.29136691  11.70863309] ; [236.70863309   9.29136691],0
s6,1,0.575732,0.313186,[214  89] ; [169  78],[210.99818182  92.00181818] ; [172.00181818  74.99818182],0
a3,1,0.599395,0.27591,[225  85] ; [175  73],[222.22222222  87.77777778] ; [177.77777778  70.22222222],0
n3,1,0.612809,0.256104,[34 13] ; [49 15],[35.14414414 11.85585586] ; [47.85585586 16.14414414],0
d5,1,0.679523,0.170664,[263  49] ; [205  42],[261.20930233  50.79069767] ; [206.79069767  40.20930233],0
u3,1,0.793586,0.068465,[52 34] ; [45 27],[52.79746835 33.20253165] ; [44.20253165 27.79746835],0
b1,1,0.794844,0.067614,[ 99 214] ; [ 81 167],[100.42780749 212.57219251] ; [ 79.57219251 168.42780749],0
d4,1,0.81339,0.055722,[265  47] ; [208  39],[264.  48.] ; [209.  38.],0
a8,1,0.819228,0.05223,[ 43 235] ; [ 33 191],[ 42.0876494 235.9123506] ; [ 33.9123506 190.0876494],0
n1,1,0.964629,0.001967,[16 30] ; [22 42],[15.89090909 30.10909091] ; [22.10909091 41.89090909],0
s1,1,0.966695,0.001743,[ 10 301] ; [  8 236],[ 10.08648649 300.91351351] ; [  7.91351351 236.08648649],0
