Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.848595,[196  50] ; [12 26],[180.16901408  65.83098592] ; [27.83098592 10.16901408],1
s3,1,0.0,28.495801,[186  57] ; [13 25],[172.08896797  70.91103203] ; [26.91103203 11.08896797],1
s7,1,0.0,28.160272,[169  67] ; [10 27],[154.73992674  81.26007326] ; [24.26007326 12.73992674],1
r4,1,0.000128,14.665053,[239   8] ; [32  7],[234.04545455  12.95454545] ; [36.95454545  2.04545455],1
s8,1,0.00107,10.703088,[150  95] ; [13 26],[140.61619718 104.38380282] ; [22.38380282 16.61619718],0
p9,1,0.001221,10.458155,[222  21] ; [28 10],[216.19217082  26.80782918] ; [33.80782918  4.19217082],0
s4,1,0.005013,7.874728,[ 70 172] ; [ 3 36],[ 62.8683274 179.1316726] ; [10.1316726 28.8683274],0
b5,1,0.006596,7.379727,[140 107] ; [13 26],[132.13636364 114.86363636] ; [20.86363636 18.13636364],0
p4,1,0.022186,5.231104,[168  76] ; [19 19],[161.80141844  82.19858156] ; [25.19858156 12.80141844],0
n5,1,0.025471,4.991556,[197  49] ; [25 14],[191.62105263  54.37894737] ; [30.37894737  8.62105263],0
v4,1,0.041388,4.160042,[242   5] ; [35  3],[240.06666667   6.93333333] ; [36.93333333  1.06666667],0
p6,1,0.099169,2.718853,[118 125] ; [13 25],[113.28469751 129.71530249] ; [17.71530249 20.28469751],0
n6,1,0.10842,2.577104,[221  23] ; [32  7],[218.13427562  25.86572438] ; [34.86572438  4.13427562],0
a2,1,0.133459,2.251805,[ 73 174] ; [ 7 32],[ 69.09090909 177.90909091] ; [10.90909091 28.09090909],0
p8,1,0.139283,2.185863,[146  97] ; [18 20],[141.82206406 101.17793594] ; [22.17793594 15.82206406],0
a5,1,0.144136,2.133235,[202  45] ; [28 11],[198.63636364  48.36363636] ; [31.36363636  7.63636364],0
p12,1,0.156844,2.004396,[ 33 214] ; [ 2 36],[ 30.33333333 216.66666667] ; [ 4.66666667 33.33333333],0
b1,1,0.188255,1.731217,[ 93 154] ; [19 20],[ 96.72727273 150.27272727] ; [15.27272727 23.72727273],0
d3,1,0.219404,1.508268,[181  65] ; [25 14],[177.81052632  68.18947368] ; [28.18947368 10.81052632],0
a3,1,0.228385,1.450892,[196  50] ; [27 11],[193.16197183  52.83802817] ; [29.83802817  8.16197183],0
r1,1,0.245064,1.351225,[212  33] ; [31  8],[209.63028169  35.36971831] ; [33.36971831  5.63028169],0
p10,1,0.262391,1.2561,[215  30] ; [30  7],[212.85460993  32.14539007] ; [32.14539007  4.85460993],0
a1,1,0.271014,1.211609,[ 18 229] ; [ 1 38],[ 16.40909091 230.59090909] ; [ 2.59090909 36.40909091],0
u3,1,0.280611,1.16413,[34 17] ; [6 6],[32.38095238 18.61904762] ; [7.61904762 4.38095238],0
n3,1,0.305149,1.051556,[40 17] ; [7 1],[41.21538462 15.78461538] ; [5.78461538 2.21538462],0
p7,1,0.3183,0.995919,[174  65] ; [24 13],[171.45652174  67.54347826] ; [26.54347826 10.45652174],0
b4,1,0.332377,0.939615,[151  96] ; [27 12],[153.72727273  93.27272727] ; [24.27272727 14.72727273],0
n2,1,0.407247,0.686823,[50  8] ; [6 2],[49.21212121  8.78787879] ; [6.78787879 1.21212121],0
b3,1,0.409376,0.680611,[62 88] ; [13 13],[63.92045455 86.07954545] ; [11.07954545 14.92045455],0
b2,1,0.409376,0.680611,[62 88] ; [13 13],[63.92045455 86.07954545] ; [11.07954545 14.92045455],0
a8,1,0.425271,0.635705,[ 31 194] ; [ 3 31],[ 29.53667954 195.46332046] ; [ 4.46332046 29.53667954],0
u1,1,0.443521,0.587156,[ 58 189] ; [ 7 32],[ 56.13636364 190.86363636] ; [ 8.86363636 30.13636364],0
p3,1,0.46301,0.538608,[145 101] ; [20 18],[142.92253521 103.07746479] ; [22.07746479 15.92253521],0
n1,1,0.478501,0.502278,[28 29] ; [5 3],[28.93846154 28.06153846] ; [4.06153846 3.93846154],0
a4,1,0.480706,0.497261,[129 118] ; [18 21],[126.95454545 120.04545455] ; [20.04545455 18.95454545],0
v2,1,0.50928,0.435547,[141 100] ; [25 14],[142.87857143  98.12142857] ; [23.12142857 15.87857143],0
s1,1,0.59105,0.288708,[ 11 232] ; [ 1 37],[ 10.3772242 232.6227758] ; [ 1.6227758 36.3772242],0
d4,1,0.593604,0.284751,[214  31] ; [32  6],[212.96819788  32.03180212] ; [33.03180212  4.96819788],0
a7,1,0.596292,0.280625,[173  74] ; [25 13],[171.6  75.4] ; [26.4 11.6],0
r3,1,0.633288,0.227629,[237   9] ; [36  2],[236.47183099   9.52816901] ; [36.52816901  1.47183099],0
n4,1,0.659414,0.194236,[190  55] ; [29 10],[188.92605634  56.07394366] ; [30.07394366  8.92605634],0
p2,1,0.677075,0.173437,[207  40] ; [32  5],[207.86267606  39.13732394] ; [31.13732394  5.86267606],0
d2,1,0.677485,0.172971,[133 112] ; [22 16],[134.18727915 110.81272085] ; [20.81272085 17.18727915],0
a6,1,0.681539,0.168399,[155  90] ; [26 13],[156.1443662  88.8556338] ; [24.8556338 14.1443662],0
p11,1,0.682566,0.167251,[189  58] ; [31  8],[190.  57.] ; [30.  9.],0
u2,1,0.739556,0.110517,[25 26] ; [6 5],[25.5 25.5] ; [5.5 5.5],0
v1,1,0.853197,0.03424,[149  97] ; [23 14],[149.51236749  96.48763251] ; [22.48763251 14.51236749],0
v3,1,0.891005,0.018778,[108 135] ; [16 21],[107.61428571 135.38571429] ; [16.38571429 20.61428571],0
p5,1,0.895738,0.017173,[ 49 198] ; [ 7 30],[ 48.70422535 198.29577465] ; [ 7.29577465 29.70422535],0
p1,1,0.930752,0.007551,[ 31 214] ; [ 5 33],[ 31.16607774 213.83392226] ; [ 4.83392226 33.16607774],0
d1,1,0.973538,0.0011,[164  83] ; [26 13],[164.09090909  82.90909091] ; [25.90909091 13.09090909],0
d5,1,0.983938,0.000405,[207  38] ; [33  6],[207.04225352  37.95774648] ; [32.95774648  6.04225352],0
