Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8e-06,19.914011,[31 15] ; [ 3 22],[22.02816901 23.97183099] ; [11.97183099 13.02816901],1
s3,1,0.001,10.827485,[31 14] ; [ 7 18],[24.42857143 20.57142857] ; [13.57142857 11.42857143],0
p4,1,0.001003,10.821256,[34 12] ; [ 8 16],[27.6 18.4] ; [14.4  9.6],0
s8,1,0.001501,10.077145,[23 23] ; [ 3 22],[16.84507042 29.15492958] ; [ 9.15492958 15.84507042],0
s5,1,0.004515,8.064,[18 27] ; [ 2 23],[12.85714286 32.14285714] ; [ 7.14285714 17.85714286],0
p3,1,0.012385,6.254841,[29 17] ; [ 8 17],[23.97183099 22.02816901] ; [13.02816901 11.97183099],0
r4,1,0.012958,6.174824,[43  3] ; [18  7],[39.52112676  6.47887324] ; [21.47887324  3.52112676],0
a5,1,0.016866,5.710267,[35 11] ; [12 13],[30.45070423 15.54929577] ; [16.54929577  8.45070423],0
p2,1,0.019427,5.462702,[39  7] ; [15 10],[34.98591549 11.01408451] ; [19.01408451  5.98591549],0
v1,1,0.021365,5.296764,[26 20] ; [ 7 18],[21.38028169 24.61971831] ; [11.61971831 13.38028169],0
s7,1,0.022819,5.182263,[25 18] ; [ 7 17],[20.53731343 22.46268657] ; [11.46268657 12.53731343],0
s4,1,0.03248,4.572969,[11 35] ; [ 1 24],[ 7.77464789 38.22535211] ; [ 4.22535211 20.77464789],0
d5,1,0.063215,3.450955,[37  9] ; [15 10],[33.69014085 12.30985915] ; [18.30985915  6.69014085],0
a4,1,0.12663,2.333333,[21 24] ; [ 7 18],[18. 27.] ; [10. 15.],0
p1,1,0.14538,2.120072,[ 7 38] ; [ 1 24],[ 5.14285714 39.85714286] ; [ 2.85714286 22.14285714],0
v2,1,0.15737,1.999321,[23 22] ; [ 8 16],[20.2173913 24.7826087] ; [10.7826087 13.2173913],0
r3,1,0.183271,1.770897,[41  4] ; [20  5],[39.21428571  5.78571429] ; [21.78571429  3.21428571],0
u2,1,0.193868,1.687977,[10  8] ; [3 7],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
b1,1,0.197247,1.66264,[22 24] ; [ 8 17],[19.43661972 26.56338028] ; [10.56338028 14.43661972],0
s1,1,0.243787,1.358564,[ 1 45] ; [ 2 23],[ 1.94366197 44.05633803] ; [ 1.05633803 23.94366197],0
u3,1,0.246671,1.342059,[9 8] ; [3 7],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
n4,1,0.253028,1.306507,[32 14] ; [14 11],[29.8028169 16.1971831] ; [16.1971831  8.8028169],0
p7,1,0.277065,1.181432,[31 15] ; [13 11],[28.91428571 17.08571429] ; [15.08571429  8.91428571],0
d4,1,0.295596,1.093959,[38  8] ; [18  7],[36.28169014  9.71830986] ; [19.71830986  5.28169014],0
b5,1,0.348313,0.879595,[28 18] ; [18  7],[29.8028169 16.1971831] ; [16.1971831  8.8028169],0
d1,1,0.365894,0.817562,[29 17] ; [13 12],[27.21126761 18.78873239] ; [14.78873239 10.21126761],0
u1,1,0.416548,0.660033,[ 9 37] ; [ 3 22],[ 7.77464789 38.22535211] ; [ 4.22535211 20.77464789],0
r1,1,0.45,0.570652,[38  8] ; [18  6],[36.8  9.2] ; [19.2  4.8],0
p9,1,0.452811,0.563607,[31 15] ; [14 10],[29.57142857 16.42857143] ; [15.42857143  8.57142857],0
b4,1,0.469895,0.522223,[28 18] ; [13 12],[26.56338028 19.43661972] ; [14.43661972 10.56338028],0
r2,1,0.495308,0.464976,[44  2] ; [22  2],[43.37142857  2.62857143] ; [22.62857143  1.37142857],0
n2,1,0.548893,0.359304,[10  3] ; [7 1],[10.52380952  2.47619048] ; [6.47619048 1.52380952],0
p10,1,0.561893,0.336437,[29 17] ; [14 11],[27.85915493 18.14084507] ; [15.14084507  9.85915493],0
d3,1,0.596777,0.279884,[34 12] ; [17  8],[33.04225352 12.95774648] ; [17.95774648  7.04225352],0
n3,1,0.603848,0.269231,[8 5] ; [4 4],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
a2,1,0.607531,0.263787,[ 7 39] ; [ 5 20],[ 7.77464789 38.22535211] ; [ 4.22535211 20.77464789],0
d2,1,0.628826,0.233657,[23 23] ; [11 14],[22.02816901 23.97183099] ; [11.97183099 13.02816901],0
b2,1,0.654865,0.199821,[ 5 16] ; [4 9],[ 5.55882353 15.44117647] ; [3.44117647 9.55882353],0
b3,1,0.654865,0.199821,[ 5 16] ; [4 9],[ 5.55882353 15.44117647] ; [3.44117647 9.55882353],0
v3,1,0.703602,0.144752,[19 26] ; [ 9 15],[18.26086957 26.73913043] ; [ 9.73913043 14.26086957],0
a8,1,0.714393,0.133929,[ 3 37] ; [ 1 19],[ 2.66666667 37.33333333] ; [ 1.33333333 18.66666667],0
n6,1,0.744324,0.106363,[34 11] ; [18  7],[33.42857143 11.57142857] ; [18.57142857  6.42857143],0
p6,1,0.776876,0.080311,[20 26] ; [10 15],[19.43661972 26.56338028] ; [10.56338028 14.43661972],0
n5,1,0.795232,0.067352,[28 18] ; [16  9],[28.50704225 17.49295775] ; [15.49295775  9.50704225],0
v4,1,0.816129,0.054069,[43  3] ; [23  2],[42.76056338  3.23943662] ; [23.23943662  1.76056338],0
n1,1,0.84822,0.03663,[8 5] ; [4 3],[7.8 5.2] ; [4.2 2.8],0
a7,1,0.958252,0.00274,[31 15] ; [17  8],[31.09859155 14.90140845] ; [16.90140845  8.09859155],0
a3,1,0.981907,0.000514,[28 17] ; [15  9],[28.04347826 16.95652174] ; [14.95652174  9.04347826],0
a6,1,0.988821,0.000196,[24 22] ; [13 12],[23.97183099 22.02816901] ; [13.02816901 11.97183099],0
