Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000173,14.105321,[50 27] ; [ 7 22],[41.40566038 35.59433962] ; [15.59433962 13.40566038],1
n1,1,0.035297,4.430769,[ 6 20] ; [6 4],[ 8.66666667 17.33333333] ; [3.33333333 6.66666667],0
n4,1,0.040381,4.20181,[56 21] ; [15 14],[51.5754717 25.4245283] ; [19.4245283  9.5754717],0
d1,1,0.054197,3.706636,[40 37] ; [ 9 20],[35.59433962 41.40566038] ; [13.40566038 15.59433962],0
b1,1,0.060171,3.532652,[27 50] ; [16 13],[31.23584906 45.76415094] ; [11.76415094 17.23584906],0
a6,1,0.060171,3.532652,[50 27] ; [13 16],[45.76415094 31.23584906] ; [17.23584906 11.76415094],0
r2,1,0.065403,3.394781,[70  6] ; [23  6],[67.31428571  8.68571429] ; [25.68571429  3.31428571],0
a8,1,0.066031,3.379035,[13 56] ; [ 1 25],[10.16842105 58.83157895] ; [ 3.83157895 22.16842105],0
s7,1,0.097533,2.745419,[28 48] ; [ 5 21],[24.58823529 51.41176471] ; [ 8.41176471 17.58823529],0
d3,1,0.103955,2.643798,[48 29] ; [13 16],[44.31132075 32.68867925] ; [16.68867925 12.31132075],0
p12,1,0.111931,2.526738,[ 1 76] ; [ 2 26],[ 2.2 74.8] ; [ 0.8 27.2],0
v3,1,0.112397,2.520191,[25 51] ; [ 5 24],[21.71428571 54.28571429] ; [ 8.28571429 20.71428571],0
r3,1,0.140739,2.16986,[72  4] ; [25  4],[70.20952381  5.79047619] ; [26.79047619  2.20952381],0
d2,1,0.142198,2.154011,[41 35] ; [11 18],[37.63809524 38.36190476] ; [14.36190476 14.63809524],0
a2,1,0.147935,2.093417,[14 63] ; [ 2 27],[11.62264151 65.37735849] ; [ 4.37735849 24.62264151],0
v4,1,0.154995,2.022394,[71  6] ; [24  5],[69.00943396  7.99056604] ; [25.99056604  3.00943396],0
a7,1,0.165582,1.922495,[48 28] ; [14 15],[44.87619048 31.12380952] ; [17.12380952 11.87619048],0
a4,1,0.179206,1.804199,[35 42] ; [ 9 20],[31.96226415 45.03773585] ; [12.03773585 16.96226415],0
u1,1,0.188488,1.729395,[13 64] ; [ 2 27],[10.89622642 66.10377358] ; [ 4.10377358 24.89622642],0
v2,1,0.303483,1.058824,[38 37] ; [11 17],[35.67961165 39.32038835] ; [13.32038835 14.67961165],0
r4,1,0.306052,1.047637,[65 12] ; [22  7],[63.19811321 13.80188679] ; [23.80188679  5.19811321],0
v1,1,0.307792,1.040129,[28 47] ; [14 15],[30.28846154 44.71153846] ; [11.71153846 17.28846154],0
s6,1,0.36237,0.829664,[39 37] ; [12 17],[36.91428571 39.08571429] ; [14.08571429 14.91428571],0
b5,1,0.382379,0.763041,[46 31] ; [20  9],[47.94339623 29.05660377] ; [18.05660377 10.94339623],0
s2,1,0.415478,0.66307,[27 48] ; [ 8 21],[25.24038462 49.75961538] ; [ 9.75961538 19.24038462],0
r1,1,0.419842,0.650756,[59 18] ; [20  9],[57.38679245 19.61320755] ; [21.61320755  7.38679245],0
s8,1,0.45484,0.558563,[24 52] ; [ 7 22],[22.43809524 53.56190476] ; [ 8.56190476 20.43809524],0
s5,1,0.474092,0.512422,[19 56] ; [ 5 22],[17.64705882 57.35294118] ; [ 6.35294118 20.64705882],0
p9,1,0.503403,0.447755,[33 40] ; [11 18],[31.49019608 41.50980392] ; [12.50980392 16.49019608],0
p2,1,0.559186,0.341116,[54 23] ; [22  7],[55.20754717 21.79245283] ; [20.79245283  8.20754717],0
a5,1,0.61663,0.250633,[44 33] ; [15 14],[42.85849057 34.14150943] ; [16.14150943 12.85849057],0
b3,1,0.659607,0.194001,[16 38] ; [ 6 11],[16.73239437 37.26760563] ; [ 5.26760563 11.73239437],0
b2,1,0.659607,0.194001,[16 38] ; [ 6 11],[16.73239437 37.26760563] ; [ 5.26760563 11.73239437],0
n2,1,0.698908,0.14961,[19  6] ; [9 2],[19.44444444  5.55555556] ; [8.55555556 2.44444444],0
a1,1,0.705343,0.142973,[ 4 73] ; [ 1 28],[ 3.63207547 73.36792453] ; [ 1.36792453 27.63207547],0
p1,1,0.720561,0.127956,[ 4 72] ; [ 1 27],[ 3.65384615 72.34615385] ; [ 1.34615385 26.65384615],0
p8,1,0.725195,0.123569,[26 49] ; [ 9 20],[25.24038462 49.75961538] ; [ 9.75961538 19.24038462],0
p3,1,0.744161,0.106503,[21 56] ; [ 7 22],[20.33962264 56.66037736] ; [ 7.66037736 21.33962264],0
d5,1,0.744528,0.106186,[53 24] ; [19 10],[52.30188679 24.69811321] ; [19.69811321  9.30188679],0
p6,1,0.751997,0.099861,[22 54] ; [ 9 19],[22.65384615 53.34615385] ; [ 8.34615385 19.65384615],0
b4,1,0.783846,0.075246,[50 27] ; [18 11],[49.39622642 27.60377358] ; [18.60377358 10.39622642],0
n3,1,0.785704,0.073926,[20  6] ; [8 3],[19.67567568  6.32432432] ; [8.32432432 2.67567568],0
d4,1,0.786312,0.073497,[57 19] ; [21  8],[56.45714286 19.54285714] ; [21.54285714  7.45714286],0
s1,1,0.799493,0.064518,[ 2 74] ; [ 1 27],[ 2.19230769 73.80769231] ; [ 0.80769231 27.19230769],0
s4,1,0.804175,0.061478,[ 9 66] ; [ 4 25],[ 9.375 65.625] ; [ 3.625 25.375],0
u4,1,0.813824,0.055458,[ 2 75] ; [ 1 28],[ 2.17924528 74.82075472] ; [ 0.82075472 28.17924528],0
u3,1,0.836027,0.04284,[17 14] ; [7 5],[17.30232558 13.69767442] ; [6.69767442 5.30232558],0
s3,1,0.841904,0.039784,[32 43] ; [13 16],[32.45192308 42.54807692] ; [12.54807692 16.45192308],0
u2,1,0.845078,0.038182,[14 16] ; [6 6],[14.28571429 15.71428571] ; [5.71428571 6.28571429],0
a3,1,0.916653,0.010952,[46 31] ; [17 12],[45.76415094 31.23584906] ; [17.23584906 11.76415094],0
p4,1,0.979702,0.000647,[29 48] ; [11 18],[29.05660377 47.94339623] ; [10.94339623 18.05660377],0
p7,1,0.979856,0.000638,[36 39] ; [14 15],[36.05769231 38.94230769] ; [13.94230769 15.05769231],0
